country,pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,buy_rate,sell_rate,date
Australien,AUD/SEK,AUD,SEK,1,6.6296,6.7097,6.6296,6.7097,2/6
Danmark,DKK/SEK,DKK,SEK,1,1.43901,1.45501,1.43901,1.45501,2/6
Euro,EUR/SEK,EUR,SEK,1,10.7444,10.8844,10.7444,10.8844,2/6
Hongkong,HKD/SEK,HKD,SEK,1,1.1716,1.1978,1.1716,1.1978,2/6
Indien,INR/SEK,INR,SEK,1,0.094494,0.100695,0.094494,0.100695,2/6
Indonesien,IDR/SEK,IDR,SEK,1,0.000508,0.000541,0.000508,0.000541,2/6
Island,ISK/SEK,ISK,SEK,1,0.075138,0.075478,0.075138,0.075478,2/6
Japan,JPY/SEK,JPY,SEK,1,0.05768,0.05862,0.05768,0.05862,2/6
Kanada,CAD/SEK,CAD,SEK,1,6.6653,6.7513,6.6653,6.7513,2/6
Kina,CNY/SEK,CNY,SEK,1,1.3631,1.3831,1.3631,1.3831,2/6
Kroatien,HRK/SEK,HRK,SEK,1,1.42533,1.445331,1.42533,1.445331,11/12
Malaysia,MYR/SEK,MYR,SEK,1,2.32709,2.357091,2.32709,2.357091,2/6
Marocko,MAD/SEK,MAD,SEK,1,0.9933,1.0279,0.9933,1.0279,2/6
Mexiko,MXN/SEK,MXN,SEK,1,0.5295,0.5436,0.5295,0.5436,2/6
Norge,NOK/SEK,NOK,SEK,1,0.99671,1.00971,0.99671,1.00971,2/6
Nya Zeeland,NZD/SEK,NZD,SEK,1,5.4693,5.5513,5.4693,5.5513,2/6
Polen,PLN/SEK,PLN,SEK,1,2.5355,2.5755,2.5355,2.5755,2/6
Ryssland,RUB/SEK,RUB,SEK,1,0.12535,0.12973,0.12535,0.12973,2/6
Saudiarabien,SAR/SEK,SAR,SEK,1,2.4421,2.5063,2.4421,2.5063,2/6
Schweiz,CHF/SEK,CHF,SEK,1,11.7713,11.8833,11.7713,11.8833,2/6
Singapore,SGD/SEK,SGD,SEK,1,7.2308,7.3023,7.2308,7.3023,2/6
Storbritannien,GBP/SEK,GBP,SEK,1,12.437,12.5771,12.437,12.5771,2/6
Sydafrika,ZAR/SEK,ZAR,SEK,1,0.5642,0.5823,0.5642,0.5823,2/6
Sydkorea,KRW/SEK,KRW,SEK,1,0.006061,0.006234,0.006061,0.006234,2/6
Thailand,THB/SEK,THB,SEK,1,0.2823,0.2881,0.2823,0.2881,2/6
Tjeckien,CZK/SEK,CZK,SEK,1,0.44226,0.44886,0.44226,0.44886,2/6
Turkiet,TRY/SEK,TRY,SEK,1,0.1676,0.2364,0.1676,0.2364,2/6
Ungern,HUF/SEK,HUF,SEK,1,0.030099,0.030861,0.030099,0.030861,2/6
USA,USD/SEK,USD,SEK,1,9.2183,9.3533,9.2183,9.3533,2/6
