pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
AED/SEK,AED,SEK,1,2.5152,2.5843,2.5843,2.5152,2026-06-03T10:40:07.004300Z,2026-06-03T10:40:07.004300Z
AUD/SEK,AUD,SEK,1,6.6489,6.7808,6.7808,6.6489,2026-06-03T10:40:06.995681Z,2026-06-03T10:40:06.995681Z
BDT/SEK,BDT,SEK,1,0.073739,0.078678,0.078678,0.073739,2026-06-03T10:40:07.001507Z,2026-06-03T10:40:07.001507Z
BHD/SEK,BHD,SEK,1,24.4948,25.1753,25.1753,24.4948,2026-06-03T10:40:07.002352Z,2026-06-03T10:40:07.002352Z
CAD/SEK,CAD,SEK,1,6.6963,6.829,6.829,6.6963,2026-06-03T10:40:07.001635Z,2026-06-03T10:40:07.001635Z
CHF/SEK,CHF,SEK,1,11.7513,11.9845,11.9845,11.7513,2026-06-03T10:40:06.998868Z,2026-06-03T10:40:06.998868Z
CNH/SEK,CNH,SEK,1,1.3644,1.4019,1.4019,1.3644,2026-06-03T10:40:07.005958Z,2026-06-03T10:40:07.005958Z
CNY/SEK,CNY,SEK,1,1.35534,1.4113,1.4113,1.35534,2026-06-03T10:40:07.004838Z,2026-06-03T10:40:07.004838Z
CZK/SEK,CZK,SEK,1,0.44521,0.45421,0.45421,0.44521,2026-06-03T10:40:06.994849Z,2026-06-03T10:40:06.994849Z
DKK/SEK,DKK,SEK,1,1.44136,1.47002,1.47002,1.44136,2026-06-03T10:40:07.001284Z,2026-06-03T10:40:07.001284Z
EGP/SEK,EGP,SEK,1,0.1745,0.1856,0.1856,0.1745,2026-06-03T10:40:06.996528Z,2026-06-03T10:40:06.996528Z
EUR/SEK,EUR,SEK,1,10.7711,10.9848,10.9848,10.7711,2026-06-03T12:05:21.651769Z,2026-06-03T12:05:21.651769Z
GBP/SEK,GBP,SEK,1,12.4705,12.7177,12.7177,12.4705,2026-06-03T10:40:07.002700Z,2026-06-03T10:40:07.002700Z
GIP/SEK,GIP,SEK,1,12.463408,12.725037,12.725037,12.463408,2026-06-03T10:40:07.053552Z,2026-06-03T10:40:07.053552Z
HKD/SEK,HKD,SEK,1,1.17896,1.21135,1.21135,1.17896,2026-06-03T10:40:06.995583Z,2026-06-03T10:40:06.995583Z
HUF/SEK,HUF,SEK,1,0.030329,0.030947,0.030947,0.030329,2026-06-03T10:40:06.996494Z,2026-06-03T10:40:06.996494Z
IDR/SEK,IDR,SEK,1,0.0005111,0.0005324,0.0005324,0.0005111,2026-06-03T10:40:07.010841Z,2026-06-03T10:40:07.010841Z
ILS/SEK,ILS,SEK,1,3.2243,3.3141,3.3141,3.2243,2026-06-03T10:40:06.998464Z,2026-06-03T10:40:06.998464Z
INR/SEK,INR,SEK,1,0.09589,0.09982,0.09982,0.09589,2026-06-03T10:40:07.001546Z,2026-06-03T10:40:07.001546Z
ISK/SEK,ISK,SEK,1,0.0743,0.0774,0.0774,0.0743,2026-06-03T10:40:06.995256Z,2026-06-03T10:40:06.995256Z
JPY/SEK,JPY,SEK,1,0.058021,0.059171,0.059171,0.058021,2026-06-03T10:40:07.002002Z,2026-06-03T10:40:07.002002Z
KES/SEK,KES,SEK,1,0.0708,0.0739,0.0739,0.0708,2026-06-03T10:40:06.996083Z,2026-06-03T10:40:06.996083Z
KRW/SEK,KRW,SEK,1,0.006005,0.006227,0.006227,0.006005,2026-06-03T10:40:07.004853Z,2026-06-03T10:40:07.004853Z
KWD/SEK,KWD,SEK,1,29.8737,30.7295,30.7295,29.8737,2026-06-03T10:40:06.998908Z,2026-06-03T10:40:06.998908Z
KZT/SEK,KZT,SEK,1,0.018817,0.019593,0.019593,0.018817,2026-06-03T10:40:07.009075Z,2026-06-03T10:40:07.009075Z
LKR/SEK,LKR,SEK,1,0.027189,0.028904,0.028904,0.027189,2026-06-03T10:40:06.996864Z,2026-06-03T10:40:06.996864Z
MAD/SEK,MAD,SEK,1,0.9973,1.0388,1.0388,0.9973,2026-06-03T10:40:07.009686Z,2026-06-03T10:40:07.009686Z
MXN/SEK,MXN,SEK,1,0.53445,0.54918,0.54918,0.53445,2026-06-03T10:40:07.007440Z,2026-06-03T10:40:07.007440Z
MYR/SEK,MYR,SEK,1,2.3177,2.3683,2.3683,2.3177,2026-06-03T10:40:07.010008Z,2026-06-03T10:40:07.010008Z
NOK/SEK,NOK,SEK,1,0.99974,1.01961,1.01961,0.99974,2026-06-03T10:40:07.012132Z,2026-06-03T10:40:07.012132Z
NZD/SEK,NZD,SEK,1,5.4696,5.5783,5.5783,5.4696,2026-06-03T10:40:07.006737Z,2026-06-03T10:40:07.006737Z
PEN/SEK,PEN,SEK,1,2.690601,2.802834,2.802834,2.690601,2026-06-03T10:40:07.049032Z,2026-06-03T10:40:07.049032Z
PHP/SEK,PHP,SEK,1,0.1486,0.1548,0.1548,0.1486,2026-06-03T10:40:06.995325Z,2026-06-03T10:40:06.995325Z
PKR/SEK,PKR,SEK,1,0.0326,0.0347,0.0347,0.0326,2026-06-03T10:40:07.014616Z,2026-06-03T10:40:07.014616Z
PLN/SEK,PLN,SEK,1,2.54077,2.59145,2.59145,2.54077,2026-06-03T10:40:07.001675Z,2026-06-03T10:40:07.001675Z
QAR/SEK,QAR,SEK,1,2.5161,2.6205,2.6205,2.5161,2026-06-03T10:40:07.051418Z,2026-06-03T10:40:07.051418Z
RON/SEK,RON,SEK,1,2.0485,2.0898,2.0898,2.0485,2026-06-03T10:40:07.009434Z,2026-06-03T10:40:07.009434Z
RSD/SEK,RSD,SEK,1,0.090803,0.094636,0.094636,0.090803,2026-06-03T10:40:07.015355Z,2026-06-03T10:40:07.015355Z
SAR/SEK,SAR,SEK,1,2.4603,2.5284,2.5284,2.4603,2026-06-03T10:40:07.010484Z,2026-06-03T10:40:07.010484Z
SGD/SEK,SGD,SEK,1,7.2354,7.3788,7.3788,7.2354,2026-06-03T10:40:07.006312Z,2026-06-03T10:40:07.006312Z
THB/SEK,THB,SEK,1,0.28207,0.28985,0.28985,0.28207,2026-06-03T10:40:07.007077Z,2026-06-03T10:40:07.007077Z
TND/SEK,TND,SEK,1,3.1491,3.2873,3.2873,3.1491,2026-06-03T10:40:06.998286Z,2026-06-03T10:40:06.998286Z
TRY/SEK,TRY,SEK,1,0.1995,0.2077,0.2077,0.1995,2026-06-03T10:40:07.011219Z,2026-06-03T10:40:07.011219Z
USD/SEK,USD,SEK,1,9.2737,9.4573,9.4573,9.2737,2026-06-03T10:40:07.010311Z,2026-06-03T10:40:07.010311Z
ZAR/SEK,ZAR,SEK,1,0.56937,0.58135,0.58135,0.56937,2026-06-03T10:40:06.996562Z,2026-06-03T10:40:06.996562Z
