updated,country,pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,buy_rate,sell_rate,change,settlement_price,unit,buy_rate_per_unit,sell_rate_per_unit
22.07.2026 09:00,Norge,NOK/SEK,NOK,SEK,100,1.0017,1.0156999999999998,100.17,101.57,0.74,100.87,100.0,1.0017,1.0156999999999998
22.07.2026 09:00,USA,USD/SEK,USD,SEK,1,9.6571,9.7631,9.6571,9.7631,0.0425,9.7101,1.0,9.6571,9.7631
22.07.2026 09:00,Europeiska unionen,EUR/SEK,EUR,SEK,1,11.0181,11.1431,11.0181,11.1431,0.0395,11.0806,1.0,11.0181,11.1431
22.07.2026 09:00,Danmark,DKK/SEK,DKK,SEK,100,1.4745,1.4894999999999998,147.45,148.95,0.52,148.2,100.0,1.4745,1.4894999999999998
22.07.2026 09:00,Storbritannien,GBP/SEK,GBP,SEK,1,12.919,13.065,12.919,13.065,-0.0088,12.992,1.0,12.919,13.065
22.07.2026 09:00,Schweiz,CHF/SEK,CHF,SEK,100,11.8957,12.0077,1189.57,1200.77,1.59,1195.17,100.0,11.8957,12.0077
22.07.2026 09:00,Japan,JPY/SEK,JPY,SEK,100,0.059036,0.060036,5.9036,6.0036,0.0074,5.9536,100.0,0.059036,0.060036
22.07.2026 09:00,Arabemirater,AED/SEK,AED,SEK,1,2.6228,2.6668,2.6228,2.6668,0.0115,2.6448,1.0,2.6228,2.6668
22.07.2026 09:00,Australien,AUD/SEK,AUD,SEK,1,6.7511,6.8361,6.7511,6.8361,0.0088,6.7936,1.0,6.7511,6.8361
22.07.2026 09:00,Bahrain,BHD/SEK,BHD,SEK,1,25.5871,25.9871,25.5871,25.9871,0.1163,25.7871,1.0,25.5871,25.9871
22.07.2026 09:00,Botswana,BWP/SEK,BWP,SEK,1,0.7385,0.7685,0.7385,0.7685,0.0386,0.7535,1.0,0.7385,0.7685
22.07.2026 09:00,Filippinerna,PHP/SEK,PHP,SEK,100,0.1548,0.1602,15.48,16.02,0.06,15.75,100.0,0.1548,0.1602
22.07.2026 09:00,Hong Kong,HKD/SEK,HKD,SEK,1,1.2266,1.2506,1.2266,1.2506,0.0059,1.2386,1.0,1.2266,1.2506
22.07.2026 09:00,Indien,INR/SEK,INR,SEK,1,0.0984,0.1028,0.0984,0.1028,0.0001,0.1006,1.0,0.0984,0.1028
22.07.2026 09:00,Indonesien,IDR/SEK,IDR,SEK,100,0.000531,0.000555,0.0531,0.0555,0.0001,0.0543,100.0,0.000531,0.000555
22.07.2026 09:00,Island,ISK/SEK,ISK,SEK,100,0.076498,0.079098,7.6498,7.9098,0.0263,7.7798,100.0,0.076498,0.079098
22.07.2026 09:00,Israel,ILS/SEK,ILS,SEK,1,3.1507,3.2107,3.1507,3.2107,0.0052,3.1807,1.0,3.1507,3.2107
22.07.2026 09:00,Kanada,CAD/SEK,CAD,SEK,1,6.8429,6.9329,6.8429,6.9329,0.0144,6.8879,1.0,6.8429,6.9329
22.07.2026 09:00,Kenya,KES/SEK,KES,SEK,100,0.07400999999999999,0.07701,7.401,7.701,0.0242,7.551,100.0,0.07400999999999999,0.07701
22.07.2026 09:00,Kina,CNH/SEK,CNH,SEK,100,1.4187,1.4487,141.87,144.87,0.44,143.37,100.0,1.4187,1.4487
22.07.2026 09:00,Kina,CNY/SEK,CNY,SEK,100,1.4197,1.4497,141.97,144.97,0.46,143.47,100.0,1.4197,1.4497
22.07.2026 09:00,Kuwait,KWD/SEK,KWD,SEK,1,31.4,31.9,31.4,31.9,0.1283,31.65,1.0,31.4,31.9
22.07.2026 09:00,Marocko,MAD/SEK,MAD,SEK,100,1.0151000000000001,1.0591,101.51,105.91,0.05,103.71,100.0,1.0151000000000001,1.0591
22.07.2026 09:00,Mexiko,MXN/SEK,MXN,SEK,100,0.5513,0.5653,55.13,56.53,0.2,55.83,100.0,0.5513,0.5653
22.07.2026 09:00,Nya Zeeland,NZD/SEK,NZD,SEK,1,5.6107,5.6927,5.6107,5.6927,-0.0149,5.6517,1.0,5.6107,5.6927
22.07.2026 09:00,Oman,OMR/SEK,OMR,SEK,1,25.05,25.45,25.05,25.45,0.11,25.25,1.0,25.05,25.45
22.07.2026 09:00,Pakistan,PKR/SEK,PKR,SEK,1,0.0342,0.0358,0.0342,0.0358,0.0001,0.035,1.0,0.0342,0.0358
22.07.2026 09:00,Polen,PLN/SEK,PLN,SEK,100,2.5362,2.5812,253.62,258.12,0.95,255.87,100.0,2.5362,2.5812
22.07.2026 09:00,Qatar,QAR/SEK,QAR,SEK,1,2.6439,2.6879,2.6439,2.6879,0.0116,2.6659,1.0,2.6439,2.6879
22.07.2026 09:00,Rum‰nien,RON/SEK,RON,SEK,100,2.0932,2.1452,209.32,214.52,0.77,211.92,100.0,2.0932,2.1452
22.07.2026 09:00,Saudiarabien,SAR/SEK,SAR,SEK,1,2.5673,2.6073,2.5673,2.6073,0.0118,2.5873,1.0,2.5673,2.6073
22.07.2026 09:00,Singapore,SGD/SEK,SGD,SEK,1,7.4813,7.5653,7.4813,7.5653,0.0269,7.5233,1.0,7.4813,7.5653
