pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
AED/SEK,AED,SEK,1,2.6134,2.6852,2.6852,2.6134,2026-07-01T10:43:53.742233Z,2026-07-01T10:43:53.742233Z
AUD/SEK,AUD,SEK,1,6.6442,6.776,6.776,6.6442,2026-07-01T10:43:53.729521Z,2026-07-01T10:43:53.729521Z
BDT/SEK,BDT,SEK,1,0.076355,0.08157,0.08157,0.076355,2026-07-01T10:43:53.726739Z,2026-07-01T10:43:53.726739Z
BHD/SEK,BHD,SEK,1,25.4555,26.1591,26.1591,25.4555,2026-07-01T10:43:53.750812Z,2026-07-01T10:43:53.750812Z
CAD/SEK,CAD,SEK,1,6.7781,6.9124,6.9124,6.7781,2026-07-01T10:43:53.735671Z,2026-07-01T10:43:53.735671Z
CHF/SEK,CHF,SEK,1,11.8975,12.1335,12.1335,11.8975,2026-07-01T10:43:53.729626Z,2026-07-01T10:43:53.729626Z
CNH/SEK,CNH,SEK,1,1.412,1.4508,1.4508,1.412,2026-07-01T10:43:53.758079Z,2026-07-01T10:43:53.758079Z
CNY/SEK,CNY,SEK,1,1.40334,1.46112,1.46112,1.40334,2026-07-01T10:43:53.739952Z,2026-07-01T10:43:53.739952Z
CZK/SEK,CZK,SEK,1,0.45262,0.46177,0.46177,0.45262,2026-07-01T10:43:53.725405Z,2026-07-01T10:43:53.725405Z
DKK/SEK,DKK,SEK,1,1.46907,1.49824,1.49824,1.46907,2026-07-01T10:43:53.729501Z,2026-07-01T10:43:53.729501Z
EGP/SEK,EGP,SEK,1,0.1919,0.2041,0.2041,0.1919,2026-07-01T10:43:53.729200Z,2026-07-01T10:43:53.729200Z
EUR/SEK,EUR,SEK,1,10.9854,11.2032,11.2032,10.9854,2026-07-01T10:16:49.032672Z,2026-07-01T10:16:49.032672Z
GBP/SEK,GBP,SEK,1,12.7702,13.0233,13.0233,12.7702,2026-07-01T10:43:53.740349Z,2026-07-01T10:43:53.740349Z
GIP/SEK,GIP,SEK,1,12.762967,13.030769,13.030769,12.762967,2026-07-01T10:43:53.788250Z,2026-07-01T10:43:53.788250Z
HKD/SEK,HKD,SEK,1,1.22374,1.25735,1.25735,1.22374,2026-07-01T10:43:53.727226Z,2026-07-01T10:43:53.727226Z
HUF/SEK,HUF,SEK,1,0.030836,0.031461,0.031461,0.030836,2026-07-01T10:43:53.730103Z,2026-07-01T10:43:53.730103Z
IDR/SEK,IDR,SEK,1,0.0005311,0.0005533,0.0005533,0.0005311,2026-07-01T10:43:53.751578Z,2026-07-01T10:43:53.751578Z
ILS/SEK,ILS,SEK,1,3.2221,3.3119,3.3119,3.2221,2026-07-01T10:43:53.728146Z,2026-07-01T10:43:53.728146Z
INR/SEK,INR,SEK,1,0.10011,0.10422,0.10422,0.10011,2026-07-01T10:43:53.743090Z,2026-07-01T10:43:53.743090Z
ISK/SEK,ISK,SEK,1,0.0755,0.0787,0.0787,0.0755,2026-07-01T10:43:53.736069Z,2026-07-01T10:43:53.736069Z
JPY/SEK,JPY,SEK,1,0.059223,0.060395,0.060395,0.059223,2026-07-01T10:43:53.743453Z,2026-07-01T10:43:53.743453Z
KES/SEK,KES,SEK,1,0.0736,0.0768,0.0768,0.0736,2026-07-01T10:43:53.729999Z,2026-07-01T10:43:53.729999Z
KRW/SEK,KRW,SEK,1,0.006132,0.006359,0.006359,0.006132,2026-07-01T10:43:53.743839Z,2026-07-01T10:43:53.743839Z
KWD/SEK,KWD,SEK,1,30.9246,31.8142,31.8142,30.9246,2026-07-01T10:43:53.755032Z,2026-07-01T10:43:53.755032Z
KZT/SEK,KZT,SEK,1,0.019898,0.020721,0.020721,0.019898,2026-07-01T10:43:53.748773Z,2026-07-01T10:43:53.748773Z
