updated,country,pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,buy_rate,sell_rate,change,settlement_price,unit,buy_rate_per_unit,sell_rate_per_unit
23.06.2026 09:00,Norge,NOK/SEK,NOK,SEK,100,0.9836,0.9976,98.36,99.76,0.25,99.06,100.0,0.9836,0.9976
23.06.2026 09:00,USA,USD/SEK,USD,SEK,1,9.6001,9.7061,9.6001,9.7061,0.0699,9.6531,1.0,9.6001,9.7061
23.06.2026 09:00,Europeiska unionen,EUR/SEK,EUR,SEK,1,10.964,11.089,10.964,11.089,0.0424,11.0265,1.0,10.964,11.089
23.06.2026 09:00,Danmark,DKK/SEK,DKK,SEK,100,1.4679,1.4828999999999999,146.79,148.29,0.62,147.54,100.0,1.4679,1.4828999999999999
23.06.2026 09:00,Storbritannien,GBP/SEK,GBP,SEK,1,12.7029,12.8489,12.7029,12.8489,0.1137,12.7759,1.0,12.7029,12.8489
23.06.2026 09:00,Schweiz,CHF/SEK,CHF,SEK,100,11.8757,11.9877,1187.57,1198.77,6.86,1193.17,100.0,11.8757,11.9877
23.06.2026 09:00,Japan,JPY/SEK,JPY,SEK,100,0.059215,0.060215,5.9215,6.0215,0.0441,5.9715,100.0,0.059215,0.060215
23.06.2026 09:00,Arabemirater,AED/SEK,AED,SEK,1,2.6072,2.6512,2.6072,2.6512,0.0189,2.6292,1.0,2.6072,2.6512
23.06.2026 09:00,Australien,AUD/SEK,AUD,SEK,1,6.6693,6.7543,6.6693,6.7543,-0.0027,6.7118,1.0,6.6693,6.7543
23.06.2026 09:00,Bahrain,BHD/SEK,BHD,SEK,1,25.4391,25.8391,25.4391,25.8391,0.1857,25.6391,1.0,25.4391,25.8391
23.06.2026 09:00,Botswana,BWP/SEK,BWP,SEK,1,0.7355,0.7655,0.7355,0.7655,0.0322,0.7505,1.0,0.7355,0.7655
23.06.2026 09:00,Filippinerna,PHP/SEK,PHP,SEK,100,0.155,0.1604,15.5,16.04,0.05,15.77,100.0,0.155,0.1604
23.06.2026 09:00,Hong Kong,HKD/SEK,HKD,SEK,1,1.2194,1.2434,1.2194,1.2434,0.0088,1.2314,1.0,1.2194,1.2434
23.06.2026 09:00,Indien,INR/SEK,INR,SEK,1,0.0998,0.1042,0.0998,0.1042,0.0006,0.102,1.0,0.0998,0.1042
23.06.2026 09:00,Indonesien,IDR/SEK,IDR,SEK,100,0.0005290000000000001,0.000553,0.0529,0.0553,0.0003,0.0541,100.0,0.0005290000000000001,0.000553
23.06.2026 09:00,Island,ISK/SEK,ISK,SEK,100,0.075276,0.077876,7.5276,7.7876,0.0307,7.6576,100.0,0.075276,0.077876
23.06.2026 09:00,Israel,ILS/SEK,ILS,SEK,1,3.1942,3.2542,3.1942,3.2542,-0.0192,3.2242,1.0,3.1942,3.2542
23.06.2026 09:00,Kanada,CAD/SEK,CAD,SEK,1,6.7636,6.8536,6.7636,6.8536,0.0506,6.8086,1.0,6.7636,6.8536
23.06.2026 09:00,Kenya,KES/SEK,KES,SEK,100,0.073597,0.076597,7.3597,7.6597,0.0544,7.5097,100.0,0.073597,0.076597
23.06.2026 09:00,Kina,CNH/SEK,CNH,SEK,100,1.4079,1.4379,140.79,143.79,0.94,142.29,100.0,1.4079,1.4379
