country,pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,buy_rate,sell_rate,date
Australien,AUD/SEK,AUD,SEK,1,6.747,6.827,6.747,6.827,21/7
Danmark,DKK/SEK,DKK,SEK,1,1.46907,1.48507,1.46907,1.48507,21/7
Euro,EUR/SEK,EUR,SEK,1,10.97205,11.11205,10.97205,11.11205,21/7
Hongkong,HKD/SEK,HKD,SEK,1,1.2196,1.2458,1.2196,1.2458,21/7
Indien,INR/SEK,INR,SEK,1,0.097456,0.103656,0.097456,0.103656,21/7
Indonesien,IDR/SEK,IDR,SEK,1,0.000527,0.00056,0.000527,0.00056,21/7
Island,ISK/SEK,ISK,SEK,1,0.077047,0.077387,0.077047,0.077387,21/7
Japan,JPY/SEK,JPY,SEK,1,0.058956,0.059896,0.058956,0.059896,21/7
Kanada,CAD/SEK,CAD,SEK,1,6.8293,6.9153,6.8293,6.9153,21/7
Kina,CNY/SEK,CNY,SEK,1,1.4185,1.4386,1.4185,1.4386,21/7
Malaysia,MYR/SEK,MYR,SEK,1,2.34893,2.378931,2.34893,2.378931,21/7
Marocko,MAD/SEK,MAD,SEK,1,1.0126,1.0473,1.0126,1.0473,21/7
Mexiko,MXN/SEK,MXN,SEK,1,0.5489,0.563,0.5489,0.563,21/7
Norge,NOK/SEK,NOK,SEK,1,0.99474,1.00774,0.99474,1.00774,21/7
Nya Zeeland,NZD/SEK,NZD,SEK,1,5.6241,5.7062,5.6241,5.7062,21/7
Polen,PLN/SEK,PLN,SEK,1,2.5324,2.5725,2.5324,2.5725,21/7
Ryssland,RUB/SEK,RUB,SEK,1,0.12008,0.12446,0.12008,0.12446,21/7
Saudiarabien,SAR/SEK,SAR,SEK,1,2.5428,2.607,2.5428,2.607,21/7
Schweiz,CHF/SEK,CHF,SEK,1,11.8821,11.9941,11.8821,11.9941,21/7
Singapore,SGD/SEK,SGD,SEK,1,7.4592,7.5306,7.4592,7.5306,21/7
Storbritannien,GBP/SEK,GBP,SEK,1,12.9252,13.0652,12.9252,13.0652,21/7
Sydafrika,ZAR/SEK,ZAR,SEK,1,0.5794,0.5974,0.5794,0.5974,21/7
Sydkorea,KRW/SEK,KRW,SEK,1,0.006474,0.006647,0.006474,0.006647,21/7
Thailand,THB/SEK,THB,SEK,1,0.2845,0.2904,0.2845,0.2904,21/7
Tjeckien,CZK/SEK,CZK,SEK,1,0.45332,0.45992,0.45332,0.45992,21/7
Turkiet,TRY/SEK,TRY,SEK,1,0.1702,0.2391,0.1702,0.2391,21/7
Ungern,HUF/SEK,HUF,SEK,1,0.030265,0.031026,0.030265,0.031026,21/7
USA,USD/SEK,USD,SEK,1,9.5992,9.7342,9.5992,9.7342,21/7
