pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
JPY/SEK,JPY,SEK,1,0.058247,0.0594,0.0594,0.058247,2026-06-12T10:13:11.163789Z,2026-06-12T10:13:11.163789Z
KES/SEK,KES,SEK,1,0.0712,0.0743,0.0743,0.0712,2026-06-12T10:50:42.909279Z,2026-06-12T10:50:42.909279Z
KRW/SEK,KRW,SEK,1,0.006087,0.006312,0.006312,0.006087,2026-06-12T10:50:42.870118Z,2026-06-12T10:50:42.870118Z
KWD/SEK,KWD,SEK,1,30.1264,31.0041,31.0041,30.1264,2026-06-12T10:50:42.870108Z,2026-06-12T10:50:42.870108Z
KZT/SEK,KZT,SEK,1,0.01889,0.01967,0.01967,0.01889,2026-06-12T10:50:42.924292Z,2026-06-12T10:50:42.924292Z
LKR/SEK,LKR,SEK,1,0.027378,0.029082,0.029082,0.027378,2026-06-12T10:50:42.910211Z,2026-06-12T10:50:42.910211Z
MAD/SEK,MAD,SEK,1,0.9972,1.0386,1.0386,0.9972,2026-06-12T10:50:42.910943Z,2026-06-12T10:50:42.910943Z
MXN/SEK,MXN,SEK,1,0.54051,0.5554,0.5554,0.54051,2026-06-12T10:50:42.912377Z,2026-06-12T10:50:42.912377Z
MYR/SEK,MYR,SEK,1,2.2982,2.3489,2.3489,2.2982,2026-06-12T10:50:42.893471Z,2026-06-12T10:50:42.893471Z
NOK/SEK,NOK,SEK,1,0.97981,0.9993,0.9993,0.97981,2026-06-12T10:50:42.891956Z,2026-06-12T10:50:42.891956Z
NZD/SEK,NZD,SEK,1,5.4454,5.5536,5.5536,5.4454,2026-06-12T10:50:42.910765Z,2026-06-12T10:50:42.910765Z
PEN/SEK,PEN,SEK,1,2.724657,2.837962,2.837962,2.724657,2026-06-12T10:50:42.909085Z,2026-06-12T10:50:42.909085Z
PHP/SEK,PHP,SEK,1,0.1519,0.1582,0.1582,0.1519,2026-06-12T10:50:42.878519Z,2026-06-12T10:50:42.878519Z
PKR/SEK,PKR,SEK,1,0.0328,0.0349,0.0349,0.0328,2026-06-12T10:50:42.911578Z,2026-06-12T10:50:42.911578Z
PLN/SEK,PLN,SEK,1,2.54547,2.59614,2.59614,2.54547,2026-06-12T10:50:42.909849Z,2026-06-12T10:50:42.909849Z
QAR/SEK,QAR,SEK,1,2.5341,2.6381,2.6381,2.5341,2026-06-12T10:50:42.870156Z,2026-06-12T10:50:42.870156Z
RON/SEK,RON,SEK,1,2.0642,2.1056,2.1056,2.0642,2026-06-12T10:50:42.870965Z,2026-06-12T10:50:42.870965Z
RSD/SEK,RSD,SEK,1,0.091023,0.094901,0.094901,0.091023,2026-06-12T10:50:42.891143Z,2026-06-12T10:50:42.891143Z
SAR/SEK,SAR,SEK,1,2.4779,2.5464,2.5464,2.4779,2026-06-12T10:50:42.916002Z,2026-06-12T10:50:42.916002Z
SGD/SEK,SGD,SEK,1,7.2731,7.4172,7.4172,7.2731,2026-06-12T10:50:42.869375Z,2026-06-12T10:50:42.869375Z
THB/SEK,THB,SEK,1,0.28436,0.2922,0.2922,0.28436,2026-06-12T10:50:42.910017Z,2026-06-12T10:50:42.910017Z
TND/SEK,TND,SEK,1,3.1508,3.2881,3.2881,3.1508,2026-06-12T10:50:42.894196Z,2026-06-12T10:50:42.894196Z
TRY/SEK,TRY,SEK,1,0.1995,0.2077,0.2077,0.1995,2026-06-12T10:50:42.890302Z,2026-06-12T10:50:42.890302Z
USD/SEK,USD,SEK,1,9.336,9.5207,9.5207,9.336,2026-06-12T10:50:42.890985Z,2026-06-12T10:50:42.890985Z
ZAR/SEK,ZAR,SEK,1,0.57332,0.58538,0.58538,0.57332,2026-06-12T10:50:42.874047Z,2026-06-12T10:50:42.874047Z
