country,currency_name,currency,sell_rate,buy_rate,updated
Australien,Australiensisk dollar,AUD,6.6781,6.7772,2026-06-22
Danmark,Dansk krona,DKK,1.4605,1.4822,2026-06-22
Euro,Euro,EUR,10.9174,11.0784,2026-06-22
Hong Kong,Hongkong dollar,HKD,1.2092,1.2401,2026-06-22
Indien,Indisk rupie,INR,0.0988,0.104,2026-06-22
Japan,Japanskt yen,JPY,0.0589,0.0598,2026-06-22
Kanada,Kanadensisk dollar,CAD,6.7325,6.8323,2026-06-22
Kina,Kinesisk yuan,CNY,1.3979,1.436,2026-06-22
Mexiko,Mexikansk peso,MXN,0.5468,0.5608,2026-06-22
Norge,Norsk krona,NOK,0.9848,0.9995,2026-06-22
Nya Zeeland,Nyzeeländsk dollar,NZD,5.4603,5.5419,2026-06-22
Polen,Polsk zloty,PLN,2.5547,2.594,2026-06-22
Schweiz,Schweizisk franc,CHF,11.788,11.9627,2026-06-22
Singapore,Singaporiansk dollar,SGD,7.3702,7.4795,2026-06-22
Storbritannien,Brittiskt pund,GBP,12.6377,12.8252,2026-06-22
Sydafrika,Sydafrikansk rand,ZAR,0.5775,0.5923,2026-06-22
Thailand,Thailänsk bath,THB,0.2879,0.2957,2026-06-22
Tjeckien,Tjeckisk krona,CZK,0.4512,0.4581,2026-06-22
Turkiet,Turkisk lira,TRY,0.2038,0.2092,2026-06-22
Ungern,Ungersk forint,HUF,0.0308,0.0316,2026-06-22
USA,Amerikansk dollar,USD,9.5304,9.6713,2026-06-22
