country,pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,buy_rate,sell_rate,date
Australien,AUD/SEK,AUD,SEK,1,6.6642,6.7443,6.6642,6.7443,3/6
Danmark,DKK/SEK,DKK,SEK,1,1.44619,1.46219,1.44619,1.46219,3/6
Euro,EUR/SEK,EUR,SEK,1,10.79875,10.93875,10.79875,10.93875,3/6
Hongkong,HKD/SEK,HKD,SEK,1,1.1816,1.2078,1.1816,1.2078,3/6
Indien,INR/SEK,INR,SEK,1,0.094664,0.100865,0.094664,0.100865,3/6
Indonesien,IDR/SEK,IDR,SEK,1,0.000508,0.000541,0.000508,0.000541,3/6
Island,ISK/SEK,ISK,SEK,1,0.075622,0.075962,0.075622,0.075962,3/6
Japan,JPY/SEK,JPY,SEK,1,0.058132,0.059072,0.058132,0.059072,3/6
Kanada,CAD/SEK,CAD,SEK,1,6.7133,6.7994,6.7133,6.7994,3/6
Kina,CNY/SEK,CNY,SEK,1,1.3722,1.3923,1.3722,1.3923,3/6
Kroatien,HRK/SEK,HRK,SEK,1,1.43252,1.45252,1.43252,1.45252,11/12
Malaysia,MYR/SEK,MYR,SEK,1,2.329319,2.35932,2.329319,2.35932,3/6
Marocko,MAD/SEK,MAD,SEK,1,0.9989,1.0335,0.9989,1.0335,3/6
Mexiko,MXN/SEK,MXN,SEK,1,0.5339,0.548,0.5339,0.548,3/6
Norge,NOK/SEK,NOK,SEK,1,0.995945,1.008945,0.995945,1.008945,3/6
Nya Zeeland,NZD/SEK,NZD,SEK,1,5.4815,5.5636,5.4815,5.5636,3/6
Polen,PLN/SEK,PLN,SEK,1,2.5422,2.5822,2.5422,2.5822,3/6
Ryssland,RUB/SEK,RUB,SEK,1,0.12473,0.12911,0.12473,0.12911,3/6
Saudiarabien,SAR/SEK,SAR,SEK,1,2.4611,2.5254,2.4611,2.5254,3/6
Schweiz,CHF/SEK,CHF,SEK,1,11.8015,11.9135,11.8015,11.9135,3/6
Singapore,SGD/SEK,SGD,SEK,1,7.2663,7.3377,7.2663,7.3377,3/6
Storbritannien,GBP/SEK,GBP,SEK,1,12.5173,12.6574,12.5173,12.6574,3/6
Sydafrika,ZAR/SEK,ZAR,SEK,1,0.5651,0.5831,0.5651,0.5831,3/6
Sydkorea,KRW/SEK,KRW,SEK,1,0.006061,0.006233,0.006061,0.006233,3/6
Thailand,THB/SEK,THB,SEK,1,0.2828,0.2886,0.2828,0.2886,3/6
Tjeckien,CZK/SEK,CZK,SEK,1,0.446145,0.452745,0.446145,0.452745,3/6
Turkiet,TRY/SEK,TRY,SEK,1,0.1691,0.238,0.1691,0.238,3/6
Ungern,HUF/SEK,HUF,SEK,1,0.030173,0.030935,0.030173,0.030935,3/6
USA,USD/SEK,USD,SEK,1,9.2939,9.429,9.2939,9.429,3/6
