country,currency_name,currency,sell_rate,buy_rate,updated
Australien,Australiensisk dollar,AUD,6.6462,6.7445,2026-06-30
Danmark,Dansk krona,DKK,1.4723,1.4941,2026-06-30
Euro,Euro,EUR,11.005,11.1672,2026-06-30
Hong Kong,Hongkong dollar,HKD,1.2251,1.2564,2026-06-30
Indien,Indisk rupie,INR,0.1001,0.1054,2026-06-30
Japan,Japanskt yen,JPY,0.0595,0.0604,2026-06-30
Kanada,Kanadensisk dollar,CAD,6.7859,6.8865,2026-06-30
Kina,Kinesisk yuan,CNY,1.4146,1.4531,2026-06-30
Mexiko,Mexikansk peso,MXN,0.55,0.5642,2026-06-30
Norge,Norsk krona,NOK,0.9736,0.9881,2026-06-30
Nya Zeeland,Nyzeeländsk dollar,NZD,5.458,5.5397,2026-06-30
Polen,Polsk zloty,PLN,2.5614,2.5998,2026-06-30
Schweiz,Schweizisk franc,CHF,11.9326,12.109,2026-06-30
Singapore,Singaporiansk dollar,SGD,7.4607,7.5713,2026-06-30
Storbritannien,Brittiskt pund,GBP,12.779,12.9686,2026-06-30
Sydafrika,Sydafrikansk rand,ZAR,0.5855,0.6006,2026-06-30
Thailand,Thailänsk bath,THB,0.2892,0.2969,2026-06-30
Tjeckien,Tjeckisk krona,CZK,0.4538,0.4607,2026-06-30
Turkiet,Turkisk lira,TRY,0.2057,0.2111,2026-06-30
Ungern,Ungersk forint,HUF,0.0308,0.0316,2026-06-30
USA,Amerikansk dollar,USD,9.6596,9.8023,2026-06-30
