pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
AED/SEK,AED,SEK,1,2.521,2.5902,2.5902,2.521,2026-06-17T10:48:12.482146Z,2026-06-17T10:48:12.482146Z
AUD/SEK,AUD,SEK,1,6.5608,6.6908,6.6908,6.5608,2026-06-17T10:48:12.478066Z,2026-06-17T10:48:12.478066Z
BDT/SEK,BDT,SEK,1,0.073904,0.07881,0.07881,0.073904,2026-06-17T10:48:12.476127Z,2026-06-17T10:48:12.476127Z
BHD/SEK,BHD,SEK,1,24.5547,25.2369,25.2369,24.5547,2026-06-17T10:48:12.502627Z,2026-06-17T10:48:12.502627Z
CAD/SEK,CAD,SEK,1,6.6355,6.767,6.767,6.6355,2026-06-17T10:48:12.502391Z,2026-06-17T10:48:12.502391Z
CHF/SEK,CHF,SEK,1,11.7349,11.9676,11.9676,11.7349,2026-06-17T10:48:12.481348Z,2026-06-17T10:48:12.481348Z
CNH/SEK,CNH,SEK,1,1.37,1.4076,1.4076,1.37,2026-06-17T10:48:12.521494Z,2026-06-17T10:48:12.521494Z
CNY/SEK,CNY,SEK,1,1.36102,1.41696,1.41696,1.36102,2026-06-17T10:48:12.501037Z,2026-06-17T10:48:12.501037Z
CZK/SEK,CZK,SEK,1,0.44637,0.45538,0.45538,0.44637,2026-06-17T10:48:12.480561Z,2026-06-17T10:48:12.480561Z
DKK/SEK,DKK,SEK,1,1.44235,1.47097,1.47097,1.44235,2026-06-17T10:48:12.502107Z,2026-06-17T10:48:12.502107Z
EGP/SEK,EGP,SEK,1,0.1821,0.1938,0.1938,0.1821,2026-06-17T10:48:12.479729Z,2026-06-17T10:48:12.479729Z
EUR/SEK,EUR,SEK,1,10.7789,10.9927,10.9927,10.7789,2026-06-17T10:18:09.287296Z,2026-06-17T10:18:09.287296Z
GBP/SEK,GBP,SEK,1,12.468,12.7149,12.7149,12.468,2026-06-17T10:48:12.500287Z,2026-06-17T10:48:12.500287Z
GIP/SEK,GIP,SEK,1,12.461159,12.72156,12.72156,12.461159,2026-06-17T10:48:12.523673Z,2026-06-17T10:48:12.523673Z
HKD/SEK,HKD,SEK,1,1.18176,1.2142,1.2142,1.18176,2026-06-17T10:48:12.479185Z,2026-06-17T10:48:12.479185Z
HUF/SEK,HUF,SEK,1,0.030844,0.031471,0.031471,0.030844,2026-06-17T10:48:12.477158Z,2026-06-17T10:48:12.477158Z
IDR/SEK,IDR,SEK,1,0.0005184,0.00054,0.00054,0.0005184,2026-06-17T10:48:12.521454Z,2026-06-17T10:48:12.521454Z
ILS/SEK,ILS,SEK,1,3.175,3.2634,3.2634,3.175,2026-06-17T10:48:12.478906Z,2026-06-17T10:48:12.478906Z
INR/SEK,INR,SEK,1,0.0973,0.10129,0.10129,0.0973,2026-06-17T10:48:12.501290Z,2026-06-17T10:48:12.501290Z
