country,currency_name,currency,sell_rate,buy_rate,updated
Australien,Australiensisk dollar,AUD,6.6847,6.7841,2026-06-24
Danmark,Dansk krona,DKK,1.4719,1.4938,2026-06-24
Euro,Euro,EUR,11.0031,11.1659,2026-06-24
Hong Kong,Hongkong dollar,HKD,1.2297,1.2612,2026-06-24
Indien,Indisk rupie,INR,0.1005,0.1058,2026-06-24
Japan,Japanskt yen,JPY,0.0599,0.0608,2026-06-24
Kanada,Kanadensisk dollar,CAD,6.8118,6.913,2026-06-24
Kina,Kinesisk yuan,CNY,1.4151,1.4538,2026-06-24
Mexiko,Mexikansk peso,MXN,0.5482,0.5623,2026-06-24
Norge,Norsk krona,NOK,0.9857,1.0004,2026-06-24
Nya Zeeland,Nyzeeländsk dollar,NZD,5.4725,5.5547,2026-06-24
Polen,Polsk zloty,PLN,2.5665,2.6061,2026-06-24
Schweiz,Schweizisk franc,CHF,11.9424,12.1197,2026-06-24
Singapore,Singaporiansk dollar,SGD,7.4693,7.5804,2026-06-24
Storbritannien,Brittiskt pund,GBP,12.7864,12.9764,2026-06-24
Sydafrika,Sydafrikansk rand,ZAR,0.5804,0.5954,2026-06-24
Thailand,Thailänsk bath,THB,0.2885,0.2962,2026-06-24
Tjeckien,Tjeckisk krona,CZK,0.4539,0.4608,2026-06-24
Turkiet,Turkisk lira,TRY,0.2066,0.2122,2026-06-24
Ungern,Ungersk forint,HUF,0.0308,0.0316,2026-06-24
USA,Amerikansk dollar,USD,9.6918,9.8355,2026-06-24
