pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,currency,name,buy_from_abroad,sell_to_abroad,mid_rate,date
AUD/SEK,AUD,SEK,1,6.68360,6.77190,AUD,Australiensiska dollar,6.68360,6.77190,6.72775,2026-07-16
BRL/SEK,BRL,SEK,1,1.8430,1.9438,BRL,Brasilianska real,1.8430,1.9438,1.8934,2026-07-16
CAD/SEK,CAD,SEK,1,6.8015,6.8895,CAD,Kanadensiska dollar,6.8015,6.8895,6.8455,2026-07-16
CHF/SEK,CHF,SEK,1,11.8384,11.9762,CHF,Schweiziska franc,11.8384,11.9762,11.9073,2026-07-16
CNY/SEK,CNY,SEK,1,1.40510,1.43580,CNY,Kinesiska yuan,1.40510,1.43580,1.42045,2026-07-16
CZK/SEK,CZK,SEK,1,0.450750,0.460060,CZK,Tjeckiska koruna,0.450750,0.460060,0.455405,2026-07-16
DKK/SEK,DKK,SEK,1,1.4661,1.4827,DKK,Danska kronor,1.4661,1.4827,1.4744,2026-07-16
EUR/SEK,EUR,SEK,1,10.9544,11.0880,EUR,Euro,10.9544,11.0880,11.0212,2026-07-16
GBP/SEK,GBP,SEK,1,12.9104,13.0562,GBP,Pound sterling,12.9104,13.0562,12.9833,2026-07-16
HKD/SEK,HKD,SEK,1,1.21380,1.23830,HKD,Hong Kong dollar,1.21380,1.23830,1.22605,2026-07-16
HUF/SEK,HUF,SEK,1,0.030105,0.031133,HUF,Ungerska forint,0.030105,0.031133,0.030619,2026-07-16
ILS/SEK,ILS,SEK,1,3.1221,3.2813,ILS,Israelska new shekel,3.1221,3.2813,3.2017,2026-07-16
INR/SEK,INR,SEK,1,0.096441,0.103087,INR,Indiska rupees,0.096441,0.103087,0.099764,2026-07-16
JPY/SEK,JPY,SEK,1,0.0587540,0.0597810,JPY,Japanska yen,0.0587540,0.0597810,0.0592675,2026-07-16
NOK/SEK,NOK,SEK,1,0.98730,1.00200,NOK,Norska kronor,0.98730,1.00200,0.99465,2026-07-16
NZD/SEK,NZD,SEK,1,5.5800,5.6682,NZD,Nya Zeeländska dollar,5.5800,5.6682,5.6241,2026-07-16
PLN/SEK,PLN,SEK,1,2.51570,2.57740,PLN,Polska zloty,2.51570,2.57740,2.54655,2026-07-16
SGD/SEK,SGD,SEK,1,7.41560,7.49890,SGD,Singapore dollar,7.41560,7.49890,7.45725,2026-07-16
THB/SEK,THB,SEK,1,0.27972,0.29294,THB,Thailändska baht,0.27972,0.29294,0.28633,2026-07-16
TRY/SEK,TRY,SEK,1,0.186210,0.222320,TRY,Turkiska lira,0.186210,0.222320,0.204265,2026-07-16
USD/SEK,USD,SEK,1,9.5451,9.6785,USD,Amerikanska dollar,9.5451,9.6785,9.6118,2026-07-16
ZAR/SEK,ZAR,SEK,1,0.57741,0.59781,ZAR,Sydafrikanska rand,0.57741,0.59781,0.58761,2026-07-16
