pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
AED/SEK,AED,SEK,1,2.4734,2.566,2.566,2.4734,2026-05-29T22:44:29.487669Z,2026-05-29T22:44:29.487669Z
AUD/SEK,AUD,SEK,1,6.5366,6.7921,6.7921,6.5366,2026-05-29T22:44:29.394457Z,2026-05-29T22:44:29.394457Z
BDT/SEK,BDT,SEK,1,0.072656,0.078156,0.078156,0.072656,2026-05-29T22:44:29.392798Z,2026-05-29T22:44:29.392798Z
BHD/SEK,BHD,SEK,1,24.0938,24.9986,24.9986,24.0938,2026-05-29T22:44:29.385933Z,2026-05-29T22:44:29.385933Z
CAD/SEK,CAD,SEK,1,6.6059,6.8159,6.8159,6.6059,2026-05-29T22:44:29.250072Z,2026-05-29T22:44:29.250072Z
CHF/SEK,CHF,SEK,1,11.6428,12.0678,12.0678,11.6428,2026-05-29T22:44:28.969909Z,2026-05-29T22:44:28.969909Z
CNH/SEK,CNH,SEK,1,1.3426,1.3955,1.3955,1.3426,2026-05-29T22:44:28.097009Z,2026-05-29T22:44:28.097009Z
CNY/SEK,CNY,SEK,1,1.33383,1.40169,1.40169,1.33383,2026-05-29T22:44:28.950341Z,2026-05-29T22:44:28.950341Z
CZK/SEK,CZK,SEK,1,0.4366,0.45162,0.45162,0.4366,2026-05-29T22:44:29.258120Z,2026-05-29T22:44:29.258120Z
DKK/SEK,DKK,SEK,1,1.41867,1.46925,1.46925,1.41867,2026-05-29T22:44:29.285256Z,2026-05-29T22:44:29.285256Z
EGP/SEK,EGP,SEK,1,0.171,0.1835,0.1835,0.171,2026-05-29T22:44:28.969138Z,2026-05-29T22:44:28.969138Z
EUR/SEK,EUR,SEK,1,10.6069,10.975,10.975,10.6069,2026-05-29T22:07:28.653260Z,2026-05-29T22:07:28.653260Z
GBP/SEK,GBP,SEK,1,12.2241,12.6749,12.6749,12.2241,2026-05-29T22:44:29.487001Z,2026-05-29T22:44:29.487001Z
GIP/SEK,GIP,SEK,1,12.252798,12.653102,12.653102,12.252798,2026-05-29T22:44:29.417726Z,2026-05-29T22:44:29.417726Z
HKD/SEK,HKD,SEK,1,1.15921,1.20277,1.20277,1.15921,2026-05-29T22:44:29.293575Z,2026-05-29T22:44:29.293575Z
HUF/SEK,HUF,SEK,1,0.030001,0.031033,0.031033,0.030001,2026-05-29T22:44:29.455935Z,2026-05-29T22:44:29.455935Z
IDR/SEK,IDR,SEK,1,0.0005047,0.0005308,0.0005308,0.0005047,2026-05-29T22:44:29.490162Z,2026-05-29T22:44:29.490162Z
ILS/SEK,ILS,SEK,1,3.2132,3.3527,3.3527,3.2132,2026-05-29T22:44:29.483408Z,2026-05-29T22:44:29.483408Z
INR/SEK,INR,SEK,1,0.095,0.09983,0.09983,0.095,2026-05-29T22:44:29.386927Z,2026-05-29T22:44:29.386927Z
ISK/SEK,ISK,SEK,1,0.0731,0.0774,0.0774,0.0731,2026-05-29T22:44:29.182715Z,2026-05-29T22:44:29.182715Z
JPY/SEK,JPY,SEK,1,0.057258,0.058952,0.058952,0.057258,2026-05-29T22:44:28.907933Z,2026-05-29T22:44:28.907933Z
KES/SEK,KES,SEK,1,0.0696,0.0733,0.0733,0.0696,2026-05-29T22:44:29.125619Z,2026-05-29T22:44:29.125619Z
KRW/SEK,KRW,SEK,1,0.006011,0.006292,0.006292,0.006011,2026-05-29T22:44:29.128721Z,2026-05-29T22:44:29.128721Z
KWD/SEK,KWD,SEK,1,29.3391,30.4603,30.4603,29.3391,2026-05-29T22:44:29.459197Z,2026-05-29T22:44:29.459197Z
KZT/SEK,KZT,SEK,1,0.018545,0.019551,0.019551,0.018545,2026-05-29T22:44:29.254289Z,2026-05-29T22:44:29.254289Z
LKR/SEK,LKR,SEK,1,0.027059,0.029022,0.029022,0.027059,2026-05-29T22:44:29.421093Z,2026-05-29T22:44:29.421093Z
MAD/SEK,MAD,SEK,1,0.9832,1.0344,1.0344,0.9832,2026-05-29T22:44:29.389422Z,2026-05-29T22:44:29.389422Z
MXN/SEK,MXN,SEK,1,0.52028,0.55017,0.55017,0.52028,2026-05-29T22:44:29.354082Z,2026-05-29T22:44:29.354082Z
MYR/SEK,MYR,SEK,1,2.2976,2.3705,2.3705,2.2976,2026-05-29T22:44:28.949548Z,2026-05-29T22:44:28.949548Z
NOK/SEK,NOK,SEK,1,0.98299,1.0248,1.0248,0.98299,2026-05-29T22:44:29.386286Z,2026-05-29T22:44:29.386286Z
NZD/SEK,NZD,SEK,1,5.3414,5.73,5.73,5.3414,2026-05-29T22:44:29.390612Z,2026-05-29T22:44:29.390612Z
PEN/SEK,PEN,SEK,1,2.642917,2.779244,2.779244,2.642917,2026-05-29T22:44:29.088703Z,2026-05-29T22:44:29.088703Z
PHP/SEK,PHP,SEK,1,0.1465,0.154,0.154,0.1465,2026-05-29T22:44:29.189262Z,2026-05-29T22:44:29.189262Z
PKR/SEK,PKR,SEK,1,0.032,0.0344,0.0344,0.032,2026-05-29T22:44:28.958744Z,2026-05-29T22:44:28.958744Z
PLN/SEK,PLN,SEK,1,2.48485,2.61701,2.61701,2.48485,2026-05-29T22:44:29.390065Z,2026-05-29T22:44:29.390065Z
QAR/SEK,QAR,SEK,1,2.4756,2.6018,2.6018,2.4756,2026-05-29T22:44:29.250181Z,2026-05-29T22:44:29.250181Z
RON/SEK,RON,SEK,1,2.0077,2.1018,2.1018,2.0077,2026-05-29T22:44:29.424354Z,2026-05-29T22:44:29.424354Z
RSD/SEK,RSD,SEK,1,0.089245,0.094463,0.094463,0.089245,2026-05-29T22:44:29.452140Z,2026-05-29T22:44:29.452140Z
SAR/SEK,SAR,SEK,1,2.4188,2.5117,2.5117,2.4188,2026-05-29T22:44:29.491145Z,2026-05-29T22:44:29.491145Z
SGD/SEK,SGD,SEK,1,7.1224,7.3721,7.3721,7.1224,2026-05-29T22:44:29.393794Z,2026-05-29T22:44:29.393794Z
THB/SEK,THB,SEK,1,0.27785,0.29056,0.29056,0.27785,2026-05-29T22:44:29.289401Z,2026-05-29T22:44:29.289401Z
TND/SEK,TND,SEK,1,3.1097,3.2791,3.2791,3.1097,2026-05-29T22:44:29.186147Z,2026-05-29T22:44:29.186147Z
TRY/SEK,TRY,SEK,1,0.196,0.2074,0.2074,0.196,2026-05-29T22:44:29.085312Z,2026-05-29T22:44:29.085312Z
USD/SEK,USD,SEK,1,9.1205,9.3886,9.3886,9.1205,2026-05-29T22:44:29.122241Z,2026-05-29T22:44:29.122241Z
ZAR/SEK,ZAR,SEK,1,0.55852,0.58147,0.58147,0.55852,2026-05-29T22:44:29.483587Z,2026-05-29T22:44:29.483587Z
