pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
AED/SEK,AED,SEK,1,2.572,2.6426,2.6426,2.572,2026-06-19T11:35:35.999811Z,2026-06-19T11:35:35.999811Z
AUD/SEK,AUD,SEK,1,6.6488,6.7806,6.7806,6.6488,2026-06-19T11:35:35.969313Z,2026-06-19T11:35:35.969313Z
BDT/SEK,BDT,SEK,1,0.075359,0.080386,0.080386,0.075359,2026-06-19T11:35:35.963957Z,2026-06-19T11:35:35.963957Z
BHD/SEK,BHD,SEK,1,25.0535,25.7484,25.7484,25.0535,2026-06-19T11:35:35.996504Z,2026-06-19T11:35:35.996504Z
CAD/SEK,CAD,SEK,1,6.7019,6.8346,6.8346,6.7019,2026-06-19T11:35:35.998283Z,2026-06-19T11:35:35.998283Z
CHF/SEK,CHF,SEK,1,11.7575,11.9906,11.9906,11.7575,2026-06-19T11:35:35.965690Z,2026-06-19T11:35:35.965690Z
CNH/SEK,CNH,SEK,1,1.3913,1.4296,1.4296,1.3913,2026-06-19T11:35:36.009960Z,2026-06-19T11:35:36.009960Z
CNY/SEK,CNY,SEK,1,1.38642,1.44346,1.44346,1.38642,2026-06-19T11:35:35.984278Z,2026-06-19T11:35:35.984278Z
CZK/SEK,CZK,SEK,1,0.44865,0.45771,0.45771,0.44865,2026-06-19T11:35:35.963193Z,2026-06-19T11:35:35.963193Z
DKK/SEK,DKK,SEK,1,1.45432,1.48318,1.48318,1.45432,2026-06-19T11:35:35.990366Z,2026-06-19T11:35:35.990366Z
EGP/SEK,EGP,SEK,1,0.1859,0.1977,0.1977,0.1859,2026-06-19T11:35:35.970124Z,2026-06-19T11:35:35.970124Z
EUR/SEK,EUR,SEK,1,10.8669,11.0823,11.0823,10.8669,2026-06-19T10:19:56.099420Z,2026-06-19T10:19:56.099420Z
GBP/SEK,GBP,SEK,1,12.5469,12.7955,12.7955,12.5469,2026-06-19T11:35:36.006610Z,2026-06-19T11:35:36.006610Z
GIP/SEK,GIP,SEK,1,12.539821,12.802934,12.802934,12.539821,2026-06-19T11:35:36.046384Z,2026-06-19T11:35:36.046384Z
HKD/SEK,HKD,SEK,1,1.20516,1.23826,1.23826,1.20516,2026-06-19T11:35:35.962284Z,2026-06-19T11:35:35.962284Z
