country,currency_name,currency,sell_rate,buy_rate,updated
Australien,Australiensisk dollar,AUD,6.7125,6.857,2026-07-24
Danmark,Dansk krona,DKK,1.4635,1.4931,2026-07-24
Euro,Euro,EUR,10.9415,11.1623,2026-07-24
Hong Kong,Hongkong dollar,HKD,1.2197,1.259,2026-07-24
Indien,Indisk rupie,INR,0.0978,0.1035,2026-07-24
Japan,Japanskt yen,JPY,0.0587,0.0599,2026-07-24
Kanada,Kanadensisk dollar,CAD,6.8241,6.9695,2026-07-24
Kina,Kinesisk yuan,CNY,1.4114,1.4589,2026-07-24
Mexiko,Mexikansk peso,MXN,0.5471,0.5654,2026-07-24
Norge,Norsk krona,NOK,1.0022,1.0281,2026-07-24
Nya Zeeland,Nyzeeländsk dollar,NZD,5.5546,5.6901,2026-07-24
Polen,Polsk zloty,PLN,2.5301,2.5885,2026-07-24
Schweiz,Schweizisk franc,CHF,11.7504,12.0011,2026-07-24
Singapore,Singaporiansk dollar,SGD,7.4499,7.6128,2026-07-24
Storbritannien,Brittiskt pund,GBP,12.8151,13.0946,2026-07-24
Sydafrika,Sydafrikansk rand,ZAR,0.5674,0.5867,2026-07-24
Thailand,Thailänsk bath,THB,0.2838,0.294,2026-07-24
Tjeckien,Tjeckisk krona,CZK,0.4528,0.4633,2026-07-24
Turkiet,Turkisk lira,TRY,0.2015,0.2089,2026-07-24
Ungern,Ungersk forint,HUF,0.03,0.0312,2026-07-24
USA,Amerikansk dollar,USD,9.6206,9.8185,2026-07-24
