country,currency_name,currency,sell_rate,buy_rate,updated
Australien,Australiensisk dollar,AUD,6.7518,6.8518,2026-07-24
Danmark,Dansk krona,DKK,1.4714,1.493,2026-07-24
Euro,Euro,EUR,10.9989,11.1611,2026-07-24
Hong Kong,Hongkong dollar,HKD,1.2256,1.2568,2026-07-24
Indien,Indisk rupie,INR,0.0983,0.1034,2026-07-24
Japan,Japanskt yen,JPY,0.059,0.0599,2026-07-24
Kanada,Kanadensisk dollar,CAD,6.863,6.9646,2026-07-24
Kina,Kinesisk yuan,CNY,1.4175,1.4563,2026-07-24
Mexiko,Mexikansk peso,MXN,0.5495,0.5638,2026-07-24
Norge,Norsk krona,NOK,1.0059,1.0208,2026-07-24
Nya Zeeland,Nyzeeländsk dollar,NZD,5.5899,5.6734,2026-07-24
Polen,Polsk zloty,PLN,2.5423,2.5806,2026-07-24
Schweiz,Schweizisk franc,CHF,11.8334,12.0085,2026-07-24
Singapore,Singaporiansk dollar,SGD,7.4834,7.5943,2026-07-24
Storbritannien,Brittiskt pund,GBP,12.8705,13.0612,2026-07-24
Sydafrika,Sydafrikansk rand,ZAR,0.5687,0.5834,2026-07-24
Thailand,Thailänsk bath,THB,0.285,0.2927,2026-07-24
Tjeckien,Tjeckisk krona,CZK,0.4553,0.4621,2026-07-24
Turkiet,Turkisk lira,TRY,0.2027,0.2081,2026-07-24
Ungern,Ungersk forint,HUF,0.0302,0.0309,2026-07-24
USA,Amerikansk dollar,USD,9.6624,9.8053,2026-07-24
