country,currency_name,currency,sell_rate,buy_rate,updated
Australien,Australiensisk dollar,AUD,6.7114,6.811,2026-07-15
Danmark,Dansk krona,DKK,1.4678,1.4895,2026-07-15
Euro,Euro,EUR,10.9724,11.1346,2026-07-15
Hong Kong,Hongkong dollar,HKD,1.2187,1.2498,2026-07-15
Indien,Indisk rupie,INR,0.0979,0.1031,2026-07-15
Japan,Japanskt yen,JPY,0.0592,0.0601,2026-07-15
Kanada,Kanadensisk dollar,CAD,6.8333,6.9348,2026-07-15
Kina,Kinesisk yuan,CNY,1.4092,1.4482,2026-07-15
Mexiko,Mexikansk peso,MXN,0.5486,0.5626,2026-07-15
Norge,Norsk krona,NOK,0.9868,1.0016,2026-07-15
Nya Zeeland,Nyzeeländsk dollar,NZD,5.5891,5.6729,2026-07-15
Polen,Polsk zloty,PLN,2.5352,2.5735,2026-07-15
Schweiz,Schweizisk franc,CHF,11.856,12.0317,2026-07-15
Singapore,Singaporiansk dollar,SGD,7.4365,7.5471,2026-07-15
Storbritannien,Brittiskt pund,GBP,12.8661,13.0573,2026-07-15
Sydafrika,Sydafrikansk rand,ZAR,0.5836,0.5987,2026-07-15
Thailand,Thailänsk bath,THB,0.2841,0.2918,2026-07-15
Tjeckien,Tjeckisk krona,CZK,0.4529,0.4598,2026-07-15
Turkiet,Turkisk lira,TRY,0.2029,0.2083,2026-07-15
Ungern,Ungersk forint,HUF,0.0304,0.0312,2026-07-15
USA,Amerikansk dollar,USD,9.6039,9.7462,2026-07-15
