pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
AED/SEK,AED,SEK,1,2.5949,2.6662,2.6662,2.5949,2026-07-20T10:02:21.118076Z,2026-07-20T10:02:21.118076Z
AUD/SEK,AUD,SEK,1,6.6957,6.8284,6.8284,6.6957,2026-07-20T10:02:21.104843Z,2026-07-20T10:02:21.104843Z
BDT/SEK,BDT,SEK,1,0.075724,0.080905,0.080905,0.075724,2026-07-20T10:02:21.104566Z,2026-07-20T10:02:21.104566Z
BHD/SEK,BHD,SEK,1,25.2729,25.979,25.979,25.2729,2026-07-20T10:02:21.117215Z,2026-07-20T10:02:21.117215Z
CAD/SEK,CAD,SEK,1,6.8195,6.9546,6.9546,6.8195,2026-07-20T10:02:21.117166Z,2026-07-20T10:02:21.117166Z
CHF/SEK,CHF,SEK,1,11.8399,12.0746,12.0746,11.8399,2026-07-20T10:02:21.102899Z,2026-07-20T10:02:21.102899Z
CNH/SEK,CNH,SEK,1,1.4077,1.4464,1.4464,1.4077,2026-07-20T10:02:21.132946Z,2026-07-20T10:02:21.132946Z
CNY/SEK,CNY,SEK,1,1.39822,1.4565,1.4565,1.39822,2026-07-20T10:02:21.118058Z,2026-07-20T10:02:21.118058Z
CZK/SEK,CZK,SEK,1,0.45189,0.46101,0.46101,0.45189,2026-07-20T10:02:21.103976Z,2026-07-20T10:02:21.103976Z
DKK/SEK,DKK,SEK,1,1.46288,1.49189,1.49189,1.46288,2026-07-20T10:02:21.119222Z,2026-07-20T10:02:21.119222Z
EGP/SEK,EGP,SEK,1,0.1833,0.1949,0.1949,0.1833,2026-07-20T10:02:21.105444Z,2026-07-20T10:02:21.105444Z
EUR/SEK,EUR,SEK,1,10.9359,11.1527,11.1527,10.9359,2026-07-20T10:02:21.133573Z,2026-07-20T10:02:21.133573Z
GBP/SEK,GBP,SEK,1,12.8788,13.1338,13.1338,12.8788,2026-07-20T10:02:21.118946Z,2026-07-20T10:02:21.118946Z
GIP/SEK,GIP,SEK,1,12.871673,13.141545,13.141545,12.871673,2026-07-20T10:02:21.161426Z,2026-07-20T10:02:21.161426Z
