pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
AED/SEK,AED,SEK,1,2.5905,2.6616,2.6616,2.5905,2026-07-30T09:02:36.509168Z,2026-07-30T09:02:36.509168Z
AUD/SEK,AUD,SEK,1,6.6484,6.7801,6.7801,6.6484,2026-07-30T09:02:36.478703Z,2026-07-30T09:02:36.478703Z
BDT/SEK,BDT,SEK,1,0.075574,0.080876,0.080876,0.075574,2026-07-30T09:02:36.485469Z,2026-07-30T09:02:36.485469Z
BHD/SEK,BHD,SEK,1,25.2315,25.9309,25.9309,25.2315,2026-07-30T09:02:36.492006Z,2026-07-30T09:02:36.492006Z
CAD/SEK,CAD,SEK,1,6.7951,6.9297,6.9297,6.7951,2026-07-30T09:02:36.505187Z,2026-07-30T09:02:36.505187Z
CHF/SEK,CHF,SEK,1,11.7048,11.9367,11.9367,11.7048,2026-07-30T09:02:36.469821Z,2026-07-30T09:02:36.469821Z
CNH/SEK,CNH,SEK,1,1.4083,1.4469,1.4469,1.4083,2026-07-30T09:02:36.538932Z,2026-07-30T09:02:36.538932Z
CNY/SEK,CNY,SEK,1,1.39832,1.45619,1.45619,1.39832,2026-07-30T09:02:36.515362Z,2026-07-30T09:02:36.515362Z
CZK/SEK,CZK,SEK,1,0.45245,0.46159,0.46159,0.45245,2026-07-30T09:02:36.471559Z,2026-07-30T09:02:36.471559Z
DKK/SEK,DKK,SEK,1,1.46335,1.49237,1.49237,1.46335,2026-07-30T09:02:36.507281Z,2026-07-30T09:02:36.507281Z
EGP/SEK,EGP,SEK,1,0.1828,0.1945,0.1945,0.1828,2026-07-30T09:02:36.484543Z,2026-07-30T09:02:36.484543Z
EUR/SEK,EUR,SEK,1,10.952,11.1694,11.1694,10.952,2026-07-30T08:04:51.808021Z,2026-07-30T08:04:51.808021Z
GBP/SEK,GBP,SEK,1,12.7604,13.013,13.013,12.7604,2026-07-30T09:02:36.516937Z,2026-07-30T09:02:36.516937Z
GIP/SEK,GIP,SEK,1,12.75308,13.020487,13.020487,12.75308,2026-07-30T09:02:36.559946Z,2026-07-30T09:02:36.559946Z
HKD/SEK,HKD,SEK,1,1.21287,1.24616,1.24616,1.21287,2026-07-30T09:02:36.485521Z,2026-07-30T09:02:36.485521Z
HUF/SEK,HUF,SEK,1,0.030217,0.03083,0.03083,0.030217,2026-07-30T09:02:36.486249Z,2026-07-30T09:02:36.486249Z
