country,pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,buy_rate,sell_rate,date
Australien,AUD/SEK,AUD,SEK,1,6.6995,6.7795,6.6995,6.7795,17/7
Danmark,DKK/SEK,DKK,SEK,1,1.46976,1.48576,1.46976,1.48576,17/7
Euro,EUR/SEK,EUR,SEK,1,10.977,11.117,10.977,11.117,17/7
Hongkong,HKD/SEK,HKD,SEK,1,1.2186,1.2448,1.2186,1.2448,17/7
Indien,INR/SEK,INR,SEK,1,0.097147,0.103347,0.097147,0.103347,17/7
Indonesien,IDR/SEK,IDR,SEK,1,0.000525,0.000559,0.000525,0.000559,17/7
Island,ISK/SEK,ISK,SEK,1,0.076972,0.077312,0.076972,0.077312,17/7
Japan,JPY/SEK,JPY,SEK,1,0.059003,0.059943,0.059003,0.059943,17/7
Kanada,CAD/SEK,CAD,SEK,1,6.838,6.9241,6.838,6.9241,17/7
Kina,CNY/SEK,CNY,SEK,1,1.4149,1.4349,1.4149,1.4349,17/7
Malaysia,MYR/SEK,MYR,SEK,1,2.350596,2.380596,2.350596,2.380596,17/7
Marocko,MAD/SEK,MAD,SEK,1,1.0176,1.0522,1.0176,1.0522,17/7
Mexiko,MXN/SEK,MXN,SEK,1,0.5461,0.5602,0.5461,0.5602,17/7
Norge,NOK/SEK,NOK,SEK,1,0.99127,1.00427,0.99127,1.00427,17/7
Nya Zeeland,NZD/SEK,NZD,SEK,1,5.5957,5.6778,5.5957,5.6778,17/7
Polen,PLN/SEK,PLN,SEK,1,2.526,2.566,2.526,2.566,17/7
Ryssland,RUB/SEK,RUB,SEK,1,0.120115,0.124495,0.120115,0.124495,17/7
Saudiarabien,SAR/SEK,SAR,SEK,1,2.5392,2.6035,2.5392,2.6035,17/7
Schweiz,CHF/SEK,CHF,SEK,1,11.9049,12.0169,11.9049,12.0169,17/7
Singapore,SGD/SEK,SGD,SEK,1,7.4471,7.5185,7.4471,7.5185,17/7
Storbritannien,GBP/SEK,GBP,SEK,1,12.9211,13.0612,12.9211,13.0612,17/7
Sydafrika,ZAR/SEK,ZAR,SEK,1,0.5771,0.5952,0.5771,0.5952,17/7
Sydkorea,KRW/SEK,KRW,SEK,1,0.006452,0.006624,0.006452,0.006624,17/7
Thailand,THB/SEK,THB,SEK,1,0.2844,0.2902,0.2844,0.2902,17/7
Tjeckien,CZK/SEK,CZK,SEK,1,0.45323,0.45983,0.45323,0.45983,17/7
Turkiet,TRY/SEK,TRY,SEK,1,0.1702,0.239,0.1702,0.239,17/7
Ungern,HUF/SEK,HUF,SEK,1,0.030096,0.030857,0.030096,0.030857,17/7
USA,USD/SEK,USD,SEK,1,9.5894,9.7245,9.5894,9.7245,17/7
