pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
AED/SEK,AED,SEK,1,2.5032,2.5723,2.5723,2.5032,2026-06-01T16:35:36.070771Z,2026-06-01T16:35:36.070771Z
AUD/SEK,AUD,SEK,1,6.6013,6.7326,6.7326,6.6013,2026-06-01T16:35:36.068631Z,2026-06-01T16:35:36.068631Z
BDT/SEK,BDT,SEK,1,0.073522,0.078382,0.078382,0.073522,2026-06-01T16:35:36.056003Z,2026-06-01T16:35:36.056003Z
BHD/SEK,BHD,SEK,1,24.3851,25.0643,25.0643,24.3851,2026-06-01T16:35:36.068606Z,2026-06-01T16:35:36.068606Z
CAD/SEK,CAD,SEK,1,6.6709,6.8035,6.8035,6.6709,2026-06-01T16:35:36.082491Z,2026-06-01T16:35:36.082491Z
CHF/SEK,CHF,SEK,1,11.7248,11.9581,11.9581,11.7248,2026-06-01T16:35:36.058448Z,2026-06-01T16:35:36.058448Z
CNH/SEK,CNH,SEK,1,1.3588,1.3963,1.3963,1.3588,2026-06-01T16:35:36.071609Z,2026-06-01T16:35:36.071609Z
CNY/SEK,CNY,SEK,1,1.34921,1.4053,1.4053,1.34921,2026-06-01T16:35:36.090139Z,2026-06-01T16:35:36.090139Z
CZK/SEK,CZK,SEK,1,0.44185,0.4508,0.4508,0.44185,2026-06-01T16:35:36.069187Z,2026-06-01T16:35:36.069187Z
DKK/SEK,DKK,SEK,1,1.43541,1.46404,1.46404,1.43541,2026-06-01T16:35:36.065752Z,2026-06-01T16:35:36.065752Z
EGP/SEK,EGP,SEK,1,0.1738,0.1849,0.1849,0.1738,2026-06-01T16:35:36.081286Z,2026-06-01T16:35:36.081286Z
EUR/SEK,EUR,SEK,1,10.7191,10.9326,10.9326,10.7191,2026-06-01T16:04:08.687519Z,2026-06-01T16:04:08.687519Z
GBP/SEK,GBP,SEK,1,12.4161,12.6629,12.6629,12.4161,2026-06-01T16:35:36.066421Z,2026-06-01T16:35:36.066421Z
GIP/SEK,GIP,SEK,1,12.409127,12.670274,12.670274,12.409127,2026-06-01T16:35:36.112834Z,2026-06-01T16:35:36.112834Z
HKD/SEK,HKD,SEK,1,1.17312,1.20543,1.20543,1.17312,2026-06-01T16:35:36.057333Z,2026-06-01T16:35:36.057333Z
HUF/SEK,HUF,SEK,1,0.030089,0.030713,0.030713,0.030089,2026-06-01T16:35:36.085613Z,2026-06-01T16:35:36.085613Z
IDR/SEK,IDR,SEK,1,0.0005108,0.0005322,0.0005322,0.0005108,2026-06-01T16:35:36.071186Z,2026-06-01T16:35:36.071186Z
ILS/SEK,ILS,SEK,1,3.2542,3.3472,3.3472,3.2542,2026-06-01T16:35:36.053533Z,2026-06-01T16:35:36.053533Z
INR/SEK,INR,SEK,1,0.09615,0.1001,0.1001,0.09615,2026-06-01T16:35:36.090594Z,2026-06-01T16:35:36.090594Z
ISK/SEK,ISK,SEK,1,0.0739,0.077,0.077,0.0739,2026-06-01T16:35:36.054770Z,2026-06-01T16:35:36.054770Z
JPY/SEK,JPY,SEK,1,0.057805,0.058953,0.058953,0.057805,2026-06-01T16:35:36.080301Z,2026-06-01T16:35:36.080301Z
KES/SEK,KES,SEK,1,0.0704,0.0736,0.0736,0.0704,2026-06-01T16:35:36.054879Z,2026-06-01T16:35:36.054879Z
KRW/SEK,KRW,SEK,1,0.006041,0.006266,0.006266,0.006041,2026-06-01T16:35:36.090257Z,2026-06-01T16:35:36.090257Z
KWD/SEK,KWD,SEK,1,29.6943,30.555,30.555,29.6943,2026-06-01T16:35:36.095782Z,2026-06-01T16:35:36.095782Z
KZT/SEK,KZT,SEK,1,0.018575,0.019419,0.019419,0.018575,2026-06-01T16:35:36.092620Z,2026-06-01T16:35:36.092620Z
LKR/SEK,LKR,SEK,1,0.027393,0.029123,0.029123,0.027393,2026-06-01T16:35:36.070422Z,2026-06-01T16:35:36.070422Z
MAD/SEK,MAD,SEK,1,0.9929,1.0346,1.0346,0.9929,2026-06-01T16:35:36.077953Z,2026-06-01T16:35:36.077953Z
MXN/SEK,MXN,SEK,1,0.5289,0.5435,0.5435,0.5289,2026-06-01T16:35:36.076250Z,2026-06-01T16:35:36.076250Z
MYR/SEK,MYR,SEK,1,2.3249,2.3767,2.3767,2.3249,2026-06-01T16:35:36.089473Z,2026-06-01T16:35:36.089473Z
NOK/SEK,NOK,SEK,1,0.99342,1.01324,1.01324,0.99342,2026-06-01T16:35:36.090896Z,2026-06-01T16:35:36.090896Z
NZD/SEK,NZD,SEK,1,5.4714,5.5805,5.5805,5.4714,2026-06-01T16:35:36.077635Z,2026-06-01T16:35:36.077635Z
PEN/SEK,PEN,SEK,1,2.673571,2.78532,2.78532,2.673571,2026-06-01T16:35:36.108191Z,2026-06-01T16:35:36.108191Z
PHP/SEK,PHP,SEK,1,0.1479,0.1541,0.1541,0.1479,2026-06-01T16:35:36.055045Z,2026-06-01T16:35:36.055045Z
PKR/SEK,PKR,SEK,1,0.0324,0.0345,0.0345,0.0324,2026-06-01T16:35:36.083421Z,2026-06-01T16:35:36.083421Z
PLN/SEK,PLN,SEK,1,2.53199,2.58298,2.58298,2.53199,2026-06-01T16:35:36.055593Z,2026-06-01T16:35:36.055593Z
QAR/SEK,QAR,SEK,1,2.5056,2.6089,2.6089,2.5056,2026-06-01T16:35:36.110940Z,2026-06-01T16:35:36.110940Z
RON/SEK,RON,SEK,1,2.0416,2.0851,2.0851,2.0416,2026-06-01T16:35:36.081801Z,2026-06-01T16:35:36.081801Z
RSD/SEK,RSD,SEK,1,0.090356,0.094202,0.094202,0.090356,2026-06-01T16:35:36.071645Z,2026-06-01T16:35:36.071645Z
SAR/SEK,SAR,SEK,1,2.4499,2.5182,2.5182,2.4499,2026-06-01T16:35:36.081598Z,2026-06-01T16:35:36.081598Z
SGD/SEK,SGD,SEK,1,7.2154,7.3589,7.3589,7.2154,2026-06-01T16:35:36.069553Z,2026-06-01T16:35:36.069553Z
THB/SEK,THB,SEK,1,0.28169,0.28949,0.28949,0.28169,2026-06-01T16:35:36.080637Z,2026-06-01T16:35:36.080637Z
TND/SEK,TND,SEK,1,3.1359,3.2759,3.2759,3.1359,2026-06-01T16:35:36.082166Z,2026-06-01T16:35:36.082166Z
TRY/SEK,TRY,SEK,1,0.1988,0.207,0.207,0.1988,2026-06-01T16:35:36.089801Z,2026-06-01T16:35:36.089801Z
USD/SEK,USD,SEK,1,9.2299,9.4131,9.4131,9.2299,2026-06-01T16:35:36.080935Z,2026-06-01T16:35:36.080935Z
ZAR/SEK,ZAR,SEK,1,0.56425,0.57616,0.57616,0.56425,2026-06-01T16:35:36.065672Z,2026-06-01T16:35:36.065672Z
