country,currency_name,currency,sell_rate,buy_rate,updated
Australien,Australiensisk dollar,AUD,6.6133,6.7681,2026-07-03
Danmark,Dansk krona,DKK,1.4613,1.4909,2026-07-03
Euro,Euro,EUR,10.9223,11.1429,2026-07-03
Hong Kong,Hongkong dollar,HKD,1.2104,1.2492,2026-07-03
Indien,Indisk rupie,INR,0.0982,0.1044,2026-07-03
Japan,Japanskt yen,JPY,0.0591,0.0604,2026-07-03
Kanada,Kanadensisk dollar,CAD,6.7174,6.8683,2026-07-03
Kina,Kinesisk yuan,CNY,1.3989,1.4465,2026-07-03
Mexiko,Mexikansk peso,MXN,0.543,0.5614,2026-07-03
Norge,Norsk krona,NOK,0.9681,0.993,2026-07-03
Nya Zeeland,Nyzeeländsk dollar,NZD,5.4441,5.5733,2026-07-03
Polen,Polsk zloty,PLN,2.5421,2.598,2026-07-03
Schweiz,Schweizisk franc,CHF,11.8578,12.1455,2026-07-03
Singapore,Singaporiansk dollar,SGD,7.3865,7.5452,2026-07-03
Storbritannien,Brittiskt pund,GBP,12.7317,13.0333,2026-07-03
Sydafrika,Sydafrikansk rand,ZAR,0.5836,0.6038,2026-07-03
Thailand,Thailänsk bath,THB,0.2859,0.2957,2026-07-03
Tjeckien,Tjeckisk krona,CZK,0.4511,0.4612,2026-07-03
Turkiet,Turkisk lira,TRY,0.2023,0.2097,2026-07-03
Ungern,Ungersk forint,HUF,0.0307,0.0318,2026-07-03
USA,Amerikansk dollar,USD,9.5461,9.746,2026-07-03
