pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
AED/SEK,AED,SEK,1,2.6097,2.6819,2.6819,2.6097,2026-07-08T09:20:25.540771Z,2026-07-08T09:20:25.540771Z
AUD/SEK,AUD,SEK,1,6.6529,6.7859,6.7859,6.6529,2026-07-08T09:20:25.512342Z,2026-07-08T09:20:25.512342Z
BDT/SEK,BDT,SEK,1,0.076211,0.08147,0.08147,0.076211,2026-07-08T09:20:25.506217Z,2026-07-08T09:20:25.506217Z
BHD/SEK,BHD,SEK,1,25.4164,26.1278,26.1278,25.4164,2026-07-08T09:20:25.545848Z,2026-07-08T09:20:25.545848Z
CAD/SEK,CAD,SEK,1,6.7927,6.9285,6.9285,6.7927,2026-07-08T09:20:25.541039Z,2026-07-08T09:20:25.541039Z
CHF/SEK,CHF,SEK,1,11.9106,12.1487,12.1487,11.9106,2026-07-08T09:20:25.506470Z,2026-07-08T09:20:25.506470Z
CNH/SEK,CNH,SEK,1,1.4087,1.4476,1.4476,1.4087,2026-07-08T09:20:25.565754Z,2026-07-08T09:20:25.565754Z
CNY/SEK,CNY,SEK,1,1.39997,1.4582,1.4582,1.39997,2026-07-08T09:20:25.545114Z,2026-07-08T09:20:25.545114Z
CZK/SEK,CZK,SEK,1,0.45199,0.4612,0.4612,0.45199,2026-07-08T09:20:25.507596Z,2026-07-08T09:20:25.507596Z
DKK/SEK,DKK,SEK,1,1.46854,1.49768,1.49768,1.46854,2026-07-08T09:20:25.540267Z,2026-07-08T09:20:25.540267Z
EGP/SEK,EGP,SEK,1,0.1898,0.202,0.202,0.1898,2026-07-08T09:20:25.527263Z,2026-07-08T09:20:25.527263Z
EUR/SEK,EUR,SEK,1,10.9487,11.166,11.166,10.9487,2026-07-08T08:06:16.943752Z,2026-07-08T08:06:16.943752Z
GBP/SEK,GBP,SEK,1,12.8303,13.0867,13.0867,12.8303,2026-07-08T09:20:25.530475Z,2026-07-08T09:20:25.530475Z
GIP/SEK,GIP,SEK,1,12.823423,13.094604,13.094604,12.823423,2026-07-08T09:20:25.579473Z,2026-07-08T09:20:25.579473Z
HKD/SEK,HKD,SEK,1,1.22243,1.25622,1.25622,1.22243,2026-07-08T09:20:25.513023Z,2026-07-08T09:20:25.513023Z
HUF/SEK,HUF,SEK,1,0.030572,0.031203,0.031203,0.030572,2026-07-08T09:20:25.518488Z,2026-07-08T09:20:25.518488Z
IDR/SEK,IDR,SEK,1,0.0005288,0.0005511,0.0005511,0.0005288,2026-07-08T09:20:25.578561Z,2026-07-08T09:20:25.578561Z
ILS/SEK,ILS,SEK,1,3.1371,3.2252,3.2252,3.1371,2026-07-08T09:20:25.513117Z,2026-07-08T09:20:25.513117Z
INR/SEK,INR,SEK,1,0.0996,0.1037,0.1037,0.0996,2026-07-08T09:20:25.561434Z,2026-07-08T09:20:25.561434Z
ISK/SEK,ISK,SEK,1,0.0756,0.0788,0.0788,0.0756,2026-07-08T09:20:25.508385Z,2026-07-08T09:20:25.508385Z
JPY/SEK,JPY,SEK,1,0.059216,0.060399,0.060399,0.059216,2026-07-08T09:20:25.541750Z,2026-07-08T09:20:25.541750Z
KES/SEK,KES,SEK,1,0.0736,0.0768,0.0768,0.0736,2026-07-08T09:20:25.518097Z,2026-07-08T09:20:25.518097Z
KRW/SEK,KRW,SEK,1,0.00631,0.006544,0.006544,0.00631,2026-07-08T09:20:25.553247Z,2026-07-08T09:20:25.553247Z
KWD/SEK,KWD,SEK,1,30.8859,31.7927,31.7927,30.8859,2026-07-08T09:20:25.568444Z,2026-07-08T09:20:25.568444Z
KZT/SEK,KZT,SEK,1,0.02034,0.021191,0.021191,0.02034,2026-07-08T09:20:25.585087Z,2026-07-08T09:20:25.585087Z
LKR/SEK,LKR,SEK,1,0.028136,0.029902,0.029902,0.028136,2026-07-08T09:20:25.514014Z,2026-07-08T09:20:25.514014Z
MAD/SEK,MAD,SEK,1,1.0161,1.0585,1.0585,1.0161,2026-07-08T09:20:25.566937Z,2026-07-08T09:20:25.566937Z
MXN/SEK,MXN,SEK,1,0.54445,0.55953,0.55953,0.54445,2026-07-08T09:20:25.577526Z,2026-07-08T09:20:25.577526Z
MYR/SEK,MYR,SEK,1,2.3571,2.4097,2.4097,2.3571,2026-07-08T09:20:25.539510Z,2026-07-08T09:20:25.539510Z
NOK/SEK,NOK,SEK,1,0.98398,1.0037,1.0037,0.98398,2026-07-08T09:20:25.567956Z,2026-07-08T09:20:25.567956Z
NZD/SEK,NZD,SEK,1,5.4759,5.5856,5.5856,5.4759,2026-07-08T09:20:25.586500Z,2026-07-08T09:20:25.586500Z
PEN/SEK,PEN,SEK,1,2.797743,2.917028,2.917028,2.797743,2026-07-08T09:20:25.516642Z,2026-07-08T09:20:25.516642Z
PHP/SEK,PHP,SEK,1,0.1548,0.1612,0.1612,0.1548,2026-07-08T09:20:25.511242Z,2026-07-08T09:20:25.511242Z
PKR/SEK,PKR,SEK,1,0.0338,0.036,0.036,0.0338,2026-07-08T09:20:25.569326Z,2026-07-08T09:20:25.569326Z
PLN/SEK,PLN,SEK,1,2.54483,2.59549,2.59549,2.54483,2026-07-08T09:20:25.517372Z,2026-07-08T09:20:25.517372Z
QAR/SEK,QAR,SEK,1,2.6115,2.7193,2.7193,2.6115,2026-07-08T09:20:25.547046Z,2026-07-08T09:20:25.547046Z
RON/SEK,RON,SEK,1,2.0963,2.1387,2.1387,2.0963,2026-07-08T09:20:25.536009Z,2026-07-08T09:20:25.536009Z
RSD/SEK,RSD,SEK,1,0.092492,0.09648,0.09648,0.092492,2026-07-08T09:20:25.584149Z,2026-07-08T09:20:25.584149Z
