pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
ILS/SEK,ILS,SEK,1,3.0786,3.1647,3.1647,3.0786,2026-08-03T10:10:34.857050Z,2026-08-03T10:10:34.857050Z
INR/SEK,INR,SEK,1,0.09809,0.10211,0.10211,0.09809,2026-08-03T10:10:34.868191Z,2026-08-03T10:10:34.868191Z
ISK/SEK,ISK,SEK,1,0.0758,0.0791,0.0791,0.0758,2026-08-03T10:10:34.858901Z,2026-08-03T10:10:34.858901Z
JPY/SEK,JPY,SEK,1,0.060203,0.061395,0.061395,0.060203,2026-08-03T10:10:34.871750Z,2026-08-03T10:10:34.871750Z
KES/SEK,KES,SEK,1,0.0722,0.0753,0.0753,0.0722,2026-08-03T10:10:34.861154Z,2026-08-03T10:10:34.861154Z
KRW/SEK,KRW,SEK,1,0.006559,0.006802,0.006802,0.006559,2026-08-03T10:10:34.869062Z,2026-08-03T10:10:34.869062Z
KWD/SEK,KWD,SEK,1,30.3815,31.2628,31.2628,30.3815,2026-08-03T10:10:34.869416Z,2026-08-03T10:10:34.869416Z
KZT/SEK,KZT,SEK,1,0.019688,0.020523,0.020523,0.019688,2026-08-03T10:10:34.875407Z,2026-08-03T10:10:34.875407Z
LKR/SEK,LKR,SEK,1,0.027599,0.029325,0.029325,0.027599,2026-08-03T10:10:34.861984Z,2026-08-03T10:10:34.861984Z
MAD/SEK,MAD,SEK,1,1.0038,1.0455,1.0455,1.0038,2026-08-03T10:10:34.877377Z,2026-08-03T10:10:34.877377Z
MXN/SEK,MXN,SEK,1,0.54312,0.55807,0.55807,0.54312,2026-08-03T10:10:34.871772Z,2026-08-03T10:10:34.871772Z
MYR/SEK,MYR,SEK,1,2.305,2.3555,2.3555,2.305,2026-08-03T10:10:34.868409Z,2026-08-03T10:10:34.868409Z
NOK/SEK,NOK,SEK,1,0.99017,1.00984,1.00984,0.99017,2026-08-03T10:10:34.874441Z,2026-08-03T10:10:34.874441Z
NZD/SEK,NZD,SEK,1,5.5429,5.653,5.653,5.5429,2026-08-03T10:10:34.880168Z,2026-08-03T10:10:34.880168Z
PEN/SEK,PEN,SEK,1,2.751082,2.865276,2.865276,2.751082,2026-08-03T10:10:34.860217Z,2026-08-03T10:10:34.860217Z
PHP/SEK,PHP,SEK,1,0.1535,0.1598,0.1598,0.1535,2026-08-03T10:10:34.861049Z,2026-08-03T10:10:34.861049Z
PKR/SEK,PKR,SEK,1,0.0333,0.0354,0.0354,0.0333,2026-08-03T10:10:34.874798Z,2026-08-03T10:10:34.874798Z
PLN/SEK,PLN,SEK,1,2.52943,2.57975,2.57975,2.52943,2026-08-03T10:10:34.861400Z,2026-08-03T10:10:34.861400Z
QAR/SEK,QAR,SEK,1,2.5653,2.6707,2.6707,2.5653,2026-08-03T10:10:34.868621Z,2026-08-03T10:10:34.868621Z
RON/SEK,RON,SEK,1,2.0752,2.1168,2.1168,2.0752,2026-08-03T10:10:34.869833Z,2026-08-03T10:10:34.869833Z
RSD/SEK,RSD,SEK,1,0.091692,0.095643,0.095643,0.091692,2026-08-03T10:10:34.875098Z,2026-08-03T10:10:34.875098Z
SAR/SEK,SAR,SEK,1,2.5066,2.5759,2.5759,2.5066,2026-08-03T10:10:34.873941Z,2026-08-03T10:10:34.873941Z
SGD/SEK,SGD,SEK,1,7.3681,7.514,7.514,7.3681,2026-08-03T10:10:34.867740Z,2026-08-03T10:10:34.867740Z
THB/SEK,THB,SEK,1,0.2822,0.28996,0.28996,0.2822,2026-08-03T10:10:34.873930Z,2026-08-03T10:10:34.873930Z
TND/SEK,TND,SEK,1,3.1815,3.3252,3.3252,3.1815,2026-08-03T10:10:34.867584Z,2026-08-03T10:10:34.867584Z
TRY/SEK,TRY,SEK,1,0.1966,0.2046,0.2046,0.1966,2026-08-03T10:10:34.875152Z,2026-08-03T10:10:34.875152Z
USD/SEK,USD,SEK,1,9.4502,9.637,9.637,9.4502,2026-08-03T10:10:34.874319Z,2026-08-03T10:10:34.874319Z
ZAR/SEK,ZAR,SEK,1,0.5722,0.58423,0.58423,0.5722,2026-08-03T10:10:34.858333Z,2026-08-03T10:10:34.858333Z
