updated,country,pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,buy_rate,sell_rate,change,settlement_price,unit,buy_rate_per_unit,sell_rate_per_unit
20.07.2026 09:00,Norge,NOK/SEK,NOK,SEK,100,0.9952,1.0092,99.52,100.92,0.55,100.22,100.0,0.9952,1.0092
20.07.2026 09:00,USA,USD/SEK,USD,SEK,1,9.6025,9.7085,9.6025,9.7085,0.0083,9.6555,1.0,9.6025,9.7085
20.07.2026 09:00,Europeiska unionen,EUR/SEK,EUR,SEK,1,10.9785,11.1035,10.9785,11.1035,-0.0065,11.041,1.0,10.9785,11.1035
20.07.2026 09:00,Danmark,DKK/SEK,DKK,SEK,100,1.4694999999999998,1.4845,146.95,148.45,-0.1,147.7,100.0,1.4694999999999998,1.4845
20.07.2026 09:00,Storbritannien,GBP/SEK,GBP,SEK,1,12.9223,13.0683,12.9223,13.0683,-0.0064,12.9953,1.0,12.9223,13.0683
20.07.2026 09:00,Schweiz,CHF/SEK,CHF,SEK,100,11.900799999999998,12.0128,1190.08,1201.28,1.31,1195.68,100.0,11.900799999999998,12.0128
20.07.2026 09:00,Japan,JPY/SEK,JPY,SEK,100,0.058938,0.059938000000000005,5.8938,5.9938,-0.0004,5.9438,100.0,0.058938,0.059938000000000005
20.07.2026 09:00,Arabemirater,AED/SEK,AED,SEK,1,2.608,2.652,2.608,2.652,0.0022,2.63,1.0,2.608,2.652
20.07.2026 09:00,Australien,AUD/SEK,AUD,SEK,1,6.7079,6.7929,6.7079,6.7929,0.0064,6.7504,1.0,6.7079,6.7929
20.07.2026 09:00,Bahrain,BHD/SEK,BHD,SEK,1,25.4421,25.8421,25.4421,25.8421,0.0187,25.6421,1.0,25.4421,25.8421
20.07.2026 09:00,Botswana,BWP/SEK,BWP,SEK,1,0.6971,0.7271,0.6971,0.7271,-0.0013,0.7121,1.0,0.6971,0.7271
20.07.2026 09:00,Filippinerna,PHP/SEK,PHP,SEK,100,0.15410000000000001,0.1595,15.41,15.95,-0.01,15.68,100.0,0.15410000000000001,0.1595
20.07.2026 09:00,Hong Kong,HKD/SEK,HKD,SEK,1,1.2193,1.2433,1.2193,1.2433,0.0012,1.2313,1.0,1.2193,1.2433
20.07.2026 09:00,Indien,INR/SEK,INR,SEK,1,,,,,,,1.0,,
20.07.2026 09:00,Indonesien,IDR/SEK,IDR,SEK,100,0.000527,0.0005510000000000001,0.0527,0.0551,0.0,0.0539,100.0,0.000527,0.0005510000000000001
20.07.2026 09:00,Island,ISK/SEK,ISK,SEK,100,0.076017,0.07861699999999999,7.6017,7.8617,-0.0138,7.7317,100.0,0.076017,0.07861699999999999
20.07.2026 09:00,Israel,ILS/SEK,ILS,SEK,1,3.1452,3.2052,3.1452,3.2052,0.0016,3.1752,1.0,3.1452,3.2052
20.07.2026 09:00,Kanada,CAD/SEK,CAD,SEK,1,6.8478,6.9378,6.8478,6.9378,0.0177,6.8928,1.0,6.8478,6.9378
20.07.2026 09:00,Kenya,KES/SEK,KES,SEK,100,0.073733,0.076733,7.3733,7.6733,0.0064,7.5233,100.0,0.073733,0.076733
20.07.2026 09:00,Kina,CNH/SEK,CNH,SEK,100,1.4106,1.4406,141.06,144.06,0.17,142.56,100.0,1.4106,1.4406
20.07.2026 09:00,Kina,CNY/SEK,CNY,SEK,100,1.4116,1.4416,141.16,144.16,0.15,142.66,100.0,1.4116,1.4416
20.07.2026 09:00,Kuwait,KWD/SEK,KWD,SEK,1,31.2425,31.7425,31.2425,31.7425,0.0168,31.4925,1.0,31.2425,31.7425
20.07.2026 09:00,Marocko,MAD/SEK,MAD,SEK,100,1.0155,1.0595,101.55,105.95,0.0,103.75,100.0,1.0155,1.0595
20.07.2026 09:00,Mexiko,MXN/SEK,MXN,SEK,100,0.5442,0.5582,54.42,55.82,-0.26,55.12,100.0,0.5442,0.5582
20.07.2026 09:00,Nya Zeeland,NZD/SEK,NZD,SEK,1,5.6059,5.6879,5.6059,5.6879,0.0125,5.6469,1.0,5.6059,5.6879
20.07.2026 09:00,Oman,OMR/SEK,OMR,SEK,1,24.94,25.34,24.94,25.34,0.05,25.14,1.0,24.94,25.34
20.07.2026 09:00,Pakistan,PKR/SEK,PKR,SEK,1,0.034,0.0356,0.034,0.0356,0.0,0.0348,1.0,0.034,0.0356
20.07.2026 09:00,Polen,PLN/SEK,PLN,SEK,100,2.5224,2.5674,252.24,256.74,-0.64,254.49,100.0,2.5224,2.5674
