pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,currency,name,buy_from_abroad,sell_to_abroad,mid_rate,date
AUD/SEK,AUD,SEK,1,6.68530,6.77380,AUD,Australiensiska dollar,6.68530,6.77380,6.72955,2026-07-14
BRL/SEK,BRL,SEK,1,1.8359,1.9367,BRL,Brasilianska real,1.8359,1.9367,1.8863,2026-07-14
CAD/SEK,CAD,SEK,1,6.8288,6.9170,CAD,Kanadensiska dollar,6.8288,6.9170,6.8729,2026-07-14
CHF/SEK,CHF,SEK,1,11.8528,11.9920,CHF,Schweiziska franc,11.8528,11.9920,11.9224,2026-07-14
CNY/SEK,CNY,SEK,1,1.41290,1.44360,CNY,Kinesiska yuan,1.41290,1.44360,1.42825,2026-07-14
CZK/SEK,CZK,SEK,1,0.449540,0.458870,CZK,Tjeckiska koruna,0.449540,0.458870,0.454205,2026-07-14
DKK/SEK,DKK,SEK,1,1.4682,1.4848,DKK,Danska kronor,1.4682,1.4848,1.4765,2026-07-14
EUR/SEK,EUR,SEK,1,10.9702,11.1038,EUR,Euro,10.9702,11.1038,11.0370,2026-07-14
GBP/SEK,GBP,SEK,1,12.8790,13.0256,GBP,Pound sterling,12.8790,13.0256,12.9523,2026-07-14
HKD/SEK,HKD,SEK,1,1.22290,1.24740,HKD,Hong Kong dollar,1.22290,1.24740,1.23515,2026-07-14
HUF/SEK,HUF,SEK,1,0.030052,0.031082,HUF,Ungerska forint,0.030052,0.031082,0.030567,2026-07-14
ILS/SEK,ILS,SEK,1,3.13490,3.29380,ILS,Israelska new shekel,3.13490,3.29380,3.21435,2026-07-14
INR/SEK,INR,SEK,1,0.09730,0.10396,INR,Indiska rupees,0.09730,0.10396,0.10063,2026-07-14
JPY/SEK,JPY,SEK,1,0.0591730,0.0602060,JPY,Japanska yen,0.0591730,0.0602060,0.0596895,2026-07-14
NOK/SEK,NOK,SEK,1,0.98790,1.00260,NOK,Norska kronor,0.98790,1.00260,0.99525,2026-07-14
NZD/SEK,NZD,SEK,1,5.5754,5.6644,NZD,Nya Zeeländska dollar,5.5754,5.6644,5.6199,2026-07-14
PLN/SEK,PLN,SEK,1,2.5103,2.5721,PLN,Polska zloty,2.5103,2.5721,2.5412,2026-07-14
SGD/SEK,SGD,SEK,1,7.4481,7.5315,SGD,Singapore dollar,7.4481,7.5315,7.4898,2026-07-14
THB/SEK,THB,SEK,1,0.282160,0.295370,THB,Thailändska baht,0.282160,0.295370,0.288765,2026-07-14
TRY/SEK,TRY,SEK,1,0.187750,0.223860,TRY,Turkiska lira,0.187750,0.223860,0.205805,2026-07-14
USD/SEK,USD,SEK,1,9.6140,9.7474,USD,Amerikanska dollar,9.6140,9.7474,9.6807,2026-07-14
ZAR/SEK,ZAR,SEK,1,0.577070,0.597560,ZAR,Sydafrikanska rand,0.577070,0.597560,0.587315,2026-07-14
