country,currency_name,currency,sell_rate,buy_rate,updated
Australien,Australiensisk dollar,AUD,6.6261,6.7599,2026-07-31
Danmark,Dansk krona,DKK,1.4559,1.4827,2026-07-31
Euro,Euro,EUR,10.882,11.0819,2026-07-31
Hong Kong,Hongkong dollar,HKD,1.1963,1.2325,2026-07-31
Indien,Indisk rupie,INR,0.097,0.1027,2026-07-31
Japan,Japanskt yen,JPY,0.0598,0.0611,2026-07-31
Kanada,Kanadensisk dollar,CAD,6.7245,6.8599,2026-07-31
Kina,Kinesisk yuan,CNY,1.3885,1.4335,2026-07-31
Mexiko,Mexikansk peso,MXN,0.5408,0.5582,2026-07-31
Norge,Norsk krona,NOK,0.995,1.017,2026-07-31
Nya Zeeland,Nyzeeländsk dollar,NZD,5.5315,5.6611,2026-07-31
Polen,Polsk zloty,PLN,2.5188,2.5723,2026-07-31
Schweiz,Schweizisk franc,CHF,11.673,11.9213,2026-07-31
Singapore,Singaporiansk dollar,SGD,7.3492,7.5069,2026-07-31
Storbritannien,Brittiskt pund,GBP,12.7077,12.9753,2026-07-31
Sydafrika,Sydafrikansk rand,ZAR,0.565,0.5844,2026-07-31
Thailand,Thailänsk bath,THB,0.2805,0.29,2026-07-31
Tjeckien,Tjeckisk krona,CZK,0.4485,0.4585,2026-07-31
Turkiet,Turkisk lira,TRY,0.1961,0.2067,2026-07-31
Ungern,Ungersk forint,HUF,0.0296,0.0306,2026-07-31
USA,Amerikansk dollar,USD,9.435,9.617,2026-07-31
