updated,country,pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,buy_rate,sell_rate,change,settlement_price,unit,buy_rate_per_unit,sell_rate_per_unit
08.07.2026 09:00,Norge,NOK/SEK,NOK,SEK,100,0.9826,0.9965999999999999,98.26,99.66,0.52,98.96,100.0,0.9826,0.9965999999999999
08.07.2026 09:00,USA,USD/SEK,USD,SEK,1,9.6316,9.7376,9.6316,9.7376,0.0459,9.6846,1.0,9.6316,9.7376
08.07.2026 09:00,Europeiska unionen,EUR/SEK,EUR,SEK,1,11.0015,11.1265,11.0015,11.1265,0.0457,11.064,1.0,11.0015,11.1265
08.07.2026 09:00,Danmark,DKK/SEK,DKK,SEK,100,1.4728,1.4878,147.28,148.78,0.65,148.03,100.0,1.4728,1.4878
08.07.2026 09:00,Storbritannien,GBP/SEK,GBP,SEK,1,12.8737,13.0197,12.8737,13.0197,0.047,12.9467,1.0,12.8737,13.0197
08.07.2026 09:00,Schweiz,CHF/SEK,CHF,SEK,100,11.945,12.057,1194.5,1205.7,4.0,1200.1,100.0,11.945,12.057
08.07.2026 09:00,Japan,JPY/SEK,JPY,SEK,100,0.059208,0.060208000000000005,5.9208,6.0208,0.021,5.9708,100.0,0.059208,0.060208000000000005
08.07.2026 09:00,Arabemirater,AED/SEK,AED,SEK,1,2.6157,2.6597,2.6157,2.6597,0.0124,2.6377,1.0,2.6157,2.6597
08.07.2026 09:00,Australien,AUD/SEK,AUD,SEK,1,6.6751,6.7601,6.6751,6.7601,0.0208,6.7176,1.0,6.6751,6.7601
08.07.2026 09:00,Bahrain,BHD/SEK,BHD,SEK,1,25.5193,25.9193,25.5193,25.9193,0.1185,25.7193,1.0,25.5193,25.9193
08.07.2026 09:00,Botswana,BWP/SEK,BWP,SEK,1,0.7428,0.7728,0.7428,0.7728,0.0402,0.7578,1.0,0.7428,0.7728
08.07.2026 09:00,Filippinerna,PHP/SEK,PHP,SEK,100,0.155,0.1604,15.5,16.04,0.06,15.77,100.0,0.155,0.1604
