updated,country,pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,buy_rate,sell_rate,change,settlement_price,unit,buy_rate_per_unit,sell_rate_per_unit
30.07.2026 09:00,Norge,NOK/SEK,NOK,SEK,100,1.0006,1.0146,100.06,101.46,0.58,100.76,100.0,1.0006,1.0146
30.07.2026 09:00,USA,USD/SEK,USD,SEK,1,9.6189,9.7249,9.6189,9.7249,-0.0219,9.6719,1.0,9.6189,9.7249
30.07.2026 09:00,Europeiska unionen,EUR/SEK,EUR,SEK,1,11.0074,11.1324,11.0074,11.1324,0.0273,11.0699,1.0,11.0074,11.1324
30.07.2026 09:00,Danmark,DKK/SEK,DKK,SEK,100,1.4737,1.4887000000000001,147.37,148.87,0.43,148.12,100.0,1.4737,1.4887000000000001
30.07.2026 09:00,Storbritannien,GBP/SEK,GBP,SEK,1,12.8317,12.9777,12.8317,12.9777,0.0146,12.9047,1.0,12.8317,12.9777
30.07.2026 09:00,Schweiz,CHF/SEK,CHF,SEK,100,11.7992,11.9112,1179.92,1191.12,1.05,1185.52,100.0,11.7992,11.9112
30.07.2026 09:00,Japan,JPY/SEK,JPY,SEK,100,0.058579,0.05957900000000001,5.8579,5.9579,-0.0196,5.9079,100.0,0.058579,0.05957900000000001
30.07.2026 09:00,Arabemirater,AED/SEK,AED,SEK,1,2.6124,2.6564,2.6124,2.6564,-0.0061,2.6344,1.0,2.6124,2.6564
30.07.2026 09:00,Australien,AUD/SEK,AUD,SEK,1,6.6842,6.7692,6.6842,6.7692,-0.0133,6.7267,1.0,6.6842,6.7692
30.07.2026 09:00,Bahrain,BHD/SEK,BHD,SEK,1,25.4856,25.8856,25.4856,25.8856,-0.0548,25.6856,1.0,25.4856,25.8856
30.07.2026 09:00,Botswana,BWP/SEK,BWP,SEK,1,0.7307,0.7607,0.7307,0.7607,-0.0007,0.7457,1.0,0.7307,0.7607
30.07.2026 09:00,Filippinerna,PHP/SEK,PHP,SEK,100,0.1549,0.1603,15.49,16.03,-0.06,15.76,100.0,0.1549,0.1603
30.07.2026 09:00,Hong Kong,HKD/SEK,HKD,SEK,1,1.2205,1.2445,1.2205,1.2445,-0.0036,1.2325,1.0,1.2205,1.2445
