country,pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,buy_rate,sell_rate,date
Australien,AUD/SEK,AUD,SEK,1,6.6684,6.7485,6.6684,6.7485,25/6
Danmark,DKK/SEK,DKK,SEK,1,1.469785,1.485785,1.469785,1.485785,25/6
Euro,EUR/SEK,EUR,SEK,1,10.976,11.116,10.976,11.116,25/6
Hongkong,HKD/SEK,HKD,SEK,1,1.227,1.2532,1.227,1.2532,25/6
Indien,INR/SEK,INR,SEK,1,0.099894,0.106095,0.099894,0.106095,25/6
Indonesien,IDR/SEK,IDR,SEK,1,0.000529,0.000562,0.000529,0.000562,25/6
Island,ISK/SEK,ISK,SEK,1,0.076433,0.076773,0.076433,0.076773,25/6
Japan,JPY/SEK,JPY,SEK,1,0.059621,0.060561,0.059621,0.060561,25/6
Kanada,CAD/SEK,CAD,SEK,1,6.7922,6.8782,6.7922,6.8782,25/6
Kina,CNY/SEK,CNY,SEK,1,1.4195,1.4396,1.4195,1.4396,25/6
Malaysia,MYR/SEK,MYR,SEK,1,2.347374,2.377375,2.347374,2.377375,25/6
Marocko,MAD/SEK,MAD,SEK,1,1.0152,1.0499,1.0152,1.0499,25/6
Mexiko,MXN/SEK,MXN,SEK,1,0.5454,0.5595,0.5454,0.5595,25/6
Norge,NOK/SEK,NOK,SEK,1,0.98356,0.99656,0.98356,0.99656,25/6
Nya Zeeland,NZD/SEK,NZD,SEK,1,5.449,5.531,5.449,5.531,25/6
Polen,PLN/SEK,PLN,SEK,1,2.5559,2.596,2.5559,2.596,25/6
Ryssland,RUB/SEK,RUB,SEK,1,0.127075,0.131455,0.127075,0.131455,25/6
Saudiarabien,SAR/SEK,SAR,SEK,1,2.5573,2.6216,2.5573,2.6216,25/6
Schweiz,CHF/SEK,CHF,SEK,1,11.9334,12.0454,11.9334,12.0454,25/6
Singapore,SGD/SEK,SGD,SEK,1,7.4626,7.5341,7.4626,7.5341,25/6
Storbritannien,GBP/SEK,GBP,SEK,1,12.7496,12.8896,12.7496,12.8896,25/6
Sydafrika,ZAR/SEK,ZAR,SEK,1,0.5783,0.5964,0.5783,0.5964,25/6
Sydkorea,KRW/SEK,KRW,SEK,1,0.006252,0.006424,0.006252,0.006424,25/6
Thailand,THB/SEK,THB,SEK,1,0.2886,0.2944,0.2886,0.2944,25/6
Tjeckien,CZK/SEK,CZK,SEK,1,0.45261,0.45921,0.45261,0.45921,25/6
Turkiet,TRY/SEK,TRY,SEK,1,0.1741,0.243,0.1741,0.243,25/6
Ungern,HUF/SEK,HUF,SEK,1,0.030745,0.031507,0.030745,0.031507,25/6
USA,USD/SEK,USD,SEK,1,9.6548,9.7899,9.6548,9.7899,25/6
