pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
AED/SEK,AED,SEK,1,2.4954,2.5641,2.5641,2.4954,2026-06-02T09:49:02.853420Z,2026-06-02T09:49:02.853420Z
AUD/SEK,AUD,SEK,1,6.6065,6.7376,6.7376,6.6065,2026-06-02T09:49:02.844769Z,2026-06-02T09:49:02.844769Z
BDT/SEK,BDT,SEK,1,0.073164,0.078062,0.078062,0.073164,2026-06-02T09:49:02.844659Z,2026-06-02T09:49:02.844659Z
BHD/SEK,BHD,SEK,1,24.3078,24.9847,24.9847,24.3078,2026-06-02T09:49:02.847228Z,2026-06-02T09:49:02.847228Z
CAD/SEK,CAD,SEK,1,6.6435,6.7753,6.7753,6.6435,2026-06-02T09:49:02.855830Z,2026-06-02T09:49:02.855830Z
CHF/SEK,CHF,SEK,1,11.7063,11.9388,11.9388,11.7063,2026-06-02T09:49:02.841929Z,2026-06-02T09:49:02.841929Z
CNH/SEK,CNH,SEK,1,1.3555,1.3927,1.3927,1.3555,2026-06-02T09:49:02.856345Z,2026-06-02T09:49:02.856345Z
CNY/SEK,CNY,SEK,1,1.34613,1.40152,1.40152,1.34613,2026-06-02T09:49:02.850096Z,2026-06-02T09:49:02.850096Z
CZK/SEK,CZK,SEK,1,0.44131,0.45024,0.45024,0.44131,2026-06-02T09:49:02.841191Z,2026-06-02T09:49:02.841191Z
DKK/SEK,DKK,SEK,1,1.43329,1.46177,1.46177,1.43329,2026-06-02T09:49:02.850085Z,2026-06-02T09:49:02.850085Z
EGP/SEK,EGP,SEK,1,0.1731,0.1842,0.1842,0.1731,2026-06-02T09:49:02.841567Z,2026-06-02T09:49:02.841567Z
EUR/SEK,EUR,SEK,1,10.7166,10.9294,10.9294,10.7166,2026-06-02T10:04:35.559823Z,2026-06-02T10:04:35.559823Z
GBP/SEK,GBP,SEK,1,12.3914,12.6373,12.6373,12.3914,2026-06-02T09:49:02.844854Z,2026-06-02T09:49:02.844854Z
GIP/SEK,GIP,SEK,1,12.384813,12.644065,12.644065,12.384813,2026-06-02T09:49:02.901730Z,2026-06-02T09:49:02.901730Z
HKD/SEK,HKD,SEK,1,1.16947,1.20162,1.20162,1.16947,2026-06-02T09:49:02.841191Z,2026-06-02T09:49:02.841191Z
HUF/SEK,HUF,SEK,1,0.030174,0.030788,0.030788,0.030174,2026-06-02T09:49:02.848764Z,2026-06-02T09:49:02.848764Z
IDR/SEK,IDR,SEK,1,0.0005103,0.0005316,0.0005316,0.0005103,2026-06-02T09:49:02.852617Z,2026-06-02T09:49:02.852617Z
ILS/SEK,ILS,SEK,1,3.2507,3.3412,3.3412,3.2507,2026-06-02T09:49:02.841659Z,2026-06-02T09:49:02.841659Z
INR/SEK,INR,SEK,1,0.09557,0.09949,0.09949,0.09557,2026-06-02T09:49:02.851518Z,2026-06-02T09:49:02.851518Z
ISK/SEK,ISK,SEK,1,0.0738,0.0769,0.0769,0.0738,2026-06-02T09:49:02.844266Z,2026-06-02T09:49:02.844266Z
JPY/SEK,JPY,SEK,1,0.057606,0.058749,0.058749,0.057606,2026-06-02T09:49:02.852223Z,2026-06-02T09:49:02.852223Z
KES/SEK,KES,SEK,1,0.0703,0.0733,0.0733,0.0703,2026-06-02T09:49:02.844266Z,2026-06-02T09:49:02.844266Z
KRW/SEK,KRW,SEK,1,0.006012,0.006234,0.006234,0.006012,2026-06-02T09:49:02.851013Z,2026-06-02T09:49:02.851013Z
KWD/SEK,KWD,SEK,1,29.6326,30.4797,30.4797,29.6326,2026-06-02T09:49:02.855466Z,2026-06-02T09:49:02.855466Z
KZT/SEK,KZT,SEK,1,0.018516,0.019306,0.019306,0.018516,2026-06-02T09:49:02.861918Z,2026-06-02T09:49:02.861918Z
LKR/SEK,LKR,SEK,1,0.027181,0.028892,0.028892,0.027181,2026-06-02T09:49:02.850968Z,2026-06-02T09:49:02.850968Z
MAD/SEK,MAD,SEK,1,0.9909,1.0321,1.0321,0.9909,2026-06-02T09:49:02.854663Z,2026-06-02T09:49:02.854663Z
MXN/SEK,MXN,SEK,1,0.52985,0.54445,0.54445,0.52985,2026-06-02T09:49:02.856168Z,2026-06-02T09:49:02.856168Z
MYR/SEK,MYR,SEK,1,2.318,2.3693,2.3693,2.318,2026-06-02T09:49:02.851465Z,2026-06-02T09:49:02.851465Z
NOK/SEK,NOK,SEK,1,0.99187,1.01164,1.01164,0.99187,2026-06-02T09:49:02.862186Z,2026-06-02T09:49:02.862186Z
NZD/SEK,NZD,SEK,1,5.4527,5.5612,5.5612,5.4527,2026-06-02T09:49:02.857984Z,2026-06-02T09:49:02.857984Z
PEN/SEK,PEN,SEK,1,2.665287,2.780344,2.780344,2.665287,2026-06-02T09:49:02.897214Z,2026-06-02T09:49:02.897214Z
PHP/SEK,PHP,SEK,1,0.1476,0.1537,0.1537,0.1476,2026-06-02T09:49:02.844432Z,2026-06-02T09:49:02.844432Z
PKR/SEK,PKR,SEK,1,0.0323,0.0344,0.0344,0.0323,2026-06-02T09:49:02.856953Z,2026-06-02T09:49:02.856953Z
PLN/SEK,PLN,SEK,1,2.53031,2.58077,2.58077,2.53031,2026-06-02T09:49:02.844266Z,2026-06-02T09:49:02.844266Z
QAR/SEK,QAR,SEK,1,2.4978,2.6004,2.6004,2.4978,2026-06-02T09:49:02.899606Z,2026-06-02T09:49:02.899606Z
RON/SEK,RON,SEK,1,2.0382,2.0791,2.0791,2.0382,2026-06-02T09:49:02.856565Z,2026-06-02T09:49:02.856565Z
RSD/SEK,RSD,SEK,1,0.090196,0.094077,0.094077,0.090196,2026-06-02T09:49:02.858367Z,2026-06-02T09:49:02.858367Z
SAR/SEK,SAR,SEK,1,2.4421,2.5094,2.5094,2.4421,2026-06-02T09:49:02.861548Z,2026-06-02T09:49:02.861548Z
SGD/SEK,SGD,SEK,1,7.1968,7.3396,7.3396,7.1968,2026-06-02T09:49:02.850970Z,2026-06-02T09:49:02.850970Z
THB/SEK,THB,SEK,1,0.28143,0.28921,0.28921,0.28143,2026-06-02T09:49:02.856254Z,2026-06-02T09:49:02.856254Z
TND/SEK,TND,SEK,1,3.1228,3.2657,3.2657,3.1228,2026-06-02T09:49:02.851316Z,2026-06-02T09:49:02.851316Z
TRY/SEK,TRY,SEK,1,0.1981,0.2062,0.2062,0.1981,2026-06-02T09:49:02.859476Z,2026-06-02T09:49:02.859476Z
USD/SEK,USD,SEK,1,9.2009,9.3831,9.3831,9.2009,2026-06-02T09:49:02.857118Z,2026-06-02T09:49:02.857118Z
ZAR/SEK,ZAR,SEK,1,0.56738,0.57933,0.57933,0.56738,2026-06-02T09:49:02.845732Z,2026-06-02T09:49:02.845732Z
