country,currency_name,currency,sell_rate,buy_rate,updated
Australien,Australiensisk dollar,AUD,6.6651,6.766,2026-07-31
Danmark,Dansk krona,DKK,1.4595,1.4816,2026-07-31
Euro,Euro,EUR,10.9103,11.0743,2026-07-31
Hong Kong,Hongkong dollar,HKD,1.2026,1.2336,2026-07-31
Indien,Indisk rupie,INR,0.0975,0.1027,2026-07-31
Japan,Japanskt yen,JPY,0.059,0.0599,2026-07-31
Kanada,Kanadensisk dollar,CAD,6.7629,6.865,2026-07-31
Kina,Kinesisk yuan,CNY,1.3962,1.435,2026-07-31
Mexiko,Mexikansk peso,MXN,0.544,0.5581,2026-07-31
Norge,Norsk krona,NOK,0.992,1.0073,2026-07-31
Nya Zeeland,Nyzeeländsk dollar,NZD,5.5633,5.648,2026-07-31
Polen,Polsk zloty,PLN,2.532,2.571,2026-07-31
Schweiz,Schweizisk franc,CHF,11.7379,11.9151,2026-07-31
Singapore,Singaporiansk dollar,SGD,7.3869,7.4986,2026-07-31
Storbritannien,Brittiskt pund,GBP,12.7496,12.9422,2026-07-31
Sydafrika,Sydafrikansk rand,ZAR,0.5719,0.5868,2026-07-31
Thailand,Thailänsk bath,THB,0.2821,0.2898,2026-07-31
Tjeckien,Tjeckisk krona,CZK,0.4503,0.4573,2026-07-31
Turkiet,Turkisk lira,TRY,0.1967,0.2043,2026-07-31
Ungern,Ungersk forint,HUF,0.0299,0.0307,2026-07-31
USA,Amerikansk dollar,USD,9.4838,9.6268,2026-07-31
