pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,currency,name,buy_from_abroad,sell_to_abroad,mid_rate,date
AUD/SEK,AUD,SEK,1,6.6557,6.7443,AUD,Australiensiska dollar,6.6557,6.7443,6.7000,11:59:58
BRL/SEK,BRL,SEK,1,1.83880,1.93970,BRL,Brasilianska real,1.83880,1.93970,1.88925,11:59:58
CAD/SEK,CAD,SEK,1,6.78150,6.86980,CAD,Kanadensiska dollar,6.78150,6.86980,6.82565,11:59:58
CHF/SEK,CHF,SEK,1,11.85690,11.99600,CHF,Schweiziska franc,11.85690,11.99600,11.92645,11:59:58
CNY/SEK,CNY,SEK,1,1.4087,1.4397,CNY,Kinesiska yuan,1.4087,1.4397,1.4242,11:59:58
CZK/SEK,CZK,SEK,1,0.45013,0.45943,CZK,Tjeckiska koruna,0.45013,0.45943,0.45478,11:59:56
DKK/SEK,DKK,SEK,1,1.4677,1.4843,DKK,Danska kronor,1.4677,1.4843,1.4760,11:59:56
EUR/SEK,EUR,SEK,1,10.9667,11.1003,EUR,Euro,10.9667,11.1003,11.0335,11:59:56
GBP/SEK,GBP,SEK,1,12.8516,12.9980,GBP,Pound sterling,12.8516,12.9980,12.9248,11:59:59
HKD/SEK,HKD,SEK,1,1.2190,1.2436,HKD,Hong Kong dollar,1.2190,1.2436,1.2313,11:59:58
HUF/SEK,HUF,SEK,1,0.0304250,0.0314580,HUF,Ungerska forint,0.0304250,0.0314580,0.0309415,11:59:56
ILS/SEK,ILS,SEK,1,3.11000,3.26850,ILS,Israelska new shekel,3.11000,3.26850,3.18925,11:59:58
INR/SEK,INR,SEK,1,0.09761,0.10427,INR,Indiska rupees,0.09761,0.10427,0.10094,11:59:58
JPY/SEK,JPY,SEK,1,0.0590640,0.0600970,JPY,Japanska yen,0.0590640,0.0600970,0.0595805,11:59:58
NOK/SEK,NOK,SEK,1,0.97950,0.99420,NOK,Norska kronor,0.97950,0.99420,0.98685,11:59:59
NZD/SEK,NZD,SEK,1,5.53520,5.62430,NZD,Nya Zeeländska dollar,5.53520,5.62430,5.57975,11:59:58
PLN/SEK,PLN,SEK,1,2.5206,2.5824,PLN,Polska zloty,2.5206,2.5824,2.5515,11:59:58
SGD/SEK,SGD,SEK,1,7.4294,7.5128,SGD,Singapore dollar,7.4294,7.5128,7.4711,11:59:58
THB/SEK,THB,SEK,1,0.282780,0.296010,THB,Thailändska baht,0.282780,0.296010,0.289395,11:59:58
TRY/SEK,TRY,SEK,1,0.187300,0.223410,TRY,Turkiska lira,0.187300,0.223410,0.205355,11:59:58
USD/SEK,USD,SEK,1,9.58510,9.71860,USD,Amerikanska dollar,9.58510,9.71860,9.65185,11:59:58
ZAR/SEK,ZAR,SEK,1,0.580350,0.600800,ZAR,Sydafrikanska rand,0.580350,0.600800,0.590575,11:59:58
