pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
AED/SEK,AED,SEK,1,2.4859,2.5544,2.5544,2.4859,2026-05-29T14:32:17.066151Z,2026-05-29T14:32:17.066151Z
AUD/SEK,AUD,SEK,1,6.5806,6.7111,6.7111,6.5806,2026-05-29T14:32:17.067837Z,2026-05-29T14:32:17.067837Z
BDT/SEK,BDT,SEK,1,0.073052,0.077848,0.077848,0.073052,2026-05-29T14:32:17.064984Z,2026-05-29T14:32:17.064984Z
BHD/SEK,BHD,SEK,1,24.2152,24.8899,24.8899,24.2152,2026-05-29T14:32:17.078390Z,2026-05-29T14:32:17.078390Z
CAD/SEK,CAD,SEK,1,6.6392,6.7707,6.7707,6.6392,2026-05-29T14:32:17.045729Z,2026-05-29T14:32:17.045729Z
CHF/SEK,CHF,SEK,1,11.7198,11.9522,11.9522,11.7198,2026-05-29T14:32:16.825146Z,2026-05-29T14:32:16.825146Z
CNH/SEK,CNH,SEK,1,1.3502,1.3872,1.3872,1.3502,2026-05-29T14:32:17.065653Z,2026-05-29T14:32:17.065653Z
CNY/SEK,CNY,SEK,1,1.34047,1.39563,1.39563,1.34047,2026-05-29T14:32:17.044776Z,2026-05-29T14:32:17.044776Z
CZK/SEK,CZK,SEK,1,0.43943,0.4483,0.4483,0.43943,2026-05-29T14:32:17.082629Z,2026-05-29T14:32:17.082629Z
DKK/SEK,DKK,SEK,1,1.42838,1.45673,1.45673,1.42838,2026-05-29T14:32:17.047300Z,2026-05-29T14:32:17.047300Z
EGP/SEK,EGP,SEK,1,0.1718,0.1827,0.1827,0.1718,2026-05-29T14:32:17.063800Z,2026-05-29T14:32:17.063800Z
EUR/SEK,EUR,SEK,1,10.6721,10.884,10.884,10.6721,2026-05-29T14:07:21.640564Z,2026-05-29T14:07:21.640564Z
GBP/SEK,GBP,SEK,1,12.3171,12.561,12.561,12.3171,2026-05-29T14:32:17.045975Z,2026-05-29T14:32:17.045975Z
GIP/SEK,GIP,SEK,1,12.309891,12.568081,12.568081,12.309891,2026-05-29T14:32:17.111198Z,2026-05-29T14:32:17.111198Z
HKD/SEK,HKD,SEK,1,1.16528,1.19727,1.19727,1.16528,2026-05-29T14:32:17.079066Z,2026-05-29T14:32:17.079066Z
HUF/SEK,HUF,SEK,1,0.030129,0.030742,0.030742,0.030129,2026-05-29T14:32:17.044382Z,2026-05-29T14:32:17.044382Z
