country,pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,buy_rate,sell_rate,date
Australien,AUD/SEK,AUD,SEK,1,6.6748,6.7549,6.6748,6.7549,22/6
Danmark,DKK/SEK,DKK,SEK,1,1.461405,1.477405,1.461405,1.477405,22/6
Euro,EUR/SEK,EUR,SEK,1,10.91335,11.05335,10.91335,11.05335,22/6
Hongkong,HKD/SEK,HKD,SEK,1,1.2113,1.2375,1.2113,1.2375,22/6
Indien,INR/SEK,INR,SEK,1,0.098209,0.10441,0.098209,0.10441,22/6
Indonesien,IDR/SEK,IDR,SEK,1,0.000525,0.000558,0.000525,0.000558,22/6
Island,ISK/SEK,ISK,SEK,1,0.076104,0.076444,0.076104,0.076444,22/6
Japan,JPY/SEK,JPY,SEK,1,0.058864,0.059804,0.058864,0.059804,22/6
Kanada,CAD/SEK,CAD,SEK,1,6.7273,6.8134,6.7273,6.8134,22/6
Kina,CNY/SEK,CNY,SEK,1,1.4062,1.4262,1.4062,1.4262,22/6
Malaysia,MYR/SEK,MYR,SEK,1,2.296898,2.326899,2.296898,2.326899,22/6
Marocko,MAD/SEK,MAD,SEK,1,1.0115,1.0461,1.0115,1.0461,22/6
Mexiko,MXN/SEK,MXN,SEK,1,0.5458,0.5599,0.5458,0.5599,22/6
Norge,NOK/SEK,NOK,SEK,1,0.98262,0.99562,0.98262,0.99562,22/6
Nya Zeeland,NZD/SEK,NZD,SEK,1,5.4493,5.5313,5.4493,5.5313,22/6
Polen,PLN/SEK,PLN,SEK,1,2.5539,2.594,2.5539,2.594,22/6
Ryssland,RUB/SEK,RUB,SEK,1,0.126725,0.131105,0.126725,0.131105,22/6
Saudiarabien,SAR/SEK,SAR,SEK,1,2.5248,2.589,2.5248,2.589,22/6
Schweiz,CHF/SEK,CHF,SEK,1,11.8096,11.9216,11.8096,11.9216,22/6
Singapore,SGD/SEK,SGD,SEK,1,7.3844,7.4558,7.3844,7.4558,22/6
Storbritannien,GBP/SEK,GBP,SEK,1,12.5865,12.7266,12.5865,12.7266,22/6
Sydafrika,ZAR/SEK,ZAR,SEK,1,0.5738,0.5919,0.5738,0.5919,22/6
Sydkorea,KRW/SEK,KRW,SEK,1,0.006154,0.006327,0.006154,0.006327,22/6
Thailand,THB/SEK,THB,SEK,1,0.2884,0.2942,0.2884,0.2942,22/6
Tjeckien,CZK/SEK,CZK,SEK,1,0.45051,0.45711,0.45051,0.45711,22/6
Turkiet,TRY/SEK,TRY,SEK,1,0.172,0.2409,0.172,0.2409,22/6
Ungern,HUF/SEK,HUF,SEK,1,0.030808,0.03157,0.030808,0.03157,22/6
USA,USD/SEK,USD,SEK,1,9.5315,9.6665,9.5315,9.6665,22/6
