country,currency_name,currency,sell_rate,buy_rate,updated
Australien,Australiensisk dollar,AUD,6.7436,6.8437,2026-07-23
Danmark,Dansk krona,DKK,1.4704,1.492,2026-07-23
Euro,Euro,EUR,10.9918,11.154,2026-07-23
Hong Kong,Hongkong dollar,HKD,1.2219,1.2532,2026-07-23
Indien,Indisk rupie,INR,0.0979,0.1031,2026-07-23
Japan,Japanskt yen,JPY,0.059,0.0598,2026-07-23
Kanada,Kanadensisk dollar,CAD,6.844,6.9455,2026-07-23
Kina,Kinesisk yuan,CNY,1.4136,1.4526,2026-07-23
Mexiko,Mexikansk peso,MXN,0.5494,0.5636,2026-07-23
Norge,Norsk krona,NOK,1.0047,1.0196,2026-07-23
Nya Zeeland,Nyzeeländsk dollar,NZD,5.5827,5.6664,2026-07-23
Polen,Polsk zloty,PLN,2.5385,2.5766,2026-07-23
Schweiz,Schweizisk franc,CHF,11.8231,11.9983,2026-07-23
Singapore,Singaporiansk dollar,SGD,7.4637,7.5746,2026-07-23
Storbritannien,Brittiskt pund,GBP,12.8772,13.0683,2026-07-23
Sydafrika,Sydafrikansk rand,ZAR,0.5836,0.5986,2026-07-23
Thailand,Thailänsk bath,THB,0.2833,0.2909,2026-07-23
Tjeckien,Tjeckisk krona,CZK,0.4542,0.461,2026-07-23
Turkiet,Turkisk lira,TRY,0.2023,0.2077,2026-07-23
Ungern,Ungersk forint,HUF,0.03,0.0308,2026-07-23
USA,Amerikansk dollar,USD,9.6329,9.7754,2026-07-23
