country,pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,buy_rate,sell_rate,date
Australien,AUD/SEK,AUD,SEK,1,6.6541,6.7342,6.6541,6.7342,3/7
Danmark,DKK/SEK,DKK,SEK,1,1.468905,1.484905,1.468905,1.484905,3/7
Euro,EUR/SEK,EUR,SEK,1,10.9689,11.1089,10.9689,11.1089,3/7
Hongkong,HKD/SEK,HKD,SEK,1,1.2158,1.242,1.2158,1.242,3/7
Indien,INR/SEK,INR,SEK,1,0.09801,0.10421,0.09801,0.10421,3/7
Indonesien,IDR/SEK,IDR,SEK,1,0.000523,0.000556,0.000523,0.000556,3/7
Island,ISK/SEK,ISK,SEK,1,0.076597,0.076937,0.076597,0.076937,3/7
Japan,JPY/SEK,JPY,SEK,1,0.059436,0.060376,0.059436,0.060376,3/7
Kanada,CAD/SEK,CAD,SEK,1,6.7552,6.8413,6.7552,6.8413,3/7
Kina,CNY/SEK,CNY,SEK,1,1.4112,1.4312,1.4112,1.4312,3/7
Malaysia,MYR/SEK,MYR,SEK,1,2.353885,2.383886,2.353885,2.383886,3/7
Marocko,MAD/SEK,MAD,SEK,1,1.0121,1.0467,1.0121,1.0467,3/7
Mexiko,MXN/SEK,MXN,SEK,1,0.5455,0.5596,0.5455,0.5596,3/7
Norge,NOK/SEK,NOK,SEK,1,0.97592,0.98892,0.97592,0.98892,3/7
Nya Zeeland,NZD/SEK,NZD,SEK,1,5.4726,5.5547,5.4726,5.5547,3/7
Polen,PLN/SEK,PLN,SEK,1,2.5563,2.5964,2.5563,2.5964,3/7
Ryssland,RUB/SEK,RUB,SEK,1,0.122035,0.126415,0.122035,0.126415,3/7
Saudiarabien,SAR/SEK,SAR,SEK,1,2.5349,2.5991,2.5349,2.5991,3/7
Schweiz,CHF/SEK,CHF,SEK,1,11.9591,12.0711,11.9591,12.0711,3/7
Singapore,SGD/SEK,SGD,SEK,1,7.4348,7.5063,7.4348,7.5063,3/7
Storbritannien,GBP/SEK,GBP,SEK,1,12.8148,12.9549,12.8148,12.9549,3/7
Sydafrika,ZAR/SEK,ZAR,SEK,1,0.5856,0.6037,0.5856,0.6037,3/7
Sydkorea,KRW/SEK,KRW,SEK,1,0.006211,0.006384,0.006211,0.006384,3/7
Thailand,THB/SEK,THB,SEK,1,0.2879,0.2938,0.2879,0.2938,3/7
Tjeckien,CZK/SEK,CZK,SEK,1,0.452945,0.459545,0.452945,0.459545,3/7
Turkiet,TRY/SEK,TRY,SEK,1,0.1714,0.2402,0.1714,0.2402,3/7
Ungern,HUF/SEK,HUF,SEK,1,0.030848,0.03161,0.030848,0.03161,3/7
USA,USD/SEK,USD,SEK,1,9.5709,9.7059,9.5709,9.7059,3/7
