country,currency_name,currency,sell_rate,buy_rate,updated
Australien,Australiensisk dollar,AUD,6.6712,6.7705,2026-07-08
Danmark,Dansk krona,DKK,1.4727,1.4946,2026-07-08
Euro,Euro,EUR,11.0085,11.1715,2026-07-08
Hong Kong,Hongkong dollar,HKD,1.2238,1.2552,2026-07-08
Indien,Indisk rupie,INR,0.0991,0.1043,2026-07-08
Japan,Japanskt yen,JPY,0.0594,0.0603,2026-07-08
Kanada,Kanadensisk dollar,CAD,6.8114,6.9128,2026-07-08
Kina,Kinesisk yuan,CNY,1.4098,1.449,2026-07-08
Mexiko,Mexikansk peso,MXN,0.5461,0.5602,2026-07-08
Norge,Norsk krona,NOK,0.9872,1.0021,2026-07-08
Nya Zeeland,Nyzeeländsk dollar,NZD,5.4936,5.5759,2026-07-08
Polen,Polsk zloty,PLN,2.5544,2.5931,2026-07-08
Schweiz,Schweizisk franc,CHF,11.9427,12.1202,2026-07-08
Singapore,Singaporiansk dollar,SGD,7.4547,7.5659,2026-07-08
Storbritannien,Brittiskt pund,GBP,12.8697,13.0613,2026-07-08
Sydafrika,Sydafrikansk rand,ZAR,0.5844,0.5996,2026-07-08
Thailand,Thailänsk bath,THB,0.2865,0.2943,2026-07-08
Tjeckien,Tjeckisk krona,CZK,0.4537,0.4606,2026-07-08
Turkiet,Turkisk lira,TRY,0.2046,0.21,2026-07-08
Ungern,Ungersk forint,HUF,0.0306,0.0314,2026-07-08
USA,Amerikansk dollar,USD,9.649,9.7921,2026-07-08
