country,pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,buy_rate,sell_rate,date
Australien,AUD/SEK,AUD,SEK,1,6.6652,6.7453,6.6652,6.7453,9/7
Danmark,DKK/SEK,DKK,SEK,1,1.470545,1.486545,1.470545,1.486545,9/7
Euro,EUR/SEK,EUR,SEK,1,10.98265,11.12265,10.98265,11.12265,9/7
Hongkong,HKD/SEK,HKD,SEK,1,1.2199,1.2461,1.2199,1.2461,9/7
Indien,INR/SEK,INR,SEK,1,0.098271,0.104472,0.098271,0.104472,9/7
Indonesien,IDR/SEK,IDR,SEK,1,0.00052,0.000553,0.00052,0.000553,9/7
Island,ISK/SEK,ISK,SEK,1,0.077016,0.077356,0.077016,0.077356,9/7
Japan,JPY/SEK,JPY,SEK,1,0.059071,0.060011,0.059071,0.060011,9/7
Kanada,CAD/SEK,CAD,SEK,1,6.7723,6.8583,6.7723,6.8583,9/7
Kina,CNY/SEK,CNY,SEK,1,1.4125,1.4325,1.4125,1.4325,9/7
Malaysia,MYR/SEK,MYR,SEK,1,2.356392,2.386393,2.356392,2.386393,9/7
Marocko,MAD/SEK,MAD,SEK,1,1.0163,1.051,1.0163,1.051,9/7
Mexiko,MXN/SEK,MXN,SEK,1,0.5441,0.5582,0.5441,0.5582,9/7
Norge,NOK/SEK,NOK,SEK,1,0.985655,0.998655,0.985655,0.998655,9/7
Nya Zeeland,NZD/SEK,NZD,SEK,1,5.5004,5.5825,5.5004,5.5825,9/7
Polen,PLN/SEK,PLN,SEK,1,2.5482,2.5883,2.5482,2.5883,9/7
Ryssland,RUB/SEK,RUB,SEK,1,0.124305,0.128685,0.124305,0.128685,9/7
Saudiarabien,SAR/SEK,SAR,SEK,1,2.5418,2.606,2.5418,2.606,9/7
Schweiz,CHF/SEK,CHF,SEK,1,11.9342,12.0462,11.9342,12.0462,9/7
Singapore,SGD/SEK,SGD,SEK,1,7.4403,7.5117,7.4403,7.5117,9/7
Storbritannien,GBP/SEK,GBP,SEK,1,12.8992,13.0393,12.8992,13.0393,9/7
Sydafrika,ZAR/SEK,ZAR,SEK,1,0.5818,0.5999,0.5818,0.5999,9/7
Sydkorea,KRW/SEK,KRW,SEK,1,0.006327,0.0065,0.006327,0.0065,9/7
Thailand,THB/SEK,THB,SEK,1,0.2864,0.2922,0.2864,0.2922,9/7
Tjeckien,CZK/SEK,CZK,SEK,1,0.452645,0.459245,0.452645,0.459245,9/7
Turkiet,TRY/SEK,TRY,SEK,1,0.1713,0.2401,0.1713,0.2401,9/7
Ungern,HUF/SEK,HUF,SEK,1,0.030534,0.031295,0.030534,0.031295,9/7
USA,USD/SEK,USD,SEK,1,9.5977,9.7327,9.5977,9.7327,9/7
