country,currency_name,currency,sell_rate,buy_rate,updated
Australien,Australiensisk dollar,AUD,6.6546,6.7893,2026-07-14
Danmark,Dansk krona,DKK,1.4646,1.4942,2026-07-14
Euro,Euro,EUR,10.9482,11.1692,2026-07-14
Hong Kong,Hongkong dollar,HKD,1.2197,1.2575,2026-07-14
Indien,Indisk rupie,INR,0.0987,0.1044,2026-07-14
Japan,Japanskt yen,JPY,0.0592,0.0604,2026-07-14
Kanada,Kanadensisk dollar,CAD,6.8005,6.9384,2026-07-14
Kina,Kinesisk yuan,CNY,1.408,1.4542,2026-07-14
Mexiko,Mexikansk peso,MXN,0.5458,0.563,2026-07-14
Norge,Norsk krona,NOK,0.981,1.0062,2026-07-14
Nya Zeeland,Nyzeeländsk dollar,NZD,5.5615,5.675,2026-07-14
Polen,Polsk zloty,PLN,2.526,2.5784,2026-07-14
Schweiz,Schweizisk franc,CHF,11.8107,12.0495,2026-07-14
Singapore,Singaporiansk dollar,SGD,7.4268,7.5775,2026-07-14
Storbritannien,Brittiskt pund,GBP,12.8372,13.0972,2026-07-14
Sydafrika,Sydafrikansk rand,ZAR,0.58,0.5982,2026-07-14
Thailand,Thailänsk bath,THB,0.2852,0.2944,2026-07-14
Tjeckien,Tjeckisk krona,CZK,0.4505,0.4598,2026-07-14
Turkiet,Turkisk lira,TRY,0.2026,0.2103,2026-07-14
Ungern,Ungersk forint,HUF,0.0303,0.0312,2026-07-14
USA,Amerikansk dollar,USD,9.6111,9.8053,2026-07-14
