pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
AED/SEK,AED,SEK,1,2.4861,2.5547,2.5547,2.4861,2026-05-28T15:40:14.749281Z,2026-05-28T15:40:14.749281Z
AUD/SEK,AUD,SEK,1,6.5632,6.6935,6.6935,6.5632,2026-05-28T15:40:14.699650Z,2026-05-28T15:40:14.699650Z
BDT/SEK,BDT,SEK,1,0.073057,0.077907,0.077907,0.073057,2026-05-28T15:40:14.746964Z,2026-05-28T15:40:14.746964Z
BHD/SEK,BHD,SEK,1,24.2185,24.8941,24.8941,24.2185,2026-05-28T15:40:14.764115Z,2026-05-28T15:40:14.764115Z
CAD/SEK,CAD,SEK,1,6.6416,6.7735,6.7735,6.6416,2026-05-28T15:40:14.728511Z,2026-05-28T15:40:14.728511Z
CHF/SEK,CHF,SEK,1,11.6882,11.9203,11.9203,11.6882,2026-05-28T15:40:14.750485Z,2026-05-28T15:40:14.750485Z
CNH/SEK,CNH,SEK,1,1.3482,1.3853,1.3853,1.3482,2026-05-28T15:40:14.758497Z,2026-05-28T15:40:14.758497Z
CNY/SEK,CNY,SEK,1,1.33868,1.39389,1.39389,1.33868,2026-05-28T15:40:14.752785Z,2026-05-28T15:40:14.752785Z
CZK/SEK,CZK,SEK,1,0.43982,0.44872,0.44872,0.43982,2026-05-28T15:40:14.762764Z,2026-05-28T15:40:14.762764Z
DKK/SEK,DKK,SEK,1,1.42931,1.45772,1.45772,1.42931,2026-05-28T15:40:14.723046Z,2026-05-28T15:40:14.723046Z
EGP/SEK,EGP,SEK,1,0.1718,0.1827,0.1827,0.1718,2026-05-28T15:40:14.749632Z,2026-05-28T15:40:14.749632Z
EUR/SEK,EUR,SEK,1,10.7155,10.928,10.928,10.7155,2026-05-28T14:06:58.559510Z,2026-05-28T14:06:58.559510Z
GBP/SEK,GBP,SEK,1,12.3169,12.5613,12.5613,12.3169,2026-05-28T15:40:14.740294Z,2026-05-28T15:40:14.740294Z
GIP/SEK,GIP,SEK,1,12.309746,12.568353,12.568353,12.309746,2026-05-28T15:40:14.827866Z,2026-05-28T15:40:14.827866Z
HKD/SEK,HKD,SEK,1,1.16564,1.19769,1.19769,1.16564,2026-05-28T15:40:14.747283Z,2026-05-28T15:40:14.747283Z
HUF/SEK,HUF,SEK,1,0.030147,0.030768,0.030768,0.030147,2026-05-28T15:40:14.772285Z,2026-05-28T15:40:14.772285Z
IDR/SEK,IDR,SEK,1,0.0005098,0.000531,0.000531,0.0005098,2026-05-28T15:40:14.751477Z,2026-05-28T15:40:14.751477Z
ILS/SEK,ILS,SEK,1,3.2377,3.3287,3.3287,3.2377,2026-05-28T15:40:14.735288Z,2026-05-28T15:40:14.735288Z
INR/SEK,INR,SEK,1,0.0948,0.09869,0.09869,0.0948,2026-05-28T15:40:14.768346Z,2026-05-28T15:40:14.768346Z
ISK/SEK,ISK,SEK,1,0.0738,0.0769,0.0769,0.0738,2026-05-28T15:40:14.735509Z,2026-05-28T15:40:14.735509Z
JPY/SEK,JPY,SEK,1,0.057559,0.058701,0.058701,0.057559,2026-05-28T15:40:14.749932Z,2026-05-28T15:40:14.749932Z
KES/SEK,KES,SEK,1,0.07,0.0731,0.0731,0.07,2026-05-28T15:40:14.771024Z,2026-05-28T15:40:14.771024Z
KRW/SEK,KRW,SEK,1,0.00608,0.006305,0.006305,0.00608,2026-05-28T15:40:14.739709Z,2026-05-28T15:40:14.739709Z
KWD/SEK,KWD,SEK,1,29.4681,30.3362,30.3362,29.4681,2026-05-28T15:40:14.741345Z,2026-05-28T15:40:14.741345Z
KZT/SEK,KZT,SEK,1,0.01873,0.019528,0.019528,0.01873,2026-05-28T15:40:14.748675Z,2026-05-28T15:40:14.748675Z
LKR/SEK,LKR,SEK,1,0.027399,0.029097,0.029097,0.027399,2026-05-28T15:40:14.738992Z,2026-05-28T15:40:14.738992Z
MAD/SEK,MAD,SEK,1,0.9881,1.0315,1.0315,0.9881,2026-05-28T15:40:14.737960Z,2026-05-28T15:40:14.737960Z
MXN/SEK,MXN,SEK,1,0.52693,0.54145,0.54145,0.52693,2026-05-28T15:40:14.739321Z,2026-05-28T15:40:14.739321Z
MYR/SEK,MYR,SEK,1,2.3016,2.3518,2.3518,2.3016,2026-05-28T15:40:14.761128Z,2026-05-28T15:40:14.761128Z
NOK/SEK,NOK,SEK,1,0.9904,1.01014,1.01014,0.9904,2026-05-28T15:40:14.761570Z,2026-05-28T15:40:14.761570Z
NZD/SEK,NZD,SEK,1,5.4341,5.5423,5.5423,5.4341,2026-05-28T15:40:14.738817Z,2026-05-28T15:40:14.738817Z
PEN/SEK,PEN,SEK,1,2.656293,2.767222,2.767222,2.656293,2026-05-28T15:40:14.821562Z,2026-05-28T15:40:14.821562Z
PHP/SEK,PHP,SEK,1,0.1472,0.1533,0.1533,0.1472,2026-05-28T15:40:14.737978Z,2026-05-28T15:40:14.737978Z
PKR/SEK,PKR,SEK,1,0.0322,0.0343,0.0343,0.0322,2026-05-28T15:40:14.738432Z,2026-05-28T15:40:14.738432Z
PLN/SEK,PLN,SEK,1,2.52595,2.57643,2.57643,2.52595,2026-05-28T15:40:14.728419Z,2026-05-28T15:40:14.728419Z
QAR/SEK,QAR,SEK,1,2.4877,2.5911,2.5911,2.4877,2026-05-28T15:40:14.825507Z,2026-05-28T15:40:14.825507Z
RON/SEK,RON,SEK,1,2.0341,2.0771,2.0771,2.0341,2026-05-28T15:40:14.750927Z,2026-05-28T15:40:14.750927Z
RSD/SEK,RSD,SEK,1,0.089945,0.093798,0.093798,0.089945,2026-05-28T15:40:14.750297Z,2026-05-28T15:40:14.750297Z
SAR/SEK,SAR,SEK,1,2.4329,2.5005,2.5005,2.4329,2026-05-28T15:40:14.763386Z,2026-05-28T15:40:14.763386Z
SGD/SEK,SGD,SEK,1,7.1828,7.3255,7.3255,7.1828,2026-05-28T15:40:14.740957Z,2026-05-28T15:40:14.740957Z
THB/SEK,THB,SEK,1,0.28028,0.28802,0.28802,0.28028,2026-05-28T15:40:14.737505Z,2026-05-28T15:40:14.737505Z
TND/SEK,TND,SEK,1,3.124,3.2781,3.2781,3.124,2026-05-28T15:40:14.742638Z,2026-05-28T15:40:14.742638Z
TRY/SEK,TRY,SEK,1,0.1977,0.2058,0.2058,0.1977,2026-05-28T15:40:14.763272Z,2026-05-28T15:40:14.763272Z
USD/SEK,USD,SEK,1,9.1675,9.3491,9.3491,9.1675,2026-05-28T15:40:14.752488Z,2026-05-28T15:40:14.752488Z
ZAR/SEK,ZAR,SEK,1,0.56372,0.57559,0.57559,0.56372,2026-05-28T15:40:14.737023Z,2026-05-28T15:40:14.737023Z
