pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,currency,name,buy_from_abroad,sell_to_abroad,mid_rate,date
AUD/SEK,AUD,SEK,1,6.59610,6.68440,AUD,Australiensiska dollar,6.59610,6.68440,6.64025,11:59:59
BRL/SEK,BRL,SEK,1,1.8087,1.9097,BRL,Brasilianska real,1.8087,1.9097,1.8592,11:59:59
CAD/SEK,CAD,SEK,1,6.66510,6.75300,CAD,Kanadensiska dollar,6.66510,6.75300,6.70905,11:59:59
CHF/SEK,CHF,SEK,1,11.75130,11.88920,CHF,Schweiziska franc,11.75130,11.88920,11.82025,11:59:59
CNY/SEK,CNY,SEK,1,1.3753,1.4059,CNY,Kinesiska yuan,1.3753,1.4059,1.3906,11:59:59
CZK/SEK,CZK,SEK,1,0.44661,0.45591,CZK,Tjeckiska koruna,0.44661,0.45591,0.45126,11:59:59
DKK/SEK,DKK,SEK,1,1.4500,1.4666,DKK,Danska kronor,1.4500,1.4666,1.4583,11:59:59
EUR/SEK,EUR,SEK,1,10.8330,10.9666,EUR,Euro,10.8330,10.9666,10.8998,11:59:59
GBP/SEK,GBP,SEK,1,12.53170,12.67740,GBP,Pound sterling,12.53170,12.67740,12.60455,11:59:59
HKD/SEK,HKD,SEK,1,1.18720,1.21170,HKD,Hong Kong dollar,1.18720,1.21170,1.19945,11:59:59
HUF/SEK,HUF,SEK,1,0.030687,0.031717,HUF,Ungerska forint,0.030687,0.031717,0.031202,11:59:59
ILS/SEK,ILS,SEK,1,3.14660,3.30510,ILS,Israelska new shekel,3.14660,3.30510,3.22585,11:59:59
INR/SEK,INR,SEK,1,0.096029,0.102675,INR,Indiska rupees,0.096029,0.102675,0.099352,11:59:59
JPY/SEK,JPY,SEK,1,0.058081,0.059111,JPY,Japanska yen,0.058081,0.059111,0.058596,11:59:59
NOK/SEK,NOK,SEK,1,0.9787,0.9935,NOK,Norska kronor,0.9787,0.9935,0.9861,11:59:59
NZD/SEK,NZD,SEK,1,5.43150,5.51960,NZD,Nya Zeeländska dollar,5.43150,5.51960,5.47555,11:59:59
PLN/SEK,PLN,SEK,1,2.53670,2.59840,PLN,Polska zloty,2.53670,2.59840,2.56755,11:59:59
SGD/SEK,SGD,SEK,1,7.28800,7.37130,SGD,Singapore dollar,7.28800,7.37130,7.32965,11:59:59
THB/SEK,THB,SEK,1,0.282320,0.295550,THB,Thailändska baht,0.282320,0.295550,0.288935,11:59:59
TRY/SEK,TRY,SEK,1,0.184880,0.220990,TRY,Turkiska lira,0.184880,0.220990,0.202935,11:59:59
USD/SEK,USD,SEK,1,9.32880,9.46210,USD,Amerikanska dollar,9.32880,9.46210,9.39545,11:59:59
ZAR/SEK,ZAR,SEK,1,0.57092,0.59132,ZAR,Sydafrikanska rand,0.57092,0.59132,0.58112,11:59:59
