pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
AED/SEK,AED,SEK,1,2.5535,2.6335,2.6335,2.5535,2026-07-31T23:34:33.835296Z,2026-07-31T23:34:33.835296Z
AUD/SEK,AUD,SEK,1,6.537,6.8508,6.8508,6.537,2026-07-31T23:34:33.704843Z,2026-07-31T23:34:33.704843Z
BDT/SEK,BDT,SEK,1,0.074478,0.080065,0.080065,0.074478,2026-07-31T23:34:33.932532Z,2026-07-31T23:34:33.932532Z
BHD/SEK,BHD,SEK,1,24.8753,25.6539,25.6539,24.8753,2026-07-31T23:34:33.983877Z,2026-07-31T23:34:33.983877Z
CAD/SEK,CAD,SEK,1,6.7017,6.9127,6.9127,6.7017,2026-07-31T23:34:33.373123Z,2026-07-31T23:34:33.373123Z
CHF/SEK,CHF,SEK,1,11.6327,11.954,11.954,11.6327,2026-07-31T23:34:33.979768Z,2026-07-31T23:34:33.979768Z
CNH/SEK,CNH,SEK,1,1.3884,1.433,1.433,1.3884,2026-07-31T23:34:33.485678Z,2026-07-31T23:34:33.485678Z
CNY/SEK,CNY,SEK,1,1.37969,1.44216,1.44216,1.37969,2026-07-31T23:34:33.637660Z,2026-07-31T23:34:33.637660Z
CZK/SEK,CZK,SEK,1,0.44451,0.46246,0.46246,0.44451,2026-07-31T23:34:33.760402Z,2026-07-31T23:34:33.760402Z
DKK/SEK,DKK,SEK,1,1.45182,1.48532,1.48532,1.45182,2026-07-31T23:34:33.764772Z,2026-07-31T23:34:33.764772Z
EGP/SEK,EGP,SEK,1,0.1802,0.1923,0.1923,0.1802,2026-07-31T23:34:33.761512Z,2026-07-31T23:34:33.761512Z
EUR/SEK,EUR,SEK,1,10.854,11.1014,11.1014,10.854,2026-07-31T22:05:39.508315Z,2026-07-31T22:05:39.508315Z
GBP/SEK,GBP,SEK,1,12.6646,13.0225,13.0225,12.6646,2026-07-31T23:34:33.648150Z,2026-07-31T23:34:33.648150Z
GIP/SEK,GIP,SEK,1,12.679954,13.006327,13.006327,12.679954,2026-07-31T23:34:33.491907Z,2026-07-31T23:34:33.491907Z
HKD/SEK,HKD,SEK,1,1.19539,1.23378,1.23378,1.19539,2026-07-31T23:34:33.633788Z,2026-07-31T23:34:33.633788Z
HUF/SEK,HUF,SEK,1,0.029503,0.030647,0.030647,0.029503,2026-07-31T23:34:33.318929Z,2026-07-31T23:34:33.318929Z
IDR/SEK,IDR,SEK,1,0.0005174,0.000541,0.000541,0.0005174,2026-07-31T23:34:33.652179Z,2026-07-31T23:34:33.652179Z
ILS/SEK,ILS,SEK,1,3.0163,3.1922,3.1922,3.0163,2026-07-31T23:34:33.643941Z,2026-07-31T23:34:33.643941Z
INR/SEK,INR,SEK,1,0.09768,0.10204,0.10204,0.09768,2026-07-31T23:34:33.765804Z,2026-07-31T23:34:33.765804Z
ISK/SEK,ISK,SEK,1,0.0755,0.0791,0.0791,0.0755,2026-07-31T23:34:33.476911Z,2026-07-31T23:34:33.476911Z
JPY/SEK,JPY,SEK,1,0.059765,0.061241,0.061241,0.059765,2026-07-31T23:34:33.708727Z,2026-07-31T23:34:33.708727Z
KES/SEK,KES,SEK,1,0.072,0.0753,0.0753,0.072,2026-07-31T23:34:33.579144Z,2026-07-31T23:34:33.579144Z
KRW/SEK,KRW,SEK,1,0.006466,0.006771,0.006771,0.006466,2026-07-31T23:34:33.583082Z,2026-07-31T23:34:33.583082Z
KWD/SEK,KWD,SEK,1,30.2447,31.2698,31.2698,30.2447,2026-07-31T23:34:33.327893Z,2026-07-31T23:34:33.327893Z
KZT/SEK,KZT,SEK,1,0.019631,0.020549,0.020549,0.019631,2026-07-31T23:34:33.377486Z,2026-07-31T23:34:33.377486Z
LKR/SEK,LKR,SEK,1,0.027468,0.029293,0.029293,0.027468,2026-07-31T23:34:33.574374Z,2026-07-31T23:34:33.574374Z
MAD/SEK,MAD,SEK,1,0.9982,1.0443,1.0443,0.9982,2026-07-31T23:34:33.987895Z,2026-07-31T23:34:33.987895Z
MXN/SEK,MXN,SEK,1,0.52984,0.55892,0.55892,0.52984,2026-07-31T23:34:33.642240Z,2026-07-31T23:34:33.642240Z
MYR/SEK,MYR,SEK,1,2.3023,2.3609,2.3609,2.3023,2026-07-31T23:34:33.936270Z,2026-07-31T23:34:33.936270Z
NOK/SEK,NOK,SEK,1,0.99215,1.01908,1.01908,0.99215,2026-07-31T23:34:33.581911Z,2026-07-31T23:34:33.581911Z
NZD/SEK,NZD,SEK,1,5.5217,5.684,5.684,5.5217,2026-07-31T23:34:33.769499Z,2026-07-31T23:34:33.769499Z
PEN/SEK,PEN,SEK,1,2.741076,2.864798,2.864798,2.741076,2026-07-31T23:34:33.478579Z,2026-07-31T23:34:33.478579Z
