country,pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,buy_rate,sell_rate,date
Australien,AUD/SEK,AUD,SEK,1,6.5819,6.662,6.5819,6.662,17/6
Danmark,DKK/SEK,DKK,SEK,1,1.448015,1.464015,1.448015,1.464015,17/6
Euro,EUR/SEK,EUR,SEK,1,10.81365,10.95365,10.81365,10.95365,17/6
Hongkong,HKD/SEK,HKD,SEK,1,1.1842,1.2105,1.1842,1.2105,17/6
Indien,INR/SEK,INR,SEK,1,0.096219,0.10242,0.096219,0.10242,17/6
Indonesien,IDR/SEK,IDR,SEK,1,0.000515,0.000548,0.000515,0.000548,17/6
Island,ISK/SEK,ISK,SEK,1,0.0752,0.07554,0.0752,0.07554,17/6
Japan,JPY/SEK,JPY,SEK,1,0.058079,0.05902,0.058079,0.05902,17/6
Kanada,CAD/SEK,CAD,SEK,1,6.6579,6.7439,6.6579,6.7439,17/6
Kina,CNY/SEK,CNY,SEK,1,1.3782,1.3983,1.3782,1.3983,17/6
Malaysia,MYR/SEK,MYR,SEK,1,2.293152,2.323152,2.293152,2.323152,17/6
Marocko,MAD/SEK,MAD,SEK,1,0.9972,1.0319,0.9972,1.0319,17/6
Mexiko,MXN/SEK,MXN,SEK,1,0.5374,0.5514,0.5374,0.5514,17/6
Norge,NOK/SEK,NOK,SEK,1,0.981555,0.994555,0.981555,0.994555,17/6
Nya Zeeland,NZD/SEK,NZD,SEK,1,5.4148,5.4969,5.4148,5.4969,17/6
Polen,PLN/SEK,PLN,SEK,1,2.547,2.5871,2.547,2.5871,17/6
Ryssland,RUB/SEK,RUB,SEK,1,0.126275,0.130655,0.126275,0.130655,17/6
Saudiarabien,SAR/SEK,SAR,SEK,1,2.4676,2.5318,2.4676,2.5318,17/6
Schweiz,CHF/SEK,CHF,SEK,1,11.7928,11.9048,11.7928,11.9048,17/6
Singapore,SGD/SEK,SGD,SEK,1,7.2785,7.35,7.2785,7.35,17/6
Storbritannien,GBP/SEK,GBP,SEK,1,12.5122,12.6523,12.5122,12.6523,17/6
Sydafrika,ZAR/SEK,ZAR,SEK,1,0.5687,0.5868,0.5687,0.5868,17/6
Sydkorea,KRW/SEK,KRW,SEK,1,0.006056,0.006228,0.006056,0.006228,17/6
Thailand,THB/SEK,THB,SEK,1,0.2851,0.2909,0.2851,0.2909,17/6
Tjeckien,CZK/SEK,CZK,SEK,1,0.447125,0.453725,0.447125,0.453725,17/6
Turkiet,TRY/SEK,TRY,SEK,1,0.1675,0.2363,0.1675,0.2363,17/6
Ungern,HUF/SEK,HUF,SEK,1,0.030729,0.031491,0.030729,0.031491,17/6
USA,USD/SEK,USD,SEK,1,9.3134,9.4484,9.3134,9.4484,17/6
