country,pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,buy_rate,sell_rate,date
Australien,AUD/SEK,AUD,SEK,1,6.6716,6.7517,6.6716,6.7517,1/7
Danmark,DKK/SEK,DKK,SEK,1,1.477485,1.493485,1.477485,1.493485,1/7
Euro,EUR/SEK,EUR,SEK,1,11.0333,11.1733,11.0333,11.1733,1/7
Hongkong,HKD/SEK,HKD,SEK,1,1.2282,1.2545,1.2282,1.2545,1/7
Indien,INR/SEK,INR,SEK,1,0.099374,0.105574,0.099374,0.105574,1/7
Indonesien,IDR/SEK,IDR,SEK,1,0.000529,0.000562,0.000529,0.000562,1/7
Island,ISK/SEK,ISK,SEK,1,0.077047,0.077387,0.077047,0.077387,1/7
Japan,JPY/SEK,JPY,SEK,1,0.059391,0.060331,0.059391,0.060331,1/7
Kanada,CAD/SEK,CAD,SEK,1,6.8041,6.8901,6.8041,6.8901,1/7
Kina,CNY/SEK,CNY,SEK,1,1.4231,1.4432,1.4231,1.4432,1/7
Malaysia,MYR/SEK,MYR,SEK,1,2.363069,2.393069,2.363069,2.393069,1/7
Marocko,MAD/SEK,MAD,SEK,1,1.0182,1.0528,1.0182,1.0528,1/7
Mexiko,MXN/SEK,MXN,SEK,1,0.5486,0.5627,0.5486,0.5627,1/7
Norge,NOK/SEK,NOK,SEK,1,0.972455,0.985455,0.972455,0.985455,1/7
Nya Zeeland,NZD/SEK,NZD,SEK,1,5.4859,5.5679,5.4859,5.5679,1/7
Polen,PLN/SEK,PLN,SEK,1,2.5611,2.6012,2.5611,2.6012,1/7
Ryssland,RUB/SEK,RUB,SEK,1,0.121515,0.125895,0.121515,0.125895,1/7
Saudiarabien,SAR/SEK,SAR,SEK,1,2.559,2.6232,2.559,2.6232,1/7
Schweiz,CHF/SEK,CHF,SEK,1,11.96815,12.08015,11.96815,12.08015,1/7
Singapore,SGD/SEK,SGD,SEK,1,7.4766,7.5481,7.4766,7.5481,1/7
Storbritannien,GBP/SEK,GBP,SEK,1,12.829,12.969,12.829,12.969,1/7
Sydafrika,ZAR/SEK,ZAR,SEK,1,0.5841,0.6022,0.5841,0.6022,1/7
Sydkorea,KRW/SEK,KRW,SEK,1,0.006183,0.006355,0.006183,0.006355,1/7
Thailand,THB/SEK,THB,SEK,1,0.289,0.2948,0.289,0.2948,1/7
Tjeckien,CZK/SEK,CZK,SEK,1,0.454185,0.460785,0.454185,0.460785,1/7
Turkiet,TRY/SEK,TRY,SEK,1,0.174,0.2429,0.174,0.2429,1/7
Ungern,HUF/SEK,HUF,SEK,1,0.030792,0.031553,0.030792,0.031553,1/7
USA,USD/SEK,USD,SEK,1,9.6695,9.8045,9.6695,9.8045,1/7
