pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
AED/SEK,AED,SEK,1,2.6028,2.6748,2.6748,2.6028,2026-07-14T08:29:21.057539Z,2026-07-14T08:29:21.057539Z
AUD/SEK,AUD,SEK,1,6.6619,6.7941,6.7941,6.6619,2026-07-14T08:13:48.893178Z,2026-07-14T08:13:48.893178Z
BDT/SEK,BDT,SEK,1,0.075995,0.081229,0.081229,0.075995,2026-07-14T08:29:21.051531Z,2026-07-14T08:29:21.051531Z
BHD/SEK,BHD,SEK,1,25.3534,26.0611,26.0611,25.3534,2026-07-14T08:29:21.065511Z,2026-07-14T08:29:21.065511Z
CAD/SEK,CAD,SEK,1,6.8096,6.9446,6.9446,6.8096,2026-07-14T08:13:48.894724Z,2026-07-14T08:13:48.894724Z
CHF/SEK,CHF,SEK,1,11.8107,12.0451,12.0451,11.8107,2026-07-14T08:13:48.908896Z,2026-07-14T08:13:48.908896Z
CNH/SEK,CNH,SEK,1,1.4111,1.4498,1.4498,1.4111,2026-07-14T08:13:48.879619Z,2026-07-14T08:13:48.879619Z
CNY/SEK,CNY,SEK,1,1.40056,1.45898,1.45898,1.40056,2026-07-14T08:29:21.052507Z,2026-07-14T08:29:21.052507Z
CZK/SEK,CZK,SEK,1,0.45036,0.45946,0.45946,0.45036,2026-07-14T08:13:48.904433Z,2026-07-14T08:13:48.904433Z
DKK/SEK,DKK,SEK,1,1.46408,1.49313,1.49313,1.46408,2026-07-14T08:13:48.878555Z,2026-07-14T08:13:48.878555Z
EGP/SEK,EGP,SEK,1,0.1857,0.1976,0.1976,0.1857,2026-07-14T08:29:21.063056Z,2026-07-14T08:29:21.063056Z
EUR/SEK,EUR,SEK,1,10.9413,11.1582,11.1582,10.9413,2026-07-14T08:09:39.592418Z,2026-07-14T08:09:39.592418Z
GBP/SEK,GBP,SEK,1,12.828,13.0824,13.0824,12.828,2026-07-14T08:13:48.913076Z,2026-07-14T08:13:48.913076Z
GIP/SEK,GIP,SEK,1,12.813956,13.085119,13.085119,12.813956,2026-07-14T08:29:21.071254Z,2026-07-14T08:29:21.071254Z
HKD/SEK,HKD,SEK,1,1.21971,1.25343,1.25343,1.21971,2026-07-14T08:29:21.084308Z,2026-07-14T08:29:21.084308Z
HUF/SEK,HUF,SEK,1,0.030342,0.030961,0.030961,0.030342,2026-07-14T08:13:48.909957Z,2026-07-14T08:13:48.909957Z
IDR/SEK,IDR,SEK,1,0.0005249,0.0005466,0.0005466,0.0005249,2026-07-14T08:29:21.096703Z,2026-07-14T08:29:21.096703Z
ILS/SEK,ILS,SEK,1,3.1658,3.2549,3.2549,3.1658,2026-07-14T08:29:21.070120Z,2026-07-14T08:29:21.070120Z
INR/SEK,INR,SEK,1,0.09877,0.10283,0.10283,0.09877,2026-07-14T08:29:21.074667Z,2026-07-14T08:29:21.074667Z
ISK/SEK,ISK,SEK,1,0.0755,0.0787,0.0787,0.0755,2026-07-14T08:29:21.050176Z,2026-07-14T08:29:21.050176Z
JPY/SEK,JPY,SEK,1,0.059142,0.060314,0.060314,0.059142,2026-07-14T08:13:48.908422Z,2026-07-14T08:13:48.908422Z
KES/SEK,KES,SEK,1,0.0734,0.0766,0.0766,0.0734,2026-07-14T08:29:21.083563Z,2026-07-14T08:29:21.083563Z
KRW/SEK,KRW,SEK,1,0.006369,0.006606,0.006606,0.006369,2026-07-14T08:29:21.095668Z,2026-07-14T08:29:21.095668Z
KWD/SEK,KWD,SEK,1,30.8413,31.7338,31.7338,30.8413,2026-07-14T08:29:21.060770Z,2026-07-14T08:29:21.060770Z
KZT/SEK,KZT,SEK,1,0.020219,0.021063,0.021063,0.020219,2026-07-14T08:29:21.047868Z,2026-07-14T08:29:21.047868Z
LKR/SEK,LKR,SEK,1,0.027977,0.029718,0.029718,0.027977,2026-07-14T08:29:21.094383Z,2026-07-14T08:29:21.094383Z
MAD/SEK,MAD,SEK,1,1.0173,1.0599,1.0599,1.0173,2026-07-14T08:29:21.090167Z,2026-07-14T08:29:21.090167Z
MXN/SEK,MXN,SEK,1,0.54618,0.56125,0.56125,0.54618,2026-07-14T08:13:48.894754Z,2026-07-14T08:13:48.894754Z
MYR/SEK,MYR,SEK,1,2.3517,2.4033,2.4033,2.3517,2026-07-14T08:29:21.089206Z,2026-07-14T08:29:21.089206Z
NOK/SEK,NOK,SEK,1,0.98399,1.00356,1.00356,0.98399,2026-07-14T08:13:48.893979Z,2026-07-14T08:13:48.893979Z
NZD/SEK,NZD,SEK,1,5.5629,5.6735,5.6735,5.5629,2026-07-14T08:13:48.876869Z,2026-07-14T08:13:48.876869Z
PEN/SEK,PEN,SEK,1,2.787969,2.904239,2.904239,2.787969,2026-07-14T08:29:21.078301Z,2026-07-14T08:29:21.078301Z
PHP/SEK,PHP,SEK,1,0.1539,0.1603,0.1603,0.1539,2026-07-14T08:29:21.109422Z,2026-07-14T08:29:21.109422Z
PKR/SEK,PKR,SEK,1,0.0338,0.0359,0.0359,0.0338,2026-07-14T08:29:21.100483Z,2026-07-14T08:29:21.100483Z
PLN/SEK,PLN,SEK,1,2.52114,2.57134,2.57134,2.52114,2026-07-14T08:13:48.907425Z,2026-07-14T08:13:48.907425Z
QAR/SEK,QAR,SEK,1,2.6048,2.7124,2.7124,2.6048,2026-07-14T08:29:21.049276Z,2026-07-14T08:29:21.049276Z
RON/SEK,RON,SEK,1,2.0882,2.1305,2.1305,2.0882,2026-07-14T08:29:21.056601Z,2026-07-14T08:29:21.056601Z
RSD/SEK,RSD,SEK,1,0.092181,0.09615,0.09615,0.092181,2026-07-14T08:29:21.047580Z,2026-07-14T08:29:21.047580Z
SAR/SEK,SAR,SEK,1,2.5467,2.6171,2.6171,2.5467,2026-07-14T08:13:48.899470Z,2026-07-14T08:13:48.899470Z
SGD/SEK,SGD,SEK,1,7.4256,7.5728,7.5728,7.4256,2026-07-14T08:13:48.878721Z,2026-07-14T08:13:48.878721Z
THB/SEK,THB,SEK,1,0.28517,0.29307,0.29307,0.28517,2026-07-14T08:29:21.064494Z,2026-07-14T08:29:21.064494Z
TND/SEK,TND,SEK,1,3.203,3.3493,3.3493,3.203,2026-07-14T08:29:21.079289Z,2026-07-14T08:29:21.079289Z
TRY/SEK,TRY,SEK,1,0.202,0.2103,0.2103,0.202,2026-07-14T08:13:48.877409Z,2026-07-14T08:13:48.877409Z
USD/SEK,USD,SEK,1,9.602,9.7921,9.7921,9.602,2026-07-14T08:13:48.895641Z,2026-07-14T08:13:48.895641Z
ZAR/SEK,ZAR,SEK,1,0.5817,0.59394,0.59394,0.5817,2026-07-14T08:13:48.877887Z,2026-07-14T08:13:48.877887Z
