pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,currency,name,buy_from_abroad,sell_to_abroad,mid_rate,date
AUD/SEK,AUD,SEK,1,6.63220,6.72010,AUD,Australiensiska dollar,6.63220,6.72010,6.67615,11:59:59
BRL/SEK,BRL,SEK,1,1.7988,1.8996,BRL,Brasilianska real,1.7988,1.8996,1.8492,11:59:59
CAD/SEK,CAD,SEK,1,6.6667,6.7541,CAD,Kanadensiska dollar,6.6667,6.7541,6.7104,11:59:59
CHF/SEK,CHF,SEK,1,11.7592,11.8940,CHF,Schweiziska franc,11.7592,11.8940,11.8266,11:59:59
CNY/SEK,CNY,SEK,1,1.3589,1.3895,CNY,Kinesiska yuan,1.3589,1.3895,1.3742,11:59:59
CZK/SEK,CZK,SEK,1,0.44121,0.45049,CZK,Tjeckiska koruna,0.44121,0.45049,0.44585,11:59:59
DKK/SEK,DKK,SEK,1,1.43970,1.45620,DKK,Danska kronor,1.43970,1.45620,1.44795,11:59:59
EUR/SEK,EUR,SEK,1,10.7551,10.8881,EUR,Euro,10.7551,10.8881,10.8216,11:59:59
GBP/SEK,GBP,SEK,1,12.44760,12.59190,GBP,Pound sterling,12.44760,12.59190,12.51975,11:59:59
HKD/SEK,HKD,SEK,1,1.17360,1.19810,HKD,Hong Kong dollar,1.17360,1.19810,1.18585,11:59:59
HUF/SEK,HUF,SEK,1,0.0299800,0.0310010,HUF,Ungerska forint,0.0299800,0.0310010,0.0304905,11:59:59
ILS/SEK,ILS,SEK,1,3.21630,3.37480,ILS,Israelska new shekel,3.21630,3.37480,3.29555,11:59:59
INR/SEK,INR,SEK,1,0.094239,0.100877,INR,Indiska rupees,0.094239,0.100877,0.097558,11:59:59
JPY/SEK,JPY,SEK,1,0.0576740,0.0586950,JPY,Japanska yen,0.0576740,0.0586950,0.0581845,11:59:59
NOK/SEK,NOK,SEK,1,0.99510,1.00980,NOK,Norska kronor,0.99510,1.00980,1.00245,11:59:59
NZD/SEK,NZD,SEK,1,5.4669,5.5545,NZD,Nya Zeeländska dollar,5.4669,5.5545,5.5107,11:59:59
PLN/SEK,PLN,SEK,1,2.52550,2.58680,PLN,Polska zloty,2.52550,2.58680,2.55615,11:59:59
SGD/SEK,SGD,SEK,1,7.22900,7.31170,SGD,Singapore dollar,7.22900,7.31170,7.27035,11:59:59
THB/SEK,THB,SEK,1,0.27874,0.29194,THB,Thailändska baht,0.27874,0.29194,0.28534,11:59:59
TRY/SEK,TRY,SEK,1,0.18431,0.22041,TRY,Turkiska lira,0.18431,0.22041,0.20236,11:59:59
USD/SEK,USD,SEK,1,9.22800,9.36070,USD,Amerikanska dollar,9.22800,9.36070,9.29435,11:59:59
ZAR/SEK,ZAR,SEK,1,0.563290,0.583680,ZAR,Sydafrikanska rand,0.563290,0.583680,0.573485,11:59:59
