updated,country,pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,buy_rate,sell_rate,change,settlement_price,unit,buy_rate_per_unit,sell_rate_per_unit
28.05.2026 09:00,Norge,NOK/SEK,NOK,SEK,100,0.9953,1.0093,99.53,100.93,0.34,100.23,100.0,0.9953,1.0093
28.05.2026 09:00,USA,USD/SEK,USD,SEK,1,9.2526,9.3586,9.2526,9.3586,0.0285,9.3056,1.0,9.2526,9.3586
28.05.2026 09:00,Europeiska unionen,EUR/SEK,EUR,SEK,1,10.7435,10.8685,10.7435,10.8685,0.001,10.806,1.0,10.7435,10.8685
28.05.2026 09:00,Danmark,DKK/SEK,DKK,SEK,100,1.4388999999999998,1.4539,143.89,145.39,0.07,144.64,100.0,1.4388999999999998,1.4539
28.05.2026 09:00,Storbritannien,GBP/SEK,GBP,SEK,1,12.3999,12.5459,12.3999,12.5459,-0.0096,12.4729,1.0,12.3999,12.5459
28.05.2026 09:00,Schweiz,CHF/SEK,CHF,SEK,100,11.7599,11.8719,1175.99,1187.19,-0.64,1181.59,100.0,11.7599,11.8719
28.05.2026 09:00,Japan,JPY/SEK,JPY,SEK,100,0.057839999999999996,0.05884,5.784,5.884,0.0131,5.834,100.0,0.057839999999999996,0.05884
28.05.2026 09:00,Arabemirater,AED/SEK,AED,SEK,1,2.5127,2.5567,2.5127,2.5567,0.008,2.5347,1.0,2.5127,2.5567
28.05.2026 09:00,Australien,AUD/SEK,AUD,SEK,1,6.5868,6.6718,6.5868,6.6718,0.0001,6.6293,1.0,6.5868,6.6718
28.05.2026 09:00,Bahrain,BHD/SEK,BHD,SEK,1,24.5128,24.9128,24.5128,24.9128,0.0756,24.7128,1.0,24.5128,24.9128
28.05.2026 09:00,Botswana,BWP/SEK,BWP,SEK,1,0.7132,0.7432,0.7132,0.7432,-0.0001,0.7282,1.0,0.7132,0.7432
28.05.2026 09:00,Filippinerna,PHP/SEK,PHP,SEK,100,0.1485,0.1539,14.85,15.39,0.0,15.12,100.0,0.1485,0.1539
28.05.2026 09:00,Hong Kong,HKD/SEK,HKD,SEK,1,1.176,1.2,1.176,1.2,0.004,1.188,1.0,1.176,1.2
28.05.2026 09:00,Indien,INR/SEK,INR,SEK,1,0.0952,0.0996,0.0952,0.0996,0.0005,0.0974,1.0,0.0952,0.0996
28.05.2026 09:00,Indonesien,IDR/SEK,IDR,SEK,100,0.000512,0.000536,0.0512,0.0536,0.0001,0.0524,100.0,0.000512,0.000536
28.05.2026 09:00,Island,ISK/SEK,ISK,SEK,100,0.074474,0.077074,7.4474,7.7074,0.0022,7.5774,100.0,0.074474,0.077074
28.05.2026 09:00,Israel,ILS/SEK,ILS,SEK,1,3.2695,3.3295,3.2695,3.3295,0.024,3.2995,1.0,3.2695,3.3295
28.05.2026 09:00,Kanada,CAD/SEK,CAD,SEK,1,6.6741,6.7641,6.6741,6.7641,0.0054,6.7191,1.0,6.6741,6.7641
28.05.2026 09:00,Kenya,KES/SEK,KES,SEK,100,0.070837,0.073837,7.0837,7.3837,0.0278,7.2337,100.0,0.070837,0.073837
28.05.2026 09:00,Kina,CNH/SEK,CNH,SEK,100,1.3571,1.3871,135.71,138.71,0.42,137.21,100.0,1.3571,1.3871
28.05.2026 09:00,Kina,CNY/SEK,CNY,SEK,100,1.358,1.3880000000000001,135.8,138.8,0.43,137.3,100.0,1.358,1.3880000000000001
28.05.2026 09:00,Kuwait,KWD/SEK,KWD,SEK,1,30.1907,30.6907,30.1907,30.6907,0.0933,30.4407,1.0,30.1907,30.6907
28.05.2026 09:00,Marocko,MAD/SEK,MAD,SEK,100,0.9934999999999999,1.0375,99.35,103.75,0.33,101.55,100.0,0.9934999999999999,1.0375
28.05.2026 09:00,Mexiko,MXN/SEK,MXN,SEK,100,0.5285,0.5425,52.85,54.25,-0.12,53.55,100.0,0.5285,0.5425
28.05.2026 09:00,Nya Zeeland,NZD/SEK,NZD,SEK,1,5.4389,5.5209,5.4389,5.5209,0.0297,5.4799,1.0,5.4389,5.5209
28.05.2026 09:00,Oman,OMR/SEK,OMR,SEK,1,24.0,24.4,24.0,24.4,0.07,24.2,1.0,24.0,24.4
28.05.2026 09:00,Pakistan,PKR/SEK,PKR,SEK,1,0.0327,0.0343,0.0327,0.0343,0.0001,0.0335,1.0,0.0327,0.0343
28.05.2026 09:00,Polen,PLN/SEK,PLN,SEK,100,2.5306,2.5756,253.06,257.56,0.29,255.31,100.0,2.5306,2.5756
28.05.2026 09:00,Qatar,QAR/SEK,QAR,SEK,1,2.5352,2.5792,2.5352,2.5792,0.009,2.5572,1.0,2.5352,2.5792
28.05.2026 09:00,Rum‰nien,RON/SEK,RON,SEK,100,2.0378,2.0898,203.78,208.98,-0.1,206.38,100.0,2.0378,2.0898
28.05.2026 09:00,Saudiarabien,SAR/SEK,SAR,SEK,1,2.4603,2.5003,2.4603,2.5003,0.0076,2.4803,1.0,2.4603,2.5003
28.05.2026 09:00,Singapore,SGD/SEK,SGD,SEK,1,7.2337,7.3177,7.2337,7.3177,0.0212,7.2757,1.0,7.2337,7.3177
28.05.2026 09:00,Sri Lanka,LKR/SEK,LKR,SEK,100,0.0276,0.0292,2.76,2.92,-0.02,2.84,100.0,0.0276,0.0292
28.05.2026 09:00,Sydafrika,ZAR/SEK,ZAR,SEK,1,0.5526,0.5786,0.5526,0.5786,-0.0009,0.5656,1.0,0.5526,0.5786
28.05.2026 09:00,Sydkorea,KRW/SEK,KRW,SEK,100,0.006096000000000001,0.006296,0.6096,0.6296,0.0009,0.6196,100.0,0.006096000000000001,0.006296
28.05.2026 09:00,Tanzania,TZS/SEK,TZS,SEK,100,0.0034960000000000004,0.003636,0.3496,0.3636,-0.0007,0.3566,100.0,0.0034960000000000004,0.003636
28.05.2026 09:00,Thailand,THB/SEK,THB,SEK,100,0.2814,0.2884,28.14,28.84,0.02,28.49,100.0,0.2814,0.2884
28.05.2026 09:00,Tjeckien,CZK/SEK,CZK,SEK,100,0.4414,0.44799999999999995,44.14,44.8,-0.05,44.47,100.0,0.4414,0.44799999999999995
28.05.2026 09:00,Tunisien,TND/SEK,TND,SEK,1,3.1824,3.2824,3.1824,3.2824,0.0018,3.2324,1.0,3.1824,3.2824
28.05.2026 09:00,Turkiet,TRY/SEK,TRY,SEK,100,0.1978,0.2078,19.78,20.78,0.06,20.28,100.0,0.1978,0.2078
28.05.2026 09:00,Ungern,HUF/SEK,HUF,SEK,100,0.03007,0.03077,3.007,3.077,0.0015,3.042,100.0,0.03007,0.03077
