pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
AED/SEK,AED,SEK,1,2.591,2.6621,2.6621,2.591,2026-07-17T07:48:10.585042Z,2026-07-17T07:48:10.585042Z
AUD/SEK,AUD,SEK,1,6.6662,6.7984,6.7984,6.6662,2026-07-17T09:11:47.567566Z,2026-07-17T09:11:47.567566Z
BDT/SEK,BDT,SEK,1,0.075612,0.081034,0.081034,0.075612,2026-07-17T07:48:10.594217Z,2026-07-17T07:48:10.594217Z
BHD/SEK,BHD,SEK,1,25.2392,25.9371,25.9371,25.2392,2026-07-17T07:48:10.598457Z,2026-07-17T07:48:10.598457Z
CAD/SEK,CAD,SEK,1,6.8168,6.9519,6.9519,6.8168,2026-07-17T09:11:47.521167Z,2026-07-17T09:11:47.521167Z
CHF/SEK,CHF,SEK,1,11.8566,12.0917,12.0917,11.8566,2026-07-17T09:11:47.605778Z,2026-07-17T09:11:47.605778Z
CNH/SEK,CNH,SEK,1,1.4055,1.4441,1.4441,1.4055,2026-07-17T09:11:47.585481Z,2026-07-17T09:11:47.585481Z
CNY/SEK,CNY,SEK,1,1.39481,1.45232,1.45232,1.39481,2026-07-17T07:48:10.593502Z,2026-07-17T07:48:10.593502Z
CZK/SEK,CZK,SEK,1,0.45213,0.46127,0.46127,0.45213,2026-07-17T09:11:47.583423Z,2026-07-17T09:11:47.583423Z
DKK/SEK,DKK,SEK,1,1.46386,1.49291,1.49291,1.46386,2026-07-17T09:11:47.519139Z,2026-07-17T09:11:47.519139Z
EGP/SEK,EGP,SEK,1,0.185,0.1967,0.1967,0.185,2026-07-17T07:48:10.592810Z,2026-07-17T07:48:10.592810Z
EUR/SEK,EUR,SEK,1,10.9348,11.1518,11.1518,10.9348,2026-07-17T08:11:15.309233Z,2026-07-17T08:11:15.309233Z
GBP/SEK,GBP,SEK,1,12.8587,13.1135,13.1135,12.8587,2026-07-17T09:11:47.608799Z,2026-07-17T09:11:47.608799Z
GIP/SEK,GIP,SEK,1,12.856556,13.126275,13.126275,12.856556,2026-07-17T07:48:10.644679Z,2026-07-17T07:48:10.644679Z
HKD/SEK,HKD,SEK,1,1.21411,1.24745,1.24745,1.21411,2026-07-17T07:34:37.595397Z,2026-07-17T07:34:37.595397Z
HUF/SEK,HUF,SEK,1,0.030158,0.030769,0.030769,0.030158,2026-07-17T09:11:47.608022Z,2026-07-17T09:11:47.608022Z
IDR/SEK,IDR,SEK,1,0.0005279,0.00055,0.00055,0.0005279,2026-07-17T07:48:10.598849Z,2026-07-17T07:48:10.598849Z
