country,currency_name,currency,sell_rate,buy_rate,updated
Australien,Australiensisk dollar,AUD,6.589,6.6865,2026-06-16
Danmark,Dansk krona,DKK,1.4475,1.469,2026-06-16
Euro,Euro,EUR,10.8197,10.9793,2026-06-16
Hong Kong,Hongkong dollar,HKD,1.1837,1.2141,2026-06-16
Indien,Indisk rupie,INR,0.0967,0.1019,2026-06-16
Japan,Japanskt yen,JPY,0.0581,0.059,2026-06-16
Kanada,Kanadensisk dollar,CAD,6.6574,6.7564,2026-06-16
Kina,Kinesisk yuan,CNY,1.371,1.4087,2026-06-16
Mexiko,Mexikansk peso,MXN,0.5393,0.5532,2026-06-16
Norge,Norsk krona,NOK,0.9784,0.9929,2026-06-16
Nya Zeeland,Nyzeeländsk dollar,NZD,5.4309,5.5121,2026-06-16
Polen,Polsk zloty,PLN,2.5467,2.5862,2026-06-16
Schweiz,Schweizisk franc,CHF,11.7323,11.9063,2026-06-16
Singapore,Singaporiansk dollar,SGD,7.2735,7.3817,2026-06-16
Storbritannien,Brittiskt pund,GBP,12.5132,12.6992,2026-06-16
Sydafrika,Sydafrikansk rand,ZAR,0.5735,0.5885,2026-06-16
Thailand,Thailänsk bath,THB,0.2851,0.2928,2026-06-16
Tjeckien,Tjeckisk krona,CZK,0.4477,0.4545,2026-06-16
Turkiet,Turkisk lira,TRY,0.2001,0.2053,2026-06-16
Ungern,Ungersk forint,HUF,0.0308,0.0316,2026-06-16
USA,Amerikansk dollar,USD,9.3217,9.4597,2026-06-16
