pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,currency,name,buy_from_abroad,sell_to_abroad,mid_rate,date
AUD/SEK,AUD,SEK,1,6.67330,6.76280,AUD,Australiensiska dollar,6.67330,6.76280,6.71805,11:59:59
BRL/SEK,BRL,SEK,1,1.8294,1.9302,BRL,Brasilianska real,1.8294,1.9302,1.8798,11:59:59
CAD/SEK,CAD,SEK,1,6.78590,6.87420,CAD,Kanadensiska dollar,6.78590,6.87420,6.83005,11:59:59
CHF/SEK,CHF,SEK,1,11.9316,12.0696,CHF,Schweiziska franc,11.9316,12.0696,12.0006,11:59:59
CNY/SEK,CNY,SEK,1,1.4099,1.4407,CNY,Kinesiska yuan,1.4099,1.4407,1.4253,11:59:59
CZK/SEK,CZK,SEK,1,0.45168,0.46100,CZK,Tjeckiska koruna,0.45168,0.46100,0.45634,11:59:59
DKK/SEK,DKK,SEK,1,1.4724,1.4890,DKK,Danska kronor,1.4724,1.4890,1.4807,11:59:59
EUR/SEK,EUR,SEK,1,11.0020,11.1356,EUR,Euro,11.0020,11.1356,11.0688,11:59:59
GBP/SEK,GBP,SEK,1,12.9145,13.0611,GBP,Pound sterling,12.9145,13.0611,12.9878,11:59:59
HKD/SEK,HKD,SEK,1,1.22340,1.24790,HKD,Hong Kong dollar,1.22340,1.24790,1.23565,11:59:59
HUF/SEK,HUF,SEK,1,0.0303840,0.0314130,HUF,Ungerska forint,0.0303840,0.0314130,0.0308985,11:59:59
ILS/SEK,ILS,SEK,1,3.11800,3.27650,ILS,Israelska new shekel,3.11800,3.27650,3.19725,11:59:59
INR/SEK,INR,SEK,1,0.09820,0.10486,INR,Indiska rupees,0.09820,0.10486,0.10153,11:59:59
JPY/SEK,JPY,SEK,1,0.0591090,0.0601420,JPY,Japanska yen,0.0591090,0.0601420,0.0596255,11:59:59
NOK/SEK,NOK,SEK,1,0.98520,0.99990,NOK,Norska kronor,0.98520,0.99990,0.99255,11:59:59
NZD/SEK,NZD,SEK,1,5.5098,5.5990,NZD,Nya Zeeländska dollar,5.5098,5.5990,5.5544,11:59:59
PLN/SEK,PLN,SEK,1,2.5380,2.5998,PLN,Polska zloty,2.5380,2.5998,2.5689,11:59:59
SGD/SEK,SGD,SEK,1,7.4483,7.5317,SGD,Singapore dollar,7.4483,7.5317,7.4900,11:59:59
THB/SEK,THB,SEK,1,0.283070,0.296300,THB,Thailändska baht,0.283070,0.296300,0.289685,11:59:59
TRY/SEK,TRY,SEK,1,0.188520,0.224630,TRY,Turkiska lira,0.188520,0.224630,0.206575,11:59:59
USD/SEK,USD,SEK,1,9.6165,9.7501,USD,Amerikanska dollar,9.6165,9.7501,9.6833,11:59:59
ZAR/SEK,ZAR,SEK,1,0.581250,0.601700,ZAR,Sydafrikanska rand,0.581250,0.601700,0.591475,11:59:59
