country,pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,buy_rate,sell_rate,date
Australien,AUD/SEK,AUD,SEK,1,6.5897,6.6698,6.5897,6.6698,28/5
Danmark,DKK/SEK,DKK,SEK,1,1.43881,1.45481,1.43881,1.45481,28/5
Euro,EUR/SEK,EUR,SEK,1,10.7418,10.8818,10.7418,10.8818,28/5
Hongkong,HKD/SEK,HKD,SEK,1,1.1758,1.202,1.1758,1.202,28/5
Indien,INR/SEK,INR,SEK,1,0.093803,0.100003,0.093803,0.100003,28/5
Indonesien,IDR/SEK,IDR,SEK,1,0.000509,0.000542,0.000509,0.000542,28/5
Island,ISK/SEK,ISK,SEK,1,0.075332,0.075672,0.075332,0.075672,28/5
Japan,JPY/SEK,JPY,SEK,1,0.057918,0.058858,0.057918,0.058858,28/5
Kanada,CAD/SEK,CAD,SEK,1,6.6793,6.7653,6.6793,6.7653,28/5
Kina,CNY/SEK,CNY,SEK,1,1.3636,1.3836,1.3636,1.3836,28/5
Kroatien,HRK/SEK,HRK,SEK,1,1.424976,1.444977,1.424976,1.444977,11/12
Malaysia,MYR/SEK,MYR,SEK,1,2.326252,2.356253,2.326252,2.356253,28/5
Marocko,MAD/SEK,MAD,SEK,1,0.9957,1.0303,0.9957,1.0303,28/5
Mexiko,MXN/SEK,MXN,SEK,1,0.5281,0.5422,0.5281,0.5422,28/5
Norge,NOK/SEK,NOK,SEK,1,0.9947,1.0077,0.9947,1.0077,28/5
Nya Zeeland,NZD/SEK,NZD,SEK,1,5.4398,5.5219,5.4398,5.5219,28/5
Polen,PLN/SEK,PLN,SEK,1,2.5327,2.5728,2.5327,2.5728,28/5
Ryssland,RUB/SEK,RUB,SEK,1,0.12844,0.13282,0.12844,0.13282,28/5
Saudiarabien,SAR/SEK,SAR,SEK,1,2.4494,2.5137,2.4494,2.5137,28/5
Schweiz,CHF/SEK,CHF,SEK,1,11.74825,11.86025,11.74825,11.86025,28/5
Singapore,SGD/SEK,SGD,SEK,1,7.2438,7.3152,7.2438,7.3152,28/5
Storbritannien,GBP/SEK,GBP,SEK,1,12.4085,12.5486,12.4085,12.5486,28/5
Sydafrika,ZAR/SEK,ZAR,SEK,1,0.5583,0.5763,0.5583,0.5763,28/5
Sydkorea,KRW/SEK,KRW,SEK,1,0.006103,0.006276,0.006103,0.006276,28/5
Thailand,THB/SEK,THB,SEK,1,0.2821,0.2879,0.2821,0.2879,28/5
Tjeckien,CZK/SEK,CZK,SEK,1,0.44164,0.44824,0.44164,0.44824,28/5
Turkiet,TRY/SEK,TRY,SEK,1,0.1685,0.2373,0.1685,0.2373,28/5
Ungern,HUF/SEK,HUF,SEK,1,0.030014,0.030776,0.030014,0.030776,28/5
USA,USD/SEK,USD,SEK,1,9.246,9.381,9.246,9.381,28/5
