country,currency_name,currency,sell_rate,buy_rate,updated
Australien,Australiensisk dollar,AUD,6.7374,6.8372,2026-07-28
Danmark,Dansk krona,DKK,1.4697,1.4913,2026-07-28
Euro,Euro,EUR,10.9856,11.1476,2026-07-28
Hong Kong,Hongkong dollar,HKD,1.2271,1.2584,2026-07-28
Indien,Indisk rupie,INR,0.0991,0.1043,2026-07-28
Japan,Japanskt yen,JPY,0.059,0.0599,2026-07-28
Kanada,Kanadensisk dollar,CAD,6.8532,6.9548,2026-07-28
Kina,Kinesisk yuan,CNY,1.4197,1.4589,2026-07-28
Mexiko,Mexikansk peso,MXN,0.5503,0.5645,2026-07-28
Norge,Norsk krona,NOK,0.9968,1.0117,2026-07-28
Nya Zeeland,Nyzeeländsk dollar,NZD,5.5765,5.66,2026-07-28
Polen,Polsk zloty,PLN,2.5386,2.5768,2026-07-28
Schweiz,Schweizisk franc,CHF,11.7933,11.9677,2026-07-28
Singapore,Singaporiansk dollar,SGD,7.4772,7.5884,2026-07-28
Storbritannien,Brittiskt pund,GBP,12.8445,13.0349,2026-07-28
Sydafrika,Sydafrikansk rand,ZAR,0.5728,0.5876,2026-07-28
Thailand,Thailänsk bath,THB,0.2859,0.2936,2026-07-28
Tjeckien,Tjeckisk krona,CZK,0.4539,0.4608,2026-07-28
Turkiet,Turkisk lira,TRY,0.2028,0.2082,2026-07-28
Ungern,Ungersk forint,HUF,0.0303,0.0311,2026-07-28
USA,Amerikansk dollar,USD,9.6737,9.8167,2026-07-28
