pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
AED/SEK,AED,SEK,1,2.5786,2.6499,2.6499,2.5786,2026-06-22T12:10:43.526381Z,2026-06-22T12:10:43.526381Z
AUD/SEK,AUD,SEK,1,6.6624,6.7955,6.7955,6.6624,2026-06-22T12:10:43.519511Z,2026-06-22T12:10:43.519511Z
BDT/SEK,BDT,SEK,1,0.075712,0.080687,0.080687,0.075712,2026-06-22T12:10:43.522356Z,2026-06-22T12:10:43.522356Z
BHD/SEK,BHD,SEK,1,25.1129,25.8132,25.8132,25.1129,2026-06-22T12:10:43.524021Z,2026-06-22T12:10:43.524021Z
CAD/SEK,CAD,SEK,1,6.7141,6.8481,6.8481,6.7141,2026-06-22T12:10:43.524144Z,2026-06-22T12:10:43.524144Z
CHF/SEK,CHF,SEK,1,11.7649,12.0,12.0,11.7649,2026-06-22T12:10:43.518394Z,2026-06-22T12:10:43.518394Z
CNH/SEK,CNH,SEK,1,1.3971,1.4357,1.4357,1.3971,2026-06-22T12:10:43.534266Z,2026-06-22T12:10:43.534266Z
CNY/SEK,CNY,SEK,1,1.38848,1.44591,1.44591,1.38848,2026-06-22T12:10:43.526839Z,2026-06-22T12:10:43.526839Z
CZK/SEK,CZK,SEK,1,0.4501,0.45926,0.45926,0.4501,2026-06-22T12:10:43.518939Z,2026-06-22T12:10:43.518939Z
DKK/SEK,DKK,SEK,1,1.45699,1.48589,1.48589,1.45699,2026-06-22T12:10:43.523630Z,2026-06-22T12:10:43.523630Z
EGP/SEK,EGP,SEK,1,0.1868,0.1987,0.1987,0.1868,2026-06-22T12:10:43.523252Z,2026-06-22T12:10:43.523252Z
EUR/SEK,EUR,SEK,1,10.8906,11.1065,11.1065,10.8906,2026-06-22T12:10:43.542332Z,2026-06-22T12:10:43.542332Z
GBP/SEK,GBP,SEK,1,12.5969,12.8483,12.8483,12.5969,2026-06-22T12:10:43.533536Z,2026-06-22T12:10:43.533536Z
GIP/SEK,GIP,SEK,1,12.58943,12.85544,12.85544,12.58943,2026-06-22T12:10:43.563135Z,2026-06-22T12:10:43.563135Z
HKD/SEK,HKD,SEK,1,1.20816,1.24152,1.24152,1.20816,2026-06-22T12:10:43.518939Z,2026-06-22T12:10:43.518939Z
HUF/SEK,HUF,SEK,1,0.030896,0.031527,0.031527,0.030896,2026-06-22T12:10:43.539308Z,2026-06-22T12:10:43.539308Z
IDR/SEK,IDR,SEK,1,0.0005276,0.0005494,0.0005494,0.0005276,2026-06-22T12:10:43.542679Z,2026-06-22T12:10:43.542679Z
ILS/SEK,ILS,SEK,1,3.1899,3.2792,3.2792,3.1899,2026-06-22T12:10:43.519048Z,2026-06-22T12:10:43.519048Z
INR/SEK,INR,SEK,1,0.09937,0.10346,0.10346,0.09937,2026-06-22T12:10:43.538141Z,2026-06-22T12:10:43.538141Z
ISK/SEK,ISK,SEK,1,0.0748,0.078,0.078,0.0748,2026-06-22T12:10:43.518590Z,2026-06-22T12:10:43.518590Z
