pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
AED/SEK,AED,SEK,1,2.5962,2.6675,2.6675,2.5962,2026-07-21T08:17:44.312441Z,2026-07-21T08:17:44.312441Z
AUD/SEK,AUD,SEK,1,6.7205,6.8539,6.8539,6.7205,2026-07-21T08:17:44.317493Z,2026-07-21T08:17:44.317493Z
BDT/SEK,BDT,SEK,1,0.075802,0.081037,0.081037,0.075802,2026-07-21T08:17:44.325431Z,2026-07-21T08:17:44.325431Z
BHD/SEK,BHD,SEK,1,25.2834,25.9884,25.9884,25.2834,2026-07-21T08:17:44.335084Z,2026-07-21T08:17:44.335084Z
CAD/SEK,CAD,SEK,1,6.8053,6.9403,6.9403,6.8053,2026-07-21T08:17:44.324578Z,2026-07-21T08:17:44.324578Z
CHF/SEK,CHF,SEK,1,11.8209,12.0555,12.0555,11.8209,2026-07-21T08:17:44.316887Z,2026-07-21T08:17:44.316887Z
CNH/SEK,CNH,SEK,1,1.4093,1.4481,1.4481,1.4093,2026-07-21T08:17:44.327104Z,2026-07-21T08:17:44.327104Z
CNY/SEK,CNY,SEK,1,1.3996,1.45755,1.45755,1.3996,2026-07-21T08:17:44.326220Z,2026-07-21T08:17:44.326220Z
CZK/SEK,CZK,SEK,1,0.4521,0.46124,0.46124,0.4521,2026-07-21T08:17:44.344060Z,2026-07-21T08:17:44.344060Z
DKK/SEK,DKK,SEK,1,1.4626,1.49164,1.49164,1.4626,2026-07-21T08:17:44.262633Z,2026-07-21T08:17:44.262633Z
EGP/SEK,EGP,SEK,1,0.1834,0.1951,0.1951,0.1834,2026-07-21T08:17:44.317750Z,2026-07-21T08:17:44.317750Z
EUR/SEK,EUR,SEK,1,10.9283,11.1449,11.1449,10.9283,2026-07-21T08:09:01.860432Z,2026-07-21T08:09:01.860432Z
GBP/SEK,GBP,SEK,1,12.8686,13.1237,13.1237,12.8686,2026-07-21T08:17:44.317050Z,2026-07-21T08:17:44.317050Z
GIP/SEK,GIP,SEK,1,12.861323,13.131345,13.131345,12.861323,2026-07-21T08:17:44.341520Z,2026-07-21T08:17:44.341520Z
HKD/SEK,HKD,SEK,1,1.21597,1.24939,1.24939,1.21597,2026-07-21T08:17:44.304792Z,2026-07-21T08:17:44.304792Z
HUF/SEK,HUF,SEK,1,0.030339,0.030955,0.030955,0.030339,2026-07-21T08:17:44.324136Z,2026-07-21T08:17:44.324136Z
IDR/SEK,IDR,SEK,1,0.0005295,0.0005516,0.0005516,0.0005295,2026-07-21T08:17:44.326608Z,2026-07-21T08:17:44.326608Z
ILS/SEK,ILS,SEK,1,3.1262,3.2132,3.2132,3.1262,2026-07-21T08:17:44.318962Z,2026-07-21T08:17:44.318962Z
INR/SEK,INR,SEK,1,0.09852,0.10256,0.10256,0.09852,2026-07-21T08:17:44.328942Z,2026-07-21T08:17:44.328942Z
ISK/SEK,ISK,SEK,1,0.0756,0.0789,0.0789,0.0756,2026-07-21T08:17:44.342646Z,2026-07-21T08:17:44.342646Z
JPY/SEK,JPY,SEK,1,0.058843,0.060009,0.060009,0.058843,2026-07-21T08:17:44.328165Z,2026-07-21T08:17:44.328165Z
KES/SEK,KES,SEK,1,0.0732,0.0763,0.0763,0.0732,2026-07-21T08:17:44.317900Z,2026-07-21T08:17:44.317900Z
KRW/SEK,KRW,SEK,1,0.006424,0.006661,0.006661,0.006424,2026-07-21T08:17:44.325794Z,2026-07-21T08:17:44.325794Z
KWD/SEK,KWD,SEK,1,30.7262,31.6203,31.6203,30.7262,2026-07-21T08:17:44.337742Z,2026-07-21T08:17:44.337742Z
KZT/SEK,KZT,SEK,1,0.02016,0.021,0.021,0.02016,2026-07-21T08:17:44.338367Z,2026-07-21T08:17:44.338367Z
LKR/SEK,LKR,SEK,1,0.027883,0.029611,0.029611,0.027883,2026-07-21T08:17:44.318575Z,2026-07-21T08:17:44.318575Z
MAD/SEK,MAD,SEK,1,1.0099,1.0518,1.0518,1.0099,2026-07-21T08:17:44.343990Z,2026-07-21T08:17:44.343990Z
MXN/SEK,MXN,SEK,1,0.54838,0.56348,0.56348,0.54838,2026-07-21T08:17:44.332548Z,2026-07-21T08:17:44.332548Z
MYR/SEK,MYR,SEK,1,2.3381,2.3897,2.3897,2.3381,2026-07-21T08:17:44.335433Z,2026-07-21T08:17:44.335433Z
NOK/SEK,NOK,SEK,1,0.99282,1.01257,1.01257,0.99282,2026-07-21T08:17:44.335758Z,2026-07-21T08:17:44.335758Z
NZD/SEK,NZD,SEK,1,5.6098,5.7214,5.7214,5.6098,2026-07-21T08:17:44.338714Z,2026-07-21T08:17:44.338714Z
