pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
AED/SEK,AED,SEK,1,2.567,2.6379,2.6379,2.567,2026-08-04T08:21:24.164545Z,2026-08-04T08:21:24.164545Z
AUD/SEK,AUD,SEK,1,6.6453,6.778,6.778,6.6453,2026-08-04T08:21:24.164225Z,2026-08-04T08:21:24.164225Z
BDT/SEK,BDT,SEK,1,0.074558,0.079831,0.079831,0.074558,2026-08-04T08:21:24.175752Z,2026-08-04T08:21:24.175752Z
BHD/SEK,BHD,SEK,1,25.0027,25.6995,25.6995,25.0027,2026-08-04T08:21:24.161175Z,2026-08-04T08:21:24.161175Z
CAD/SEK,CAD,SEK,1,6.7383,6.8728,6.8728,6.7383,2026-08-04T08:21:24.161924Z,2026-08-04T08:21:24.161924Z
CHF/SEK,CHF,SEK,1,11.6853,11.9187,11.9187,11.6853,2026-08-04T08:21:24.158574Z,2026-08-04T08:21:24.158574Z
CNH/SEK,CNH,SEK,1,1.396,1.4346,1.4346,1.396,2026-08-04T08:21:24.183087Z,2026-08-04T08:21:24.183087Z
CNY/SEK,CNY,SEK,1,1.38646,1.44407,1.44407,1.38646,2026-08-04T08:21:24.173654Z,2026-08-04T08:21:24.173654Z
CZK/SEK,CZK,SEK,1,0.45007,0.45923,0.45923,0.45007,2026-08-04T08:21:24.157833Z,2026-08-04T08:21:24.157833Z
DKK/SEK,DKK,SEK,1,1.45757,1.48647,1.48647,1.45757,2026-08-04T08:21:24.165337Z,2026-08-04T08:21:24.165337Z
EGP/SEK,EGP,SEK,1,0.1841,0.1959,0.1959,0.1841,2026-08-04T08:21:24.158230Z,2026-08-04T08:21:24.158230Z
EUR/SEK,EUR,SEK,1,10.899,11.115,11.115,10.899,2026-08-04T10:02:22.219624Z,2026-08-04T10:02:22.219624Z
GBP/SEK,GBP,SEK,1,12.7155,12.9693,12.9693,12.7155,2026-08-04T08:21:24.179501Z,2026-08-04T08:21:24.179501Z
GIP/SEK,GIP,SEK,1,12.708264,12.976677,12.976677,12.708264,2026-08-04T08:21:24.185556Z,2026-08-04T08:21:24.185556Z
HKD/SEK,HKD,SEK,1,1.20223,1.23542,1.23542,1.20223,2026-08-04T08:21:24.166053Z,2026-08-04T08:21:24.166053Z
HUF/SEK,HUF,SEK,1,0.029991,0.030603,0.030603,0.029991,2026-08-04T08:21:24.195369Z,2026-08-04T08:21:24.195369Z
IDR/SEK,IDR,SEK,1,0.0005195,0.0005413,0.0005413,0.0005195,2026-08-04T08:21:24.192617Z,2026-08-04T08:21:24.192617Z
ILS/SEK,ILS,SEK,1,3.1053,3.1923,3.1923,3.1053,2026-08-04T08:21:24.161549Z,2026-08-04T08:21:24.161549Z
INR/SEK,INR,SEK,1,0.09821,0.10225,0.10225,0.09821,2026-08-04T08:21:24.182365Z,2026-08-04T08:21:24.182365Z
ISK/SEK,ISK,SEK,1,0.0759,0.0791,0.0791,0.0759,2026-08-04T08:21:24.158609Z,2026-08-04T08:21:24.158609Z
JPY/SEK,JPY,SEK,1,0.059977,0.061173,0.061173,0.059977,2026-08-04T08:21:24.176077Z,2026-08-04T08:21:24.176077Z
KES/SEK,KES,SEK,1,0.0723,0.0755,0.0755,0.0723,2026-08-04T08:21:24.163254Z,2026-08-04T08:21:24.163254Z
KRW/SEK,KRW,SEK,1,0.006554,0.006798,0.006798,0.006554,2026-08-04T08:21:24.176419Z,2026-08-04T08:21:24.176419Z
KWD/SEK,KWD,SEK,1,30.4438,31.3346,31.3346,30.4438,2026-08-04T08:21:24.197570Z,2026-08-04T08:21:24.197570Z
KZT/SEK,KZT,SEK,1,0.019827,0.020683,0.020683,0.019827,2026-08-04T08:21:24.173945Z,2026-08-04T08:21:24.173945Z
LKR/SEK,LKR,SEK,1,0.027618,0.029341,0.029341,0.027618,2026-08-04T08:21:24.162243Z,2026-08-04T08:21:24.162243Z
MAD/SEK,MAD,SEK,1,1.0039,1.0456,1.0456,1.0039,2026-08-04T08:21:24.176441Z,2026-08-04T08:21:24.176441Z
MXN/SEK,MXN,SEK,1,0.54526,0.56035,0.56035,0.54526,2026-08-04T08:21:24.185216Z,2026-08-04T08:21:24.185216Z
MYR/SEK,MYR,SEK,1,2.3085,2.3594,2.3594,2.3085,2026-08-04T08:21:24.184444Z,2026-08-04T08:21:24.184444Z
NOK/SEK,NOK,SEK,1,0.99296,1.0129,1.0129,0.99296,2026-08-04T08:21:24.184840Z,2026-08-04T08:21:24.184840Z
NZD/SEK,NZD,SEK,1,5.5574,5.6685,5.6685,5.5574,2026-08-04T08:21:24.195699Z,2026-08-04T08:21:24.195699Z
PEN/SEK,PEN,SEK,1,2.755948,2.871113,2.871113,2.755948,2026-08-04T08:21:24.165719Z,2026-08-04T08:21:24.165719Z
PHP/SEK,PHP,SEK,1,0.153,0.1594,0.1594,0.153,2026-08-04T08:21:24.158157Z,2026-08-04T08:21:24.158157Z
PKR/SEK,PKR,SEK,1,0.0333,0.0355,0.0355,0.0333,2026-08-04T08:21:24.191710Z,2026-08-04T08:21:24.191710Z
PLN/SEK,PLN,SEK,1,2.52818,2.57847,2.57847,2.52818,2026-08-04T08:21:24.161150Z,2026-08-04T08:21:24.161150Z
QAR/SEK,QAR,SEK,1,2.5691,2.6751,2.6751,2.5691,2026-08-04T08:21:24.174032Z,2026-08-04T08:21:24.174032Z
RON/SEK,RON,SEK,1,2.0758,2.1178,2.1178,2.0758,2026-08-04T08:21:24.169801Z,2026-08-04T08:21:24.169801Z
RSD/SEK,RSD,SEK,1,0.091791,0.095719,0.095719,0.091791,2026-08-04T08:21:24.185585Z,2026-08-04T08:21:24.185585Z
SAR/SEK,SAR,SEK,1,2.5102,2.58,2.58,2.5102,2026-08-04T08:21:24.173233Z,2026-08-04T08:21:24.173233Z
SGD/SEK,SGD,SEK,1,7.3734,7.5205,7.5205,7.3734,2026-08-04T08:21:24.168685Z,2026-08-04T08:21:24.168685Z
THB/SEK,THB,SEK,1,0.28234,0.29015,0.29015,0.28234,2026-08-04T08:21:24.184294Z,2026-08-04T08:21:24.184294Z
TND/SEK,TND,SEK,1,3.1822,3.3312,3.3312,3.1822,2026-08-04T08:21:24.169088Z,2026-08-04T08:21:24.169088Z
TRY/SEK,TRY,SEK,1,0.1968,0.2049,0.2049,0.1968,2026-08-04T08:21:24.190Z,2026-08-04T08:21:24.190Z
USD/SEK,USD,SEK,1,9.4644,9.6529,9.6529,9.4644,2026-08-04T08:21:24.182162Z,2026-08-04T08:21:24.182162Z
ZAR/SEK,ZAR,SEK,1,0.57346,0.5856,0.5856,0.57346,2026-08-04T08:21:24.157825Z,2026-08-04T08:21:24.157825Z
