country,pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,buy_rate,sell_rate,date
Australien,AUD/SEK,AUD,SEK,1,6.7573,6.8374,6.7573,6.8374,22/7
Danmark,DKK/SEK,DKK,SEK,1,1.47494,1.49094,1.47494,1.49094,22/7
Euro,EUR/SEK,EUR,SEK,1,11.0157,11.1557,11.0157,11.1557,22/7
Hongkong,HKD/SEK,HKD,SEK,1,1.2266,1.2528,1.2266,1.2528,22/7
Indien,INR/SEK,INR,SEK,1,0.097578,0.103778,0.097578,0.103778,22/7
Indonesien,IDR/SEK,IDR,SEK,1,0.000529,0.000562,0.000529,0.000562,22/7
Island,ISK/SEK,ISK,SEK,1,0.077352,0.077692,0.077352,0.077692,22/7
Japan,JPY/SEK,JPY,SEK,1,0.059126,0.060066,0.059126,0.060066,22/7
Kanada,CAD/SEK,CAD,SEK,1,6.853,6.939,6.853,6.939,22/7
Kina,CNY/SEK,CNY,SEK,1,1.4244,1.4444,1.4244,1.4444,22/7
Malaysia,MYR/SEK,MYR,SEK,1,2.362739,2.392739,2.362739,2.392739,22/7
Marocko,MAD/SEK,MAD,SEK,1,1.0167,1.0513,1.0167,1.0513,22/7
Mexiko,MXN/SEK,MXN,SEK,1,0.5506,0.5647,0.5506,0.5647,22/7
Norge,NOK/SEK,NOK,SEK,1,1.00034,1.01334,1.00034,1.01334,22/7
Nya Zeeland,NZD/SEK,NZD,SEK,1,5.6104,5.6925,5.6104,5.6925,22/7
Polen,PLN/SEK,PLN,SEK,1,2.5382,2.5782,2.5382,2.5782,22/7
Ryssland,RUB/SEK,RUB,SEK,1,0.120905,0.125285,0.120905,0.125285,22/7
Saudiarabien,SAR/SEK,SAR,SEK,1,2.5572,2.6214,2.5572,2.6214,22/7
Schweiz,CHF/SEK,CHF,SEK,1,11.9109,12.0229,11.9109,12.0229,22/7
Singapore,SGD/SEK,SGD,SEK,1,7.4899,7.5614,7.4899,7.5614,22/7
Storbritannien,GBP/SEK,GBP,SEK,1,12.9297,13.0697,12.9297,13.0697,22/7
Sydafrika,ZAR/SEK,ZAR,SEK,1,0.5796,0.5976,0.5796,0.5976,22/7
Sydkorea,KRW/SEK,KRW,SEK,1,0.006457,0.006629,0.006457,0.006629,22/7
Thailand,THB/SEK,THB,SEK,1,0.2846,0.2905,0.2846,0.2905,22/7
Tjeckien,CZK/SEK,CZK,SEK,1,0.45497,0.46157,0.45497,0.46157,22/7
Turkiet,TRY/SEK,TRY,SEK,1,0.1713,0.2401,0.1713,0.2401,22/7
Ungern,HUF/SEK,HUF,SEK,1,0.030085,0.030847,0.030085,0.030847,22/7
USA,USD/SEK,USD,SEK,1,9.6521,9.7871,9.6521,9.7871,22/7
