pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
AED/SEK,AED,SEK,1,2.61,2.6817,2.6817,2.61,2026-06-25T09:17:47.561320Z,2026-06-25T09:17:47.561320Z
AUD/SEK,AUD,SEK,1,6.6418,6.7734,6.7734,6.6418,2026-06-25T09:17:47.555377Z,2026-06-25T09:17:47.555377Z
BDT/SEK,BDT,SEK,1,0.076448,0.081572,0.081572,0.076448,2026-06-25T09:17:47.552195Z,2026-06-25T09:17:47.552195Z
BHD/SEK,BHD,SEK,1,25.424,26.1291,26.1291,25.424,2026-06-25T09:17:47.560726Z,2026-06-25T09:17:47.560726Z
CAD/SEK,CAD,SEK,1,6.7618,6.8957,6.8957,6.7618,2026-06-25T09:17:47.569006Z,2026-06-25T09:17:47.569006Z
CHF/SEK,CHF,SEK,1,11.863,12.0982,12.0982,11.863,2026-06-25T09:17:47.550174Z,2026-06-25T09:17:47.550174Z
CNH/SEK,CNH,SEK,1,1.4091,1.4477,1.4477,1.4091,2026-06-25T09:17:47.572375Z,2026-06-25T09:17:47.572375Z
CNY/SEK,CNY,SEK,1,1.40042,1.45829,1.45829,1.40042,2026-06-25T09:17:47.567352Z,2026-06-25T09:17:47.567352Z
CZK/SEK,CZK,SEK,1,0.45121,0.46032,0.46032,0.45121,2026-06-25T09:17:47.550894Z,2026-06-25T09:17:47.550894Z
DKK/SEK,DKK,SEK,1,1.46322,1.49224,1.49224,1.46322,2026-06-25T09:17:47.560344Z,2026-06-25T09:17:47.560344Z
EGP/SEK,EGP,SEK,1,0.1896,0.2018,0.2018,0.1896,2026-06-25T09:17:47.557151Z,2026-06-25T09:17:47.557151Z
EUR/SEK,EUR,SEK,1,10.9613,11.1786,11.1786,10.9613,2026-06-25T10:13:34.902173Z,2026-06-25T10:13:34.902173Z
GBP/SEK,GBP,SEK,1,12.6938,12.9451,12.9451,12.6938,2026-06-25T09:17:47.562094Z,2026-06-25T09:17:47.562094Z
GIP/SEK,GIP,SEK,1,12.685876,12.951879,12.951879,12.685876,2026-06-25T09:17:59.521605Z,2026-06-25T09:17:59.521605Z
HKD/SEK,HKD,SEK,1,1.22273,1.2563,1.2563,1.22273,2026-06-25T09:17:47.552639Z,2026-06-25T09:17:47.552639Z
HUF/SEK,HUF,SEK,1,0.03084,0.031466,0.031466,0.03084,2026-06-25T09:17:47.557834Z,2026-06-25T09:17:47.557834Z
IDR/SEK,IDR,SEK,1,0.000531,0.0005533,0.0005533,0.000531,2026-06-25T09:17:47.571682Z,2026-06-25T09:17:47.571682Z
ILS/SEK,ILS,SEK,1,3.2242,3.3139,3.3139,3.2242,2026-06-25T09:17:47.550429Z,2026-06-25T09:17:47.550429Z
INR/SEK,INR,SEK,1,0.10079,0.10492,0.10492,0.10079,2026-06-25T09:17:47.569863Z,2026-06-25T09:17:47.569863Z
ISK/SEK,ISK,SEK,1,0.075,0.0782,0.0782,0.075,2026-06-25T09:17:47.551184Z,2026-06-25T09:17:47.551184Z
JPY/SEK,JPY,SEK,1,0.059467,0.060644,0.060644,0.059467,2026-06-25T09:17:47.569405Z,2026-06-25T09:17:47.569405Z
KES/SEK,KES,SEK,1,0.0734,0.0766,0.0766,0.0734,2026-06-25T09:17:47.561803Z,2026-06-25T09:17:47.561803Z
KRW/SEK,KRW,SEK,1,0.006191,0.00642,0.00642,0.006191,2026-06-25T09:17:47.574305Z,2026-06-25T09:17:47.574305Z
KWD/SEK,KWD,SEK,1,30.9315,31.8453,31.8453,30.9315,2026-06-25T09:17:47.574712Z,2026-06-25T09:17:47.574712Z
KZT/SEK,KZT,SEK,1,0.019649,0.020457,0.020457,0.019649,2026-06-25T09:17:47.583669Z,2026-06-25T09:17:47.583669Z
LKR/SEK,LKR,SEK,1,0.028005,0.029762,0.029762,0.028005,2026-06-25T09:17:47.556118Z,2026-06-25T09:17:47.556118Z
MAD/SEK,MAD,SEK,1,1.0114,1.0534,1.0534,1.0114,2026-06-25T09:17:47.579513Z,2026-06-25T09:17:47.579513Z
MXN/SEK,MXN,SEK,1,0.54469,0.55968,0.55968,0.54469,2026-06-25T09:17:47.579958Z,2026-06-25T09:17:47.579958Z
MYR/SEK,MYR,SEK,1,2.335,2.3867,2.3867,2.335,2026-06-25T09:17:47.572179Z,2026-06-25T09:17:47.572179Z
NOK/SEK,NOK,SEK,1,0.97536,0.99469,0.99469,0.97536,2026-06-25T09:17:47.580214Z,2026-06-25T09:17:47.580214Z
NZD/SEK,NZD,SEK,1,5.4341,5.542,5.542,5.4341,2026-06-25T09:17:47.580592Z,2026-06-25T09:17:47.580592Z
PEN/SEK,PEN,SEK,1,2.781454,2.89795,2.89795,2.781454,2026-06-25T09:17:59.516680Z,2026-06-25T09:17:59.516680Z
PHP/SEK,PHP,SEK,1,0.1552,0.1617,0.1617,0.1552,2026-06-25T09:17:47.550494Z,2026-06-25T09:17:47.550494Z
PKR/SEK,PKR,SEK,1,0.0338,0.0361,0.0361,0.0338,2026-06-25T09:17:47.583183Z,2026-06-25T09:17:47.583183Z
PLN/SEK,PLN,SEK,1,2.55025,2.60099,2.60099,2.55025,2026-06-25T09:17:47.551651Z,2026-06-25T09:17:47.551651Z
QAR/SEK,QAR,SEK,1,2.6113,2.7196,2.7196,2.6113,2026-06-25T09:17:59.519232Z,2026-06-25T09:17:59.519232Z
RON/SEK,RON,SEK,1,2.0898,2.132,2.132,2.0898,2026-06-25T09:17:47.563922Z,2026-06-25T09:17:47.563922Z
RSD/SEK,RSD,SEK,1,0.092117,0.09608,0.09608,0.092117,2026-06-25T09:17:47.584602Z,2026-06-25T09:17:47.584602Z
SAR/SEK,SAR,SEK,1,2.5532,2.6235,2.6235,2.5532,2026-06-25T09:17:47.572743Z,2026-06-25T09:17:47.572743Z
SGD/SEK,SGD,SEK,1,7.422,7.5689,7.5689,7.422,2026-06-25T09:17:47.564722Z,2026-06-25T09:17:47.564722Z
THB/SEK,THB,SEK,1,0.28756,0.29547,0.29547,0.28756,2026-06-25T09:17:47.577318Z,2026-06-25T09:17:47.577318Z
TND/SEK,TND,SEK,1,3.2103,3.3584,3.3584,3.2103,2026-06-25T09:17:47.564376Z,2026-06-25T09:17:47.564376Z
TRY/SEK,TRY,SEK,1,0.2043,0.2126,0.2126,0.2043,2026-06-25T09:17:47.576886Z,2026-06-25T09:17:47.576886Z
USD/SEK,USD,SEK,1,9.6232,9.8134,9.8134,9.6232,2026-06-25T09:17:47.572437Z,2026-06-25T09:17:47.572437Z
ZAR/SEK,ZAR,SEK,1,0.58131,0.59353,0.59353,0.58131,2026-06-25T09:17:47.550079Z,2026-06-25T09:17:47.550079Z
