pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
AED/SEK,AED,SEK,1,2.5631,2.6335,2.6335,2.5631,2026-06-11T10:27:23.078618Z,2026-06-11T10:27:23.078618Z
AUD/SEK,AUD,SEK,1,6.6115,6.7425,6.7425,6.6115,2026-06-11T10:27:23.080731Z,2026-06-11T10:27:23.080731Z
BDT/SEK,BDT,SEK,1,0.075186,0.080239,0.080239,0.075186,2026-06-11T10:27:23.075559Z,2026-06-11T10:27:23.075559Z
BHD/SEK,BHD,SEK,1,24.9637,25.6569,25.6569,24.9637,2026-06-11T10:27:23.090358Z,2026-06-11T10:27:23.090358Z
CAD/SEK,CAD,SEK,1,6.7602,6.894,6.894,6.7602,2026-06-11T10:27:23.080890Z,2026-06-11T10:27:23.080890Z
CHF/SEK,CHF,SEK,1,11.813,12.0471,12.0471,11.813,2026-06-11T10:27:23.080183Z,2026-06-11T10:27:23.080183Z
CNH/SEK,CNH,SEK,1,1.3886,1.4267,1.4267,1.3886,2026-06-11T10:27:23.092667Z,2026-06-11T10:27:23.092667Z
CNY/SEK,CNY,SEK,1,1.37971,1.43646,1.43646,1.37971,2026-06-11T10:27:23.088130Z,2026-06-11T10:27:23.088130Z
CZK/SEK,CZK,SEK,1,0.45016,0.45924,0.45924,0.45016,2026-06-11T10:27:23.081065Z,2026-06-11T10:27:23.081065Z
DKK/SEK,DKK,SEK,1,1.45749,1.48639,1.48639,1.45749,2026-06-11T10:27:23.088568Z,2026-06-11T10:27:23.088568Z
EGP/SEK,EGP,SEK,1,0.1779,0.1893,0.1893,0.1779,2026-06-11T10:27:23.077904Z,2026-06-11T10:27:23.077904Z
EUR/SEK,EUR,SEK,1,10.8903,11.1063,11.1063,10.8903,2026-06-11T10:10:21.395459Z,2026-06-11T10:10:21.395459Z
GBP/SEK,GBP,SEK,1,12.623,12.8729,12.8729,12.623,2026-06-11T10:27:23.088074Z,2026-06-11T10:27:23.088074Z
GIP/SEK,GIP,SEK,1,12.61569,12.880146,12.880146,12.61569,2026-06-11T10:27:23.139661Z,2026-06-11T10:27:23.139661Z
HKD/SEK,HKD,SEK,1,1.20145,1.23443,1.23443,1.20145,2026-06-11T10:27:23.080512Z,2026-06-11T10:27:23.080512Z
HUF/SEK,HUF,SEK,1,0.030629,0.03125,0.03125,0.030629,2026-06-11T10:27:23.091905Z,2026-06-11T10:27:23.091905Z
IDR/SEK,IDR,SEK,1,0.0005196,0.0005413,0.0005413,0.0005196,2026-06-11T10:27:23.092212Z,2026-06-11T10:27:23.092212Z
ILS/SEK,ILS,SEK,1,3.1749,3.2632,3.2632,3.1749,2026-06-11T10:27:23.079659Z,2026-06-11T10:27:23.079659Z
INR/SEK,INR,SEK,1,0.09767,0.10167,0.10167,0.09767,2026-06-11T10:27:23.088134Z,2026-06-11T10:27:23.088134Z
ISK/SEK,ISK,SEK,1,0.075,0.0782,0.0782,0.075,2026-06-11T10:27:23.075300Z,2026-06-11T10:27:23.075300Z
JPY/SEK,JPY,SEK,1,0.058786,0.059957,0.059957,0.058786,2026-06-11T11:44:47.628922Z,2026-06-11T11:44:47.628922Z
KES/SEK,KES,SEK,1,0.0721,0.0753,0.0753,0.0721,2026-06-11T10:27:23.090731Z,2026-06-11T10:27:23.090731Z
KRW/SEK,KRW,SEK,1,0.00612,0.006346,0.006346,0.00612,2026-06-11T10:27:23.078276Z,2026-06-11T10:27:23.078276Z
KWD/SEK,KWD,SEK,1,30.483,31.3713,31.3713,30.483,2026-06-11T10:27:23.074763Z,2026-06-11T10:27:23.074763Z
KZT/SEK,KZT,SEK,1,0.019154,0.019941,0.019941,0.019154,2026-06-11T10:27:23.088578Z,2026-06-11T10:27:23.088578Z
LKR/SEK,LKR,SEK,1,0.027774,0.029632,0.029632,0.027774,2026-06-11T10:27:23.141740Z,2026-06-11T10:27:23.141740Z
MAD/SEK,MAD,SEK,1,1.0081,1.0499,1.0499,1.0081,2026-06-11T10:27:23.107771Z,2026-06-11T10:27:23.107771Z
MXN/SEK,MXN,SEK,1,0.54088,0.55577,0.55577,0.54088,2026-06-11T10:27:23.095676Z,2026-06-11T10:27:23.095676Z
MYR/SEK,MYR,SEK,1,2.3214,2.3722,2.3722,2.3214,2026-06-11T10:27:23.091387Z,2026-06-11T10:27:23.091387Z
NOK/SEK,NOK,SEK,1,0.99215,1.01183,1.01183,0.99215,2026-06-11T10:27:23.081667Z,2026-06-11T10:27:23.081667Z
NZD/SEK,NZD,SEK,1,5.4633,5.5718,5.5718,5.4633,2026-06-11T10:27:23.096874Z,2026-06-11T10:27:23.096874Z
