pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
AED/SEK,AED,SEK,1,2.5979,2.6693,2.6693,2.5979,2026-07-15T08:51:20.438277Z,2026-07-15T08:51:20.438277Z
AUD/SEK,AUD,SEK,1,6.6913,6.824,6.824,6.6913,2026-07-15T08:42:26.397748Z,2026-07-15T08:42:26.397748Z
BDT/SEK,BDT,SEK,1,0.07588,0.081168,0.081168,0.07588,2026-07-15T08:51:20.452977Z,2026-07-15T08:51:20.452977Z
BHD/SEK,BHD,SEK,1,25.2997,26.0017,26.0017,25.2997,2026-07-15T08:51:20.456021Z,2026-07-15T08:51:20.456021Z
CAD/SEK,CAD,SEK,1,6.815,6.95,6.95,6.815,2026-07-15T08:42:26.399958Z,2026-07-15T08:42:26.399958Z
CHF/SEK,CHF,SEK,1,11.8221,12.0566,12.0566,11.8221,2026-07-15T08:42:26.400532Z,2026-07-15T08:42:26.400532Z
CNH/SEK,CNH,SEK,1,1.4088,1.4474,1.4474,1.4088,2026-07-15T08:42:26.387009Z,2026-07-15T08:42:26.387009Z
CNY/SEK,CNY,SEK,1,1.39949,1.45754,1.45754,1.39949,2026-07-15T08:51:20.450881Z,2026-07-15T08:51:20.450881Z
CZK/SEK,CZK,SEK,1,0.45159,0.46072,0.46072,0.45159,2026-07-15T08:42:26.404657Z,2026-07-15T08:42:26.404657Z
DKK/SEK,DKK,SEK,1,1.46361,1.49266,1.49266,1.46361,2026-07-15T08:42:26.387009Z,2026-07-15T08:42:26.387009Z
EGP/SEK,EGP,SEK,1,0.1856,0.1975,0.1975,0.1856,2026-07-15T08:51:20.454071Z,2026-07-15T08:51:20.454071Z
EUR/SEK,EUR,SEK,1,10.9432,11.1602,11.1602,10.9432,2026-07-15T08:10:09.166689Z,2026-07-15T08:10:09.166689Z
GBP/SEK,GBP,SEK,1,12.8277,13.0819,13.0819,12.8277,2026-07-15T08:42:26.406793Z,2026-07-15T08:42:26.406793Z
GIP/SEK,GIP,SEK,1,12.821341,13.0894,13.0894,12.821341,2026-07-15T08:51:20.486746Z,2026-07-15T08:51:20.486746Z
HKD/SEK,HKD,SEK,1,1.21731,1.25074,1.25074,1.21731,2026-07-15T08:51:20.363321Z,2026-07-15T08:51:20.363321Z
HUF/SEK,HUF,SEK,1,0.030441,0.031061,0.031061,0.030441,2026-07-15T08:42:26.409372Z,2026-07-15T08:42:26.409372Z
IDR/SEK,IDR,SEK,1,0.0005245,0.0005463,0.0005463,0.0005245,2026-07-15T08:51:20.455150Z,2026-07-15T08:51:20.455150Z
ILS/SEK,ILS,SEK,1,3.1878,3.2767,3.2767,3.1878,2026-07-15T08:51:20.449194Z,2026-07-15T08:51:20.449194Z
INR/SEK,INR,SEK,1,0.09848,0.10252,0.10252,0.09848,2026-07-15T08:51:20.455516Z,2026-07-15T08:51:20.455516Z
ISK/SEK,ISK,SEK,1,0.0754,0.0787,0.0787,0.0754,2026-07-15T08:51:20.458718Z,2026-07-15T08:51:20.458718Z
JPY/SEK,JPY,SEK,1,0.059001,0.06017,0.06017,0.059001,2026-07-15T08:42:26.402288Z,2026-07-15T08:42:26.402288Z
KES/SEK,KES,SEK,1,0.0732,0.0764,0.0764,0.0732,2026-07-15T08:51:20.457600Z,2026-07-15T08:51:20.457600Z
KRW/SEK,KRW,SEK,1,0.006362,0.006598,0.006598,0.006362,2026-07-15T08:51:20.461858Z,2026-07-15T08:51:20.461858Z
KWD/SEK,KWD,SEK,1,30.7856,31.6723,31.6723,30.7856,2026-07-15T08:51:20.439164Z,2026-07-15T08:51:20.439164Z
KZT/SEK,KZT,SEK,1,0.020097,0.020952,0.020952,0.020097,2026-07-15T08:51:20.438733Z,2026-07-15T08:51:20.438733Z
LKR/SEK,LKR,SEK,1,0.027903,0.029655,0.029655,0.027903,2026-07-15T08:51:20.489072Z,2026-07-15T08:51:20.489072Z
MAD/SEK,MAD,SEK,1,1.016,1.0582,1.0582,1.016,2026-07-15T08:51:20.461211Z,2026-07-15T08:51:20.461211Z
MXN/SEK,MXN,SEK,1,0.54791,0.56299,0.56299,0.54791,2026-07-15T08:42:26.397044Z,2026-07-15T08:42:26.397044Z
MYR/SEK,MYR,SEK,1,2.3466,2.3981,2.3981,2.3466,2026-07-15T08:51:20.454751Z,2026-07-15T08:51:20.454751Z
NOK/SEK,NOK,SEK,1,0.98487,1.00445,1.00445,0.98487,2026-07-15T08:42:26.400062Z,2026-07-15T08:42:26.400062Z
NZD/SEK,NZD,SEK,1,5.573,5.6838,5.6838,5.573,2026-07-15T08:42:26.388097Z,2026-07-15T08:42:26.388097Z
PEN/SEK,PEN,SEK,1,2.794351,2.910388,2.910388,2.794351,2026-07-15T08:51:20.459597Z,2026-07-15T08:51:20.459597Z
PHP/SEK,PHP,SEK,1,0.1536,0.16,0.16,0.1536,2026-07-15T08:51:20.455509Z,2026-07-15T08:51:20.455509Z
PKR/SEK,PKR,SEK,1,0.0337,0.0359,0.0359,0.0337,2026-07-15T08:51:20.458316Z,2026-07-15T08:51:20.458316Z
PLN/SEK,PLN,SEK,1,2.5291,2.57946,2.57946,2.5291,2026-07-15T08:42:26.407136Z,2026-07-15T08:42:26.407136Z
