pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
AED/SEK,AED,SEK,1,2.5729,2.6436,2.6436,2.5729,2026-06-18T11:04:18.971928Z,2026-06-18T11:04:18.971928Z
AUD/SEK,AUD,SEK,1,6.6453,6.7771,6.7771,6.6453,2026-06-18T11:04:18.962907Z,2026-06-18T11:04:18.962907Z
BDT/SEK,BDT,SEK,1,0.075398,0.080487,0.080487,0.075398,2026-06-18T11:04:18.962415Z,2026-06-18T11:04:18.962415Z
BHD/SEK,BHD,SEK,1,25.0425,25.7713,25.7713,25.0425,2026-06-18T11:04:18.977505Z,2026-06-18T11:04:18.977505Z
CAD/SEK,CAD,SEK,1,6.716,6.849,6.849,6.716,2026-06-18T11:04:18.970709Z,2026-06-18T11:04:18.970709Z
CHF/SEK,CHF,SEK,1,11.8022,12.0364,12.0364,11.8022,2026-06-18T11:04:18.966146Z,2026-06-18T11:04:18.966146Z
CNH/SEK,CNH,SEK,1,1.395,1.4333,1.4333,1.395,2026-06-18T11:04:18.980158Z,2026-06-18T11:04:18.980158Z
CNY/SEK,CNY,SEK,1,1.38656,1.44354,1.44354,1.38656,2026-06-18T11:04:18.972906Z,2026-06-18T11:04:18.972906Z
CZK/SEK,CZK,SEK,1,0.44944,0.45852,0.45852,0.44944,2026-06-18T11:04:18.963713Z,2026-06-18T11:04:18.963713Z
DKK/SEK,DKK,SEK,1,1.45475,1.48362,1.48362,1.45475,2026-06-18T11:04:18.973884Z,2026-06-18T11:04:18.973884Z
EGP/SEK,EGP,SEK,1,0.186,0.1978,0.1978,0.186,2026-06-18T11:04:18.963841Z,2026-06-18T11:04:18.963841Z
EUR/SEK,EUR,SEK,1,10.8516,11.0667,11.0667,10.8516,2026-06-18T10:19:01.767171Z,2026-06-18T10:19:01.767171Z
GBP/SEK,GBP,SEK,1,12.5394,12.7879,12.7879,12.5394,2026-06-18T11:04:18.978030Z,2026-06-18T11:04:18.978030Z
GIP/SEK,GIP,SEK,1,12.531896,12.794883,12.794883,12.531896,2026-06-18T11:04:19.030511Z,2026-06-18T11:04:19.030511Z
HKD/SEK,HKD,SEK,1,1.2058,1.23892,1.23892,1.2058,2026-06-18T11:04:18.963303Z,2026-06-18T11:04:18.963303Z
HUF/SEK,HUF,SEK,1,0.030796,0.031422,0.031422,0.030796,2026-06-18T11:04:18.962811Z,2026-06-18T11:04:18.962811Z
IDR/SEK,IDR,SEK,1,0.0005297,0.0005522,0.0005522,0.0005297,2026-06-18T11:04:18.984226Z,2026-06-18T11:04:18.984226Z
ILS/SEK,ILS,SEK,1,3.2048,3.2941,3.2941,3.2048,2026-06-18T11:04:18.966716Z,2026-06-18T11:04:18.966716Z
INR/SEK,INR,SEK,1,0.0995,0.1036,0.1036,0.0995,2026-06-18T11:04:18.974904Z,2026-06-18T11:04:18.974904Z
ISK/SEK,ISK,SEK,1,0.0744,0.0776,0.0776,0.0744,2026-06-18T11:04:18.962414Z,2026-06-18T11:04:18.962414Z
