country,pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,buy_rate,sell_rate,date
Australien,AUD/SEK,AUD,SEK,1,6.5885,6.6685,6.5885,6.6685,29/5
Danmark,DKK/SEK,DKK,SEK,1,1.434365,1.450365,1.434365,1.450365,29/5
Euro,EUR/SEK,EUR,SEK,1,10.70865,10.84865,10.70865,10.84865,29/5
Hongkong,HKD/SEK,HKD,SEK,1,1.1691,1.1954,1.1691,1.1954,29/5
Indien,INR/SEK,INR,SEK,1,0.094193,0.100393,0.094193,0.100393,29/5
Indonesien,IDR/SEK,IDR,SEK,1,0.000505,0.000538,0.000505,0.000538,29/5
Island,ISK/SEK,ISK,SEK,1,0.075099,0.075439,0.075099,0.075439,29/5
Japan,JPY/SEK,JPY,SEK,1,0.057698,0.058639,0.057698,0.058639,29/5
Kanada,CAD/SEK,CAD,SEK,1,6.6668,6.7529,6.6668,6.7529,29/5
Kina,CNY/SEK,CNY,SEK,1,1.3584,1.3785,1.3584,1.3785,29/5
Kroatien,HRK/SEK,HRK,SEK,1,1.420552,1.440553,1.420552,1.440553,11/12
Malaysia,MYR/SEK,MYR,SEK,1,2.319695,2.349695,2.319695,2.349695,29/5
Marocko,MAD/SEK,MAD,SEK,1,0.9896,1.0243,0.9896,1.0243,29/5
Mexiko,MXN/SEK,MXN,SEK,1,0.527,0.5411,0.527,0.5411,29/5
Norge,NOK/SEK,NOK,SEK,1,0.993645,1.006645,0.993645,1.006645,29/5
Nya Zeeland,NZD/SEK,NZD,SEK,1,5.4764,5.5584,5.4764,5.5584,29/5
Polen,PLN/SEK,PLN,SEK,1,2.527,2.5671,2.527,2.5671,29/5
Ryssland,RUB/SEK,RUB,SEK,1,0.12736,0.13174,0.12736,0.13174,29/5
Saudiarabien,SAR/SEK,SAR,SEK,1,2.4363,2.5005,2.4363,2.5005,29/5
Schweiz,CHF/SEK,CHF,SEK,1,11.7547,11.8667,11.7547,11.8667,29/5
Singapore,SGD/SEK,SGD,SEK,1,7.2121,7.2836,7.2121,7.2836,29/5
Storbritannien,GBP/SEK,GBP,SEK,1,12.3615,12.5015,12.3615,12.5015,29/5
Sydafrika,ZAR/SEK,ZAR,SEK,1,0.5603,0.5784,0.5603,0.5784,29/5
Sydkorea,KRW/SEK,KRW,SEK,1,0.006107,0.00628,0.006107,0.00628,29/5
Thailand,THB/SEK,THB,SEK,1,0.2813,0.2872,0.2813,0.2872,29/5
Tjeckien,CZK/SEK,CZK,SEK,1,0.440535,0.447135,0.440535,0.447135,29/5
Turkiet,TRY/SEK,TRY,SEK,1,0.1673,0.2362,0.1673,0.2362,29/5
Ungern,HUF/SEK,HUF,SEK,1,0.029997,0.030759,0.029997,0.030759,29/5
USA,USD/SEK,USD,SEK,1,9.1954,9.3304,9.1954,9.3304,29/5
