pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
AED/SEK,AED,SEK,1,2.615,2.6868,2.6868,2.615,2026-07-24T09:05:00.684170Z,2026-07-24T09:05:00.684170Z
AUD/SEK,AUD,SEK,1,6.7373,6.8708,6.8708,6.7373,2026-07-24T09:05:00.675518Z,2026-07-24T09:05:00.675518Z
BDT/SEK,BDT,SEK,1,0.076228,0.081686,0.081686,0.076228,2026-07-24T09:05:00.674809Z,2026-07-24T09:05:00.674809Z
BHD/SEK,BHD,SEK,1,25.4705,26.1763,26.1763,25.4705,2026-07-24T09:05:00.686239Z,2026-07-24T09:05:00.686239Z
CAD/SEK,CAD,SEK,1,6.8478,6.9833,6.9833,6.8478,2026-07-24T09:05:00.683324Z,2026-07-24T09:05:00.683324Z
CHF/SEK,CHF,SEK,1,11.8051,12.039,12.039,11.8051,2026-07-24T09:05:00.675905Z,2026-07-24T09:05:00.675905Z
CNH/SEK,CNH,SEK,1,1.4177,1.4566,1.4566,1.4177,2026-07-24T09:05:00.690677Z,2026-07-24T09:05:00.690677Z
CNY/SEK,CNY,SEK,1,1.40817,1.46624,1.46624,1.40817,2026-07-24T09:05:00.683019Z,2026-07-24T09:05:00.683019Z
CZK/SEK,CZK,SEK,1,0.45417,0.46334,0.46334,0.45417,2026-07-24T09:05:00.675806Z,2026-07-24T09:05:00.675806Z
DKK/SEK,DKK,SEK,1,1.46802,1.49713,1.49713,1.46802,2026-07-24T09:05:00.682761Z,2026-07-24T09:05:00.682761Z
EGP/SEK,EGP,SEK,1,0.1838,0.1954,0.1954,0.1838,2026-07-24T09:05:00.675393Z,2026-07-24T09:05:00.675393Z
EUR/SEK,EUR,SEK,1,10.9731,11.1906,11.1906,10.9731,2026-07-24T08:16:50.236803Z,2026-07-24T08:16:50.236803Z
GBP/SEK,GBP,SEK,1,12.8394,13.0936,13.0936,12.8394,2026-07-24T09:05:00.682691Z,2026-07-24T09:05:00.682691Z
GIP/SEK,GIP,SEK,1,12.83237,13.100383,13.100383,12.83237,2026-07-24T09:05:00.694925Z,2026-07-24T09:05:00.694925Z
HKD/SEK,HKD,SEK,1,1.22479,1.2584,1.2584,1.22479,2026-07-24T09:05:00.675075Z,2026-07-24T09:05:00.675075Z
HUF/SEK,HUF,SEK,1,0.030241,0.030853,0.030853,0.030241,2026-07-24T09:05:00.675465Z,2026-07-24T09:05:00.675465Z
IDR/SEK,IDR,SEK,1,0.0005316,0.0005538,0.0005538,0.0005316,2026-07-24T09:05:00.690717Z,2026-07-24T09:05:00.690717Z
ILS/SEK,ILS,SEK,1,3.1354,3.2226,3.2226,3.1354,2026-07-24T09:05:00.674299Z,2026-07-24T09:05:00.674299Z
INR/SEK,INR,SEK,1,0.09884,0.10289,0.10289,0.09884,2026-07-24T09:05:00.683487Z,2026-07-24T09:05:00.683487Z
ISK/SEK,ISK,SEK,1,0.0758,0.079,0.079,0.0758,2026-07-24T09:05:00.675224Z,2026-07-24T09:05:00.675224Z
JPY/SEK,JPY,SEK,1,0.058874,0.060038,0.060038,0.058874,2026-07-24T09:05:00.683960Z,2026-07-24T09:05:00.683960Z
KES/SEK,KES,SEK,1,0.0736,0.0768,0.0768,0.0736,2026-07-24T09:05:00.675854Z,2026-07-24T09:05:00.675854Z
KRW/SEK,KRW,SEK,1,0.006532,0.006773,0.006773,0.006532,2026-07-24T09:05:00.683121Z,2026-07-24T09:05:00.683121Z
KWD/SEK,KWD,SEK,1,30.9553,31.8571,31.8571,30.9553,2026-07-24T09:05:00.685884Z,2026-07-24T09:05:00.685884Z
KZT/SEK,KZT,SEK,1,0.019944,0.020774,0.020774,0.019944,2026-07-24T09:05:00.685488Z,2026-07-24T09:05:00.685488Z
LKR/SEK,LKR,SEK,1,0.028084,0.029833,0.029833,0.028084,2026-07-24T09:05:00.675565Z,2026-07-24T09:05:00.675565Z
MAD/SEK,MAD,SEK,1,1.0196,1.0619,1.0619,1.0196,2026-07-24T09:05:00.694159Z,2026-07-24T09:05:00.694159Z
MXN/SEK,MXN,SEK,1,0.54915,0.56426,0.56426,0.54915,2026-07-24T09:05:00.690312Z,2026-07-24T09:05:00.690312Z
